Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl,verified_date,PatentRefs,PatentUrls,MigrateCatalogRefs,MigrateCatalogUrls
Tim Ruffing,Germany,Research Scientist; Cryptographer,Blockstream,Private,Algorithm Inventor,"Author of BIP-340 (Schnorr Signatures for Bitcoin), enabling efficient signature aggregation; researcher at Blockstream; co-author of MuSig2 threshold signatures; his signature schemes are central to digital asset cryptographic infrastructure requiring PQC migration.",https://ui-avatars.com/api/?name=Tim+Ruffing&background=0b0d17&color=f59e0b&size=128&bold=true,https://blockstream.com/,,BIP-340,https://github.com/bitcoin/bips/blob/master/bip-0340.mediawiki,,yes,IACR,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'BIP-340' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Anthony Towns,Australia,Bitcoin Core Developer; Researcher,Bitcoin Core,Private,Standards,"Author of BIP-341 (Taproot), upgrading Bitcoin smart contracts with Schnorr signatures and Merkle trees; independent Bitcoin Core developer whose protocol upgrades are relevant to PQC migration planning for digital asset ecosystems.",https://ui-avatars.com/api/?name=Anthony+Towns&background=0b0d17&color=60a5fa&size=128&bold=true,,,BIP-341,https://github.com/bitcoin/bips/blob/master/bip-0341.mediawiki,,yes,Bitcoin Core / BIP process,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'BIP-341' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Gavin Wood,UK,Co-Founder; CTO,Ethereum Foundation;Parity Technologies,Private,Industry Vendor,Co-founder of Ethereum and author of the Ethereum Yellow Paper defining the EVM protocol; founder of Parity Technologies and Polkadot/Web3 Foundation; his foundational blockchain architecture designs are central to PQC migration strategies for decentralized infrastructure.,https://ui-avatars.com/api/?name=Gavin+Wood&background=0b0d17&color=a78bfa&size=128&bold=true,https://ethereum.org/,,Ethereum-Yellow-Paper,https://en.wikipedia.org/wiki/Gavin_Wood,,partial,,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'Ethereum-Yellow-Paper' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Brian Campbell,USA,Distinguished Engineer; OAuth Expert,Ping Identity,Private,Standards,"Co-author of Selective Disclosure for JSON Web Tokens (RFC 9901, base SD-JWT) and DPoP (RFC 9449); prolific IETF OAuth working group contributor; his digital identity and access token standards require PQC-safe signature migration across enterprise SSO and identity infrastructure.",https://ui-avatars.com/api/?name=Brian+Campbell&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.pingidentity.com/,,RFC-9901-SD-JWT-VC;RFC 9449,https://datatracker.ietf.org/person/bcampbell@pingidentity.com,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title is publicly listed as ""Distinguished Engineer"" at Ping Identity (per LinkedIn/Crunchbase/Ping blog), not ""Senior Technical Architect""; also RFC 9901 is ""Selective Disclosure for JWTs (SD-JWT)"" — SD-JWT VC remains an Internet-Draft, not an RFC — though he is genuinely an author of both. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC-9901-SD-JWT-VC;RFC 9449' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL.",active,,,,2026-06-24,,,,
Daniel Fett,Germany,Security Researcher; OAuth Expert,Authlete,Private,Standards,"Co-author of Selective Disclosure for JSON Web Tokens (RFC 9901, base SD-JWT) and DPoP (RFC 9449); active IETF OAuth working group contributor; his digital identity standards form the basis for quantum-safe verifiable credential and access token systems in the EU and globally.",https://ui-avatars.com/api/?name=Daniel+Fett&background=0b0d17&color=60a5fa&size=128&bold=true,https://authlete.com/,,RFC-9901-SD-JWT-VC;RFC 9449,https://datatracker.ietf.org/person/mail@danielfett.de,,yes,IETF; ACM CCS,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Minor claim inaccuracy: he co-authored RFC 9449 (DPoP) correctly, but RFC 9901 is ""Selective Disclosure for JSON Web Tokens"" (SD-JWT), not ""SD-JWT Verifiable Credentials""; SD-JWT VC is still an active IETF draft (draft-ietf-oauth-sd-jwt-vc), not yet an RFC. Person/role/org (Authlete, OAuth expert) are correct. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC-9901-SD-JWT-VC;RFC 9449' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL.",active,,,,2026-06-24,,,,
John Bradley,Canada,Senior Technical Architect; Identity Standards Expert,Yubico,Private,Standards,Co-author of DPoP (RFC 9449) and JSON Web Token (RFC 7519); active in OpenID Foundation and IETF OAuth working group; his identity token standards are critical quantum migration targets for enterprise single sign-on and API security.,https://ui-avatars.com/api/?name=John+Bradley&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.yubico.com/,,RFC 9449;RFC 7519,https://datatracker.ietf.org/doc/html/rfc9449,,yes,IETF,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: RFC 9449 (DPoP) co-authorship at Yubico and RFC 7519 (JWT) co-authorship (while at Ping Identity, 2015, prior to joining Yubico) both reconfirmed against the RFCs' own author lists. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC 9449;RFC 7519' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL.",active,,,,2026-07-17,,,,
Kristina Yasuda,Japan/USA,Senior Identity Standards Architect,Microsoft,Private,Standards,"Co-author of Selective Disclosure for JSON Web Tokens (RFC 9901, base SD-JWT) and active contributor to W3C Verifiable Credentials Data Model; contributes to quantum-safe digital identity infrastructure at Microsoft and IETF decentralized identity standards.",https://ui-avatars.com/api/?name=Kristina+Yasuda&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.microsoft.com/,,RFC-9901-SD-JWT-VC,https://datatracker.ietf.org/doc/rfc9901/,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title is ""(Senior) Identity Standards Architect,"" not ""Engineer."" She was at Microsoft during this standards work but as of 2025 is at SPRIND (German Federal Agency for Disruptive Innovation) as Product Owner/Identity Architect; RFC 9901 lists her affiliation as Keio University.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC-9901-SD-JWT-VC' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Mark D. Baushke,USA,Distinguished Engineer,Juniper Networks,Private,Standards,"Author of RFC 8731 (Use of Curve25519 and Curve448 in SSH), establishing the baseline elliptic curve cryptography in SSH that is central to the PQC-SSH migration path; active in IETF CURDLE working group for cryptographic algorithm updates.",https://ui-avatars.com/api/?name=Mark+D+Baushke&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.juniper.net/,,IETF RFC 8731,https://datatracker.ietf.org/doc/html/rfc8731,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title is more precisely ""Distinguished Engineer"" at Juniper Networks (per LinkedIn/Wiza); ""Network Security Engineer"" is a reasonable functional description but not his formal title.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'IETF RFC 8731' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Paul Bastian,Germany,Senior Innovation Developer; Standards Contributor,Bundesdruckerei (BDR),Private,Standards,"Co-author of the IETF Token Status List draft, defining scalable mechanisms for verifiable credential revocation in digital identity systems; employee of Bundesdruckerei (German federal security printing), driving quantum-safe government digital identity infrastructure.",https://ui-avatars.com/api/?name=Paul+Bastian&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.bundesdruckerei.de/,,IETF-Token-Status-List,https://datatracker.ietf.org/doc/draft-ietf-oauth-status-list/,,partial,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Org correct (Bundesdruckerei). Title is approximately right but his actual Bundesdruckerei title is Senior Innovation Developer (digital identity / EUDI wallet); ""Standards Contributor"" is fully accurate.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'IETF-Token-Status-List' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Tobias Looker,New Zealand,Chief Technology Officer,MATTR,Private,Standards,"Co-author of the IETF Token Status List draft; Chief Technology Officer at MATTR; expert in W3C Verifiable Credentials, DIF decentralized identity, and OpenID Connect for Verifiable Presentations; driving quantum-safe digital credential infrastructure.",https://ui-avatars.com/api/?name=Tobias+Looker&background=0b0d17&color=60a5fa&size=128&bold=true,https://mattr.global/,,IETF-Token-Status-List,https://datatracker.ietf.org/doc/draft-ietf-oauth-status-list/,,partial,IETF,"FIELD CORRECTION (2026-07-17): Contribution updated to match Role (already correctly ""Chief Technology Officer"") -- Contribution text still said ""principal cryptography engineer,"" his prior title per the 2026-06-24 note, an internal inconsistency. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real person at MATTR, but his current/public title is Chief Technology Officer (CTO), not ""Principal Cryptography Engineer"" (per LinkedIn /in/tplooker, The Org, ZoomInfo). Org (MATTR) and country (New Zealand) are correct.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'IETF-Token-Status-List' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-07-17,,,,
Emilia Kasper,Netherlands/USA,Software Engineer; Security Researcher,Google,Private,Standards,"Co-author of RFC 6962 (Certificate Transparency), the foundational PKI audit log mechanism being extended for PQC certificate monitoring; OpenSSL contributor; worked on early PQC experiments in Chrome alongside the Cloudflare team.",https://ui-avatars.com/api/?name=Emilia+Kasper&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,RFC 6962,https://datatracker.ietf.org/doc/html/rfc6962,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 6962' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Chris M. Lonvick,USA,Network Security Engineer; RFC Editor,Cisco Systems,Private,Standards,"Co-editor of SSH Architecture (RFC 4251) and SSH Transport Layer Protocol (RFC 4253), the foundational standards for SSH whose algorithms are primary targets in quantum-safe migration plans worldwide.",https://ui-avatars.com/api/?name=Chris+M+Lonvick&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cisco.com/,,RFC 4251,https://www.rfc-editor.org/info/rfc4251/,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Minor: he was the named document ""editor"" of these SSH RFCs and a Cisco Systems network security engineer / IETF syslog WG chair; ""RFC Editor"" should be read as document editor, not a member of the formal RFC Editor organization. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC 4251' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL.",active,,,IETF RFC 4253,2026-06-24,,,,
Tatu Ylonen,Finland,Inventor of SSH; Founder & Chief Innovation Officer,SSH Communications Security,Private,Algorithm Inventor,"Inventor of the Secure Shell (SSH) protocol (1995); co-editor of SSH RFC standards (RFC 4251-4253); founder of SSH Communications Security (stepped down as CEO ~2014; current CEO is Rami Raulas); his protocol is one of the primary migration targets in quantum-safe transition programs globally, protecting billions of server connections.",https://ui-avatars.com/api/?name=Tatu+Ylonen&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.ssh.com/,,RFC 4251,https://datatracker.ietf.org/doc/rfc4251/,,yes,IETF,"FIELD CORRECTION (2026-07-17): Role/Contribution updated -- he stepped down as CEO around 2014 and now holds Founder/Chief Innovation Officer-type titles; SSH invention and RFC editorship remain accurate. | source verified 2026-06-24 re-audit | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC 4251' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 3 — confirmed via IETF Datatracker as primary author on published RFC 4251 and RFC 4253 (SSH protocol), co-credited with editor Chris Lonvick.",active,,,IETF RFC 4253,2026-07-17,,,,
Ben Laurie,UK,Security Researcher,Google,Private,Standards,Co-inventor of Certificate Transparency (CT2 RFC 9162) at Google; contributor to quantum-safe PKI monitoring infrastructure; original OpenSSL developer; his CT log auditing mechanisms are being extended to support PQC certificate ecosystems.,https://ui-avatars.com/api/?name=Ben+Laurie&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,RFC 6962,https://www.rfc-editor.org/rfc/rfc9162.html,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 6962' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Paul Hoffman,USA,Distinguished Technologist; IETF Veteran,ICANN,Private,Standards,Distinguished Engineer at ICANN and long-time IETF contributor; co-author of IKEv2 (RFC 7296) and numerous internet security RFCs; significant contributor to DNS security (DNSSEC) and quantum-safe protocol integration in core internet infrastructure.,https://ui-avatars.com/api/?name=Paul+Hoffman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.icann.org/,,IETF RFC 7296,https://datatracker.ietf.org/person/paul.hoffman@icann.org,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): At ICANN his actual title is ""Distinguished Technologist"" (not ""Distinguished Engineer""); otherwise role/org accurate.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'IETF RFC 7296' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Charlie Kaufman,USA,Security Researcher; Standards Author,Microsoft,Private,Standards,"Primary author of IKEv2 (RFC 7296), the key negotiation protocol used in IPsec VPNs and a critical migration target for PQC-safe infrastructure; 30+ year contributor to internet security protocols and IETF security area working groups.",https://ui-avatars.com/api/?name=Charlie+Kaufman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.microsoft.com/,,IETF RFC 7296,https://www.rfc-editor.org/info/rfc7296/,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'IETF RFC 7296' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Paul Wouters,Netherlands/USA,Senior Security Architect; IETF Security Area Director,Aiven;Red Hat (former),Private,Standards,"Senior Security Architect at Aiven (formerly Senior Engineer at Red Hat) and IETF Security Area Director (2022-present); co-author of RFC 7250 (Using Raw Public Keys in TLS, done while at Red Hat) and contributor to IKEv2/IPsec PQC integration; led Fedora/RHEL cryptography policy enabling PQC algorithm support across Linux distributions.",https://ui-avatars.com/api/?name=Paul+Wouters&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.redhat.com/,,RFC 7250,https://datatracker.ietf.org/person/Paul%20Wouters,,yes,IETF,"FIELD CORRECTION (2026-07-17): applying the 2026-06-24 note's already-documented findings -- he left Red Hat for Aiven (Senior Security Architect) around 2021 and is now an IETF Security Area Director; RFC 7250 co-authorship correctly dated to his Red Hat tenure. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Org/role is outdated: Paul Wouters is FORMER Red Hat Senior Software Engineer (VPN Technologies & Crypto Group); since ~2021 he is Senior Security Architect at Aiven and is an IETF Security Area Director (2022-present). RFC 7250 co-authorship is correct and was indeed done while at Red Hat.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 7250' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-07-17,,,,
Rob Stradling,UK,Distinguished Engineer,Sectigo,Private,Standards,Senior Research Engineer at Sectigo and co-author of Certificate Transparency v2 (RFC 9162); contributor to crt.sh certificate transparency log search and the broader CT ecosystem that forms the verification backbone for PQC certificate deployment monitoring.,https://ui-avatars.com/api/?name=Rob+Stradling&background=0b0d17&color=60a5fa&size=128&bold=true,https://sectigo.com/,,RFC-9162,https://www.rfc-editor.org/info/rfc9162/,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Sectigo's own recent materials title him ""Distinguished Engineer"" (not ""Senior Research Engineer""); org/country correct. He is the creator of crt.sh and co-author of RFC 9162.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC-9162' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
John Gilmore,USA,Co-Founder; Cryptography Advocate,Electronic Frontier Foundation (EFF),Private,Standards,Co-founder of the Electronic Frontier Foundation (EFF) and cypherpunk; co-author of RFC 7250 (Using Raw Public Keys in TLS); early advocate for strong cryptography and export freedom; his work on minimal-state TLS authentication is relevant to constrained-environment PQC deployments.,https://ui-avatars.com/api/?name=John+Gilmore&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.eff.org/,,RFC 7250,https://www.eff.org/about/board/john-gilmore,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 7250' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Nat Sakimura,Japan,"Chairman, OpenID Foundation","NAT Consulting LLC;Nomura Research Institute (former, 1989-2020)",Private,Standards,"Co-author of JSON Web Signature (RFC 7515) and JSON Web Token (RFC 7519, both written while at NRI); lead designer of OpenID Connect; current Chairman of the OpenID Foundation (since 2011, not Emeritus); his identity token standards are fundamental migration targets for enterprise authentication requiring PQC-safe signatures.",https://ui-avatars.com/api/?name=Nat+Sakimura&background=0b0d17&color=60a5fa&size=128&bold=true,https://nat.sakimura.org/,,RFC 7515;RFC 7519,https://www.rfc-editor.org/info/rfc7519/,,yes,IETF,"FIELD CORRECTION (2026-07-17): Organization/WebsiteUrl updated -- he left NRI in 2020 and now runs NAT Consulting LLC; Role corrected -- OpenID Foundation's own board page lists him as current Chairman, not Emeritus. | source verified 2026-06-24 re-audit | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC 7515;RFC 7519' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL.",active,,,,2026-07-17,,,,
Brendan Moran,UK,Principal Research Engineer,Arm,Private,Standards,"Principal Architect at Arm and IETF SUIT Working Group co-chair; co-author of RFC 9019 (A Firmware Update Architecture for Internet of Things), defining secure firmware update mechanisms for IoT devices requiring PQC-safe signing as legacy hash-based algorithms are retired.",https://ui-avatars.com/api/?name=Brendan+Moran&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.arm.com/,,RFC 9019,https://datatracker.ietf.org/person/brendan.moran@arm.com,,yes,IETF,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real person at Arm and first author of RFC 9019 (confirmed), but NOT a SUIT WG co-chair — he is a lead author/contributor; current SUIT chairs are Akira Tsukamoto and Jacqueline McCall. His Arm title is Principal/Staff Research Engineer (per LinkedIn/Crunchbase), not ""Principal Architect,"" and his listed location is Cambridge, UK, not Ireland.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 9019' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Stephen Davidson,Canada,Standards Technology Strategist; S/MIME WG Chair,DigiCert,Private,Standards,Chair of the CA/Browser Forum S/MIME Certificate Working Group; proposed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; DigiCert representative driving post-quantum migration standards for email security and publicly-trusted PKI.,https://ui-avatars.com/api/?name=Stephen+Davidson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,,CA-B-Forum-Ballot-SMC013,https://cabforum.org/working-groups/smime/,,yes,CA/Browser Forum,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'CA-B-Forum-Ballot-SMC013' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Martijn Katerbarg,Netherlands,Senior Compliance Engineer; CA/Browser Forum Contributor,Sectigo,Private,Standards,Endorsed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; Sectigo representative to the CA/Browser Forum S/MIME Certificate Working Group; contributes to post-quantum certificate policy development for publicly-trusted certificate authorities.,https://ui-avatars.com/api/?name=Martijn+Katerbarg&background=0b0d17&color=60a5fa&size=128&bold=true,https://sectigo.com/,,CA-B-Forum-Ballot-SMC013,https://cabforum.org/2025/07/02/ballot-smc-013/,,partial,CA/Browser Forum,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real Sectigo person and CA/Browser Forum contributor, but his actual Sectigo title is ""Senior Compliance Engineer"" (not ""Principal Technologist""); he is Vice-Chair of the S/MIME Certificate WG and Chair of the Code Signing WG.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'CA-B-Forum-Ballot-SMC013' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Clint Wilson,USA,Security Engineer; CA/Browser Forum Contributor,Apple,Private,Standards,Apple's representative to the CA/Browser Forum root program; endorsed Ballot SMC013/SMC014 enabling PQC algorithms in S/MIME certificates; shapes root store policy decisions governing post-quantum certificate trust and algorithm transitions for billions of Apple devices worldwide.,https://ui-avatars.com/api/?name=Clint+Wilson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.apple.com/,,CA-B-Forum-Ballot-SMC013,https://cabforum.org/author/clint-wilson/,,partial,CA/Browser Forum,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'CA-B-Forum-Ballot-SMC013' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Ashish Dhiman,India,"Product Manager (Cybersecurity, Cryptography & PKI); CA/Browser Forum Contributor",GlobalSign,Private,Standards,Endorsed CA/Browser Forum Ballot SMC013/SMC014 enabling post-quantum algorithms in S/MIME certificates; GlobalSign representative to the CA/Browser Forum driving adoption of ML-DSA and ML-KEM in publicly-trusted certificate authorities for quantum-safe email and document signing.,https://ui-avatars.com/api/?name=Ashish+Dhiman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.globalsign.com/,,CA-B-Forum-Ballot-SMC013,https://www.globalsign.com/en/blog/authors/ashish-dhiman,,partial,CA/Browser Forum,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title is Product Manager (Cyber Security, Cryptography & PKI) at GlobalSign, not ""Principal Engineer."" He is GlobalSign's representative/contributor in the CA/Browser Forum S/MIME Certificate Working Group (India office).; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'CA-B-Forum-Ballot-SMC013' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Andreas Henschel,Germany,PKI Expert; CA/Browser Forum Contributor,D-Trust,Private,Standards,Endorsed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; D-Trust (BSI subsidiary) representative to the CA/Browser Forum; drives post-quantum certificate standards for German and European digital identity infrastructure.,https://ui-avatars.com/api/?name=Andreas+Henschel&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.d-trust.net/,,CA-B-Forum-Ballot-SMC013,https://cabforum.org/2025/07/02/ballot-smc-013/,,partial,CA/Browser Forum,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'CA-B-Forum-Ballot-SMC013' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Tony Cox,Australia,PKCS#11 Specification Editor; Security Standards Expert,Cryptsoft,Private,Standards,"Lead editor of PKCS#11 v3.0 and v3.2 Cryptographic Token Interface Standards at OASIS; founder of Cryptsoft; his specifications define the HSM programming interface used by all hardware security modules implementing post-quantum algorithms including ML-KEM, ML-DSA, and SLH-DSA.",https://ui-avatars.com/api/?name=Tony+Cox&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptsoft.com/,,,https://docs.oasis-open.org/pkcs11/pkcs11-base/v3.0/os/pkcs11-base-v3.0-os.html,,partial,,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real and central to OASIS PKCS#11/KMIP, but titles are slightly off: on PKCS#11 v3.0 he is listed as TC co-chair (with Robert Relyea), not ""lead editor"" — v3.0 editors were Chris Zimman and Dieter Bong; he is an editor on later/related work (e.g. v3.1, KMIP v3.0). He is documented as Cryptsoft's VP Partners, Strategy & Alliances; ""founder"" is unverified in these sources. | peer_reviewed=partial set 2026-08-09: Chair of PKCS #11 v3.0; not listed under Editors: in v3.0, v3.1 or v3.2. NOTE: this row's Role text claims 'PKCS#11 Specification Editor', which no primary document checked supports — flagged 2026-08-09 for correction to Chair.",active,,,PKCS11-V3-OASIS;PKCS11-V32-OASIS,2026-06-24,,,,
Robert Relyea,USA,Senior Software Engineer; PKCS#11 TC Chair,Red Hat,Private,Standards,"OASIS PKCS#11 Technical Committee Chair for v3.1 and v3.2; Red Hat cryptography engineer and NSS (Network Security Services) developer; leads standardization of PKCS#11 post-quantum cryptography mechanisms enabling ML-KEM, ML-DSA, and SLH-DSA in open-source HSM implementations.",https://ui-avatars.com/api/?name=Robert+Relyea&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.redhat.com/,,,https://docs.oasis-open.org/pkcs11/pkcs11-spec/v3.1/os/pkcs11-spec-v3.1-os.html,,partial,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: Red Hat role and OASIS PKCS#11 TC co-chair status (v3.1 sole chair, v3.2 co-chair alongside Valerie Fenwick) reconfirmed via the specs' own front matter. | peer_reviewed=partial set 2026-08-09: Chair, not editor, of PKCS #11 v2.40, v3.0, v3.1 and v3.2 — appears under Chairs: in every front matter checked and under Editors: in none. Rubric 'partial': standards-body leadership without authorship credit.",active,,,PKCS11-V32-OASIS;PKCS11-V31-OASIS,2026-07-17,,,,
