industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,last_verified,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards,secondary_source_ref,secondary_claims,threat_class,source_mirror_of
Cloud Computing / Data Centers,CLOUD-004,"NIST SP 800-210 provides general access control guidance for cloud service models (IaaS, PaaS, SaaS). Because vendors, including cloud service providers, often implement and control the cryptographic mechanisms an organisation depends on, vendor readiness is a critical factor in an organisation's PQC transition.",Critical,"Cloud HSM performs cryptographic operations in FIPS 140-2 Level 3 certified hardware security modules. When you use Cloud HSM, your data is strictly isolated from other tenants and services in Google Cloud. All customer keys are stored wrapped with a regional wrapping key in the Cloud KMS database and can only be unwrapped by an HSM in the region as part of a cryptographic operation. Cloud systems generally pool resources across a multi-tenant model, so access-control design must ensure isolation of shared resources.","Cloud Key Management Service supports ML-KEM-768 and ML-KEM-1024, which were standardized by NIST in FIPS-203 , and X-Wing , a hybrid KEM that combines ML-KEM-768 with X25519.",NIST SP 800-210: General Access Control Guidance for Cloud Systems,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-210.pdf,65,kms-pqc|hsm-pqc|pki-workshop|compliance-strategy,nist-csrc,threats/CLOUD-004.pdf,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (SP 800-210 — canonical PDF.). Re-snapshotted 2026-06-09: fresh Playwright proof (1289805 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: SP 800-210 (Jul 2020) contains no quantum/PQC/HSM/KMS-crypto content. | corrected via approved proposal claim-check-0924:CLOUD-004#status (codex cx-20260925T014727Z-e66a0e56) 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cloud-004-re-source-0924-sol#secondary_source_ref 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cloud-004-re-source-0924-sol#secondary_claims 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cloud-004-re-source-0924-sol#threat_description 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cloud-004-re-source-0924-sol#crypto_at_risk 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cloud-004-re-source-0924-sol#pqc_replacement 2026-09-25 | corrected via approved proposal reactivate:CLOUD-004 2026-09-25 | corrected via approved proposal hold-vendor-second-source-0924:CLOUD-004 (crypto_at_risk and pqc_replacement rest on Google Cloud documentation; the registry types Google as Industry_Workgroup 2_Core but it is a vendor — user rule: vendors are never a second source; held for the user's registry decision) 2026-09-25 | corrected via approved proposal user-ruling-0924:CLOUD-004#status (user ruling 2026-09-24: Google stays tier 2 Industry_Workgroup, so its docs count as a second source; returns pending the Codex claim check) 2026-09-25 | corrected via approved proposal claim-check-0924:CLOUD-004#main_source (codex cx-20260925T042409Z-c1613430) 2026-09-25 | corrected via approved proposal claim-check-0924:CLOUD-004#related_standards (codex cx-20260925T042409Z-c1613430) 2026-09-25",55,2026-07-16,cloud;data-centers,active,,,SP-800-210,Post-quantum-questions-to-ask-your-vendors-Cyber-gov-au;Cloud-HSM-architecture-Security-Google-Cloud-Documentation;Key-encapsulation-mechanisms,threat_description@Post-quantum-questions-to-ask-your-vendors-Cyber-gov-au;crypto_at_risk@Cloud-HSM-architecture-Security-Google-Cloud-Documentation;pqc_replacement@Key-encapsulation-mechanisms,hndl,
Cross-Industry,CROSS-001,"Nation-state actors are actively harvesting encrypted data today for future quantum decryption, creating immediate risk for any information with a sensitivity period exceeding ten years. Industry surveys of executives consistently find a meaningful share believe their organizations may already be targeted by such collection — self-reported perception rather than confirmed incidents — underscoring the urgency of post-quantum migration regardless of when cryptographically relevant quantum computers arrive.",Critical,"All asymmetric cryptography, PKI infrastructure, key management systems","Comprehensive CBOM, automated discovery tools, ML-KEM/ML-DSA migration",IBM Institute for Business Value — Secure the Post-Quantum Future 2025,https://www.ibm.com/thought-leadership/institute-business-value/en-us/report/2025-quantum-safe-readiness,90,crypto-agility|pqc-risk-management|migration-program|quantum-threats|crypto-dev-apis|pqc-governance,ibm-research,threats/CROSS-001.pdf,no,IBM Institute for Business Value; Cloud Security Alliance,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (IBM IBV 2025 quantum-safe readiness report PDF — direct download.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: IBM Think Insights — PQC overview (663 KB live payload). Replaces gated IBM IBV download. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated.",85,2026-07-16,cross-industry,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'Think | IBM' vs catalog title 'IBM Institute for Business Value — Secure the Post-Quantum Future 2025' (word-overlap 11%) — looks like a redirect to a generic page, not the cited document",,,,,
Cross-Industry,CROSS-002,NIST IR 8547 is an Initial Public Draft dated November 2024. It describes the transition from quantum-vulnerable cryptography and identifies 2035 as the primary federal target for completing migration to post-quantum cryptography. NIST intends to deprecate classical digital signatures at the 112-bit security level after 2030.,Critical,"Shor's algorithm on a future cryptographically relevant quantum computer is projected to defeat classical approved asymmetric algorithms, namely RSA, ECDSA, and ECDH. EdDSA at the ≥128-bit security level is likewise scheduled to be disallowed after 2035.","FIPS 203 specifies the ML-KEM key-encapsulation mechanism with three parameter sets, ML-KEM-512, ML-KEM-768, and ML-KEM-1024, in order of increasing security strength. FIPS 204 specifies the Module-Lattice-Based Digital Signature Algorithm (ML-DSA), derived from the CRYSTALS-Dilithium submission. ML-DSA has three approved parameter sets, ML-DSA-44, ML-DSA-65, and ML-DSA-87. FIPS 205 specifies the Stateless Hash-Based Digital Signature Algorithm (SLH-DSA), derived from the SPHINCS+ submission.","NIST IR 8547 (IPD, Nov 2024)",https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8547.ipd.pdf,90,compliance-strategy|pqc-101|migration-program|quantum-threats|pqc-governance,nist-csrc,threats/CROSS-002.pdf,partial,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (IR 8547 IPD landing → canonical PDF (transition guidance for RSA/ECDH/EdDSA deprecation).). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (722379 bytes). [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims. | corrected via approved proposal q:threats:secondary-source-cross-002#secondary_source_ref 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cross-002#secondary_claims 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cross-002#crypto_at_risk 2026-09-25 | corrected via approved proposal q:threats:secondary-source-cross-002#pqc_replacement 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-002#threat_description (codex cx-20260925T014523Z-404a3314) 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-002#peer_reviewed (codex cx-20260925T014523Z-404a3314) 2026-09-25,85,2026-07-16,cross-industry,active,,,IR-8547;FIPS-203;FIPS-204;FIPS-205,NIST-SP-800-57-Pt1-R6;FIPS 203,crypto_at_risk@NIST-SP-800-57-Pt1-R6;pqc_replacement@FIPS 203,both,
Cross-Industry,CROSS-003,A critical gap in C-suite quantum risk awareness persists: most organizations have not completed a full cryptographic inventory (IBM Institute for Business Value research finds only a minority have done so). This inventory is the essential prerequisite for any meaningful post-quantum migration plan. Organizations treating quantum threats as a distant problem significantly underestimate the immediate harvest-now-decrypt-later risk to their current data.,High,"Third-party API keys, vendor-managed HSMs, cloud KMS","Vendor PQC roadmap requirements, contractual crypto-agility clauses",IBM Institute for Business Value — Secure the Post-Quantum Future 2025,https://www.ibm.com/thought-leadership/institute-business-value/en-us/report/2025-quantum-safe-readiness,88,vendor-risk|pqc-governance,ibm-research,threats/CROSS-003.pdf,no,IBM Institute for Business Value; Cloud Security Alliance,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (Same IBM IBV 2025 PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: Same IBM Think source covers the IBV PQC research themes. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated.",82,2026-07-16,cross-industry,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'Think | IBM' vs catalog title 'IBM Institute for Business Value — Secure the Post-Quantum Future 2025' (word-overlap 11%) — looks like a redirect to a generic page, not the cited document",,,,,
Cross-Industry,CROSS-004,The 2024 Quantum Threat Timeline Report suggests that the quantum threat may be closer than previously thought. It emphasizes proactive quantum-threat mitigation.,Critical,Standard encryption protocols are at risk from future quantum computers.,"Organizations should undertake a proactive, well-planned transition to quantum-safe cryptography.",GRI Quantum Threat Timeline Report 2024,https://globalriskinstitute.org/publication/2024-quantum-threat-timeline-report/,78,quantum-threats|pqc-risk-management|pqc-business-case|data-asset-sensitivity,gri,threats/CROSS-004.html,no,Global Risk Institute,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (GRI 2024 report publication page — substantive content vs the GRI homepage.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (215580 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: landing page only, report content not cached; 5-15% probability figure not on page. [2026-07-16 upgraded, PARTIAL-row pass] Replaced with a real, content-verified GRI Quantum Threat Timeline Report 2024 document (still not perfectly matching every technical specific the row claims — remains PARTIAL, not fully supported). | 2026-08-16: Replaced landing-page capture with the actual full GRI Quantum Threat Timeline Report 2024 PDF (fetched directly from globalriskinstitute.org/mp-files/), superseding the prior thin/landing-page evidence. | corrected via approved proposal claim-check-0924:CROSS-004#threat_description (codex cx-20260925T014727Z-e66a0e56) 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-004#crypto_at_risk (codex cx-20260925T014727Z-e66a0e56) 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-004#pqc_replacement (codex cx-20260925T014727Z-e66a0e56) 2026-09-25",70,2026-09-08,cross-industry,active,,,FIPS-203;FIPS-206,,,both,
Cross-Industry,CROSS-005,"NIST finalized its first three post-quantum cryptography standards on August 13, 2024: FIPS 203 (ML-KEM), FIPS 204 (ML-DSA), and FIPS 205 (SLH-DSA). The fourth signature standard, FIPS 206 (FN-DSA/Falcon), remains in draft — NIST submitted it for approval in August 2025, with an initial public draft and final publication expected in late 2026 to 2027. This phased finalization creates migration urgency for organizations managing complex PKI infrastructure, which face tight 5-7 year windows to replace vulnerable systems before quantum threats materialize.",High,"RSA/ECDSA certificates requiring compact signatures, root CA keys, constrained device authentication","FN-DSA (FIPS 206) for compact signatures, ML-DSA for general-purpose signing",NIST FIPS 206 FN-DSA Status,https://csrc.nist.gov/pubs/ir/8547/ipd,65,pqc-101|hybrid-crypto|stateful-signatures,nist-csrc,threats/CROSS-005.html,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; source_url replaced (NIST PQC project landing page does not show FIPS 206 status. IR 8547 IPD is the canonical transition doc.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Freshness/accuracy 2026-06-09: corrected the false claim that FIPS 206 (FN-DSA) was published 2024-08-13; only FIPS 203/204/205 were finalized then. FIPS 206 submitted for approval 2025-08, draft/final expected late-2026–2027 (NIST CSRC FIPS 206 status update, DigiCert 2025). Re-snapshotted 2026-06-09: fresh Playwright proof (43908 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Evidence is IR 8547 draft abstract page, not a FIPS 206 status source; FIPS 206 timeline claims not in doc.",55,2026-07-16,cross-industry,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'IR 8547, Transition to Post-Quantum Cryptography Standards | CSRC' vs catalog title 'NIST FIPS 206 FN-DSA Status' (word-overlap 0%) — looks like a redirect to a generic page, not the cited document",FIPS-206;FIPS-203;FIPS-204;FIPS-205,,,,
Cross-Industry,CROSS-006,"HQC selected as 5th PQC algorithm: NIST announced March 11 2025 the selection of HQC (Hamming Quasi-Cyclic) as a backup KEM to ML-KEM. HQC is based on error-correcting codes rather than lattices, providing algorithmic diversity in case a lattice-based vulnerability is discovered. NIST's draft HQC standard (expected to be designated FIPS 207) is anticipated for public comment in 2026, with the finalized standard targeted for 2027.",High,"At the time of this NIST publication, ML-KEM was the only NIST-approved post-quantum key-establishment scheme based on public key cryptography, with additional KEM alternatives still under evaluation.","HQC as backup KEM alongside ML-KEM-768/1024, algorithm diversity strategy",NIST Post-Quantum Cryptography Standardization,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8547.ipd.pdf,65,pqc-101|hybrid-crypto,nist-csrc,threats/CROSS-006.pdf,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (NIST PQC project page → IR 8547 IPD which catalogues the standardized algorithms.). Freshness 2026-06-09: HQC draft framed as FIPS 207, public comment 2026 / final 2027 (NIST PQC project page, NIST HQC announcement 2025-03). Re-snapshotted 2026-06-09: fresh Playwright proof (722379 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: evidence is IR 8547 ipd (Nov 2024), predates claimed 2025-03-11 HQC selection; HQC and FIPS 207 never mentioned. | corrected via approved proposal claim-check-0924:CROSS-006#status (codex cx-20260925T014717Z-2a1234ac) 2026-09-25 | corrected via approved proposal q:threats:claim-rewrite-cross-006-re-source-0924#crypto_at_risk 2026-09-25",55,2026-07-16,cross-industry,draft,,,FIPS-207,,,hndl,
Cross-Industry,CROSS-007,"The NIS2 Directive requires entities in scope to adopt cybersecurity risk-management measures, including the use of state-of-the-art cryptography. Member States should connect with NIS2 and eIDAS supervisory bodies to understand the implications of the quantum threat for regulated entities. The roadmap also encourages real-world testing through activities such as ETSI Plugtests and IETF PQC hackathons.",Critical,All quantum-vulnerable cryptography in EU member state systems and critical infrastructure,"Migrating to post-quantum cryptography should use standardised and tested hybrid solutions whenever feasible. Quantum-vulnerable public-key mechanisms must not be used stand-alone for high-risk use cases after the end of 2030, and for medium-risk use cases after the end of 2035.",European Commission Digital Strategy — PQC Roadmap,https://ec.europa.eu/newsroom/dae/redirection/document/117507,65,compliance-strategy|migration-program|pqc-governance,ec,threats/CROSS-007.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: NIS2 and eIDAS 2.0 claims absent from document; Algorithms (ML-KEM/ML-DSA/SLH-DSA) not named in press release. | 2026-08-16: Replaced press-release capture with the actual Coordinated Implementation Roadmap for PQC PDF (EU PQC Workstream, June 2025), which is the real document the row's main_source describes; press release only announced it. | 2026-09-24: re-sourced to the document itself (the old URL was the Commission library landing page; the cached PDF already was the roadmap v1.1); found by Codex URL lane cx-20260924T230325Z-84f31d77, gated through the evidence door. | corrected via approved proposal q:threats:claim-rewrite-cross-007#pqc_replacement 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-007#threat_description (codex cx-20260925T014717Z-2a1234ac) 2026-09-25",55,2026-08-16,cross-industry,active,,,,,,both,
Cross-Industry,CROSS-008,"NIST SP 800-227 KEM recommendations: Published as final standard on September 18, 2025 — initially released as Initial Public Draft in January 2025. Provides definitions, security properties, and implementation recommendations for key-encapsulation mechanisms as companion guidance to FIPS 203 (ML-KEM). Establishes best practices for KEM usage in protocols, hybrid constructions, and key management — essential reference for correct PQC deployment.",High,Widely deployed quantum-vulnerable key-establishment schemes and KEM implementations that do not correctly implement the target KEM.,"For TLS, SP 800-227 describes bilateral key confirmation during the handshake.",NIST SP 800-227 Recommendations for KEMs,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-227.pdf,90,hybrid-crypto|kms-pqc|hsm-pqc,nist-csrc,threats/CROSS-008.pdf,partial,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims. Source URL corrected 2026-09-23: the cited page had become an HTML landing page; the new URL serves the cached document byte-for-byte (sha256 match). Was: https://csrc.nist.gov/pubs/sp/800/227/final | corrected via approved proposal claim-check-0924:CROSS-008#crypto_at_risk (codex cx-20260925T014717Z-2a1234ac) 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-008#pqc_replacement (codex cx-20260925T015636Z-02214978) 2026-09-25 | corrected via approved proposal claim-check-0924:CROSS-008#peer_reviewed (codex cx-20260925T015636Z-02214978) 2026-09-25,85,2026-07-16,cross-industry,active,,,FIPS-203;SP-800-227,,,hndl,
Cryptocurrency / Blockchain,CRYPTO-001,"Bitcoin address types can differ in how soon they become vulnerable to quantum computers. Potentially quantum-vulnerable types include earlier addresses, reused addresses, and Taproot addresses. Taproot remains vulnerable because it uses ECC, specifically Schnorr signatures.",Critical,ECDSA used by early Bitcoin addresses. Earlier and reused Bitcoin addresses. ECC/Schnorr-based Taproot addresses.,"The primary source notes that adopting updated PQC-compliant address types to replace legacy and Taproot addresses is a possible Bitcoin mitigation, one that might not require a hard fork. It attributes this PQC address-type proposal to a 2024 Bitcoin Improvement Proposal titled 'Pay-to-QR-Hash (P2QRH).'",Federal Reserve HNDL Paper,https://www.federalreserve.gov/econres/feds/files/2025093pap.pdf,65,digital-assets,federal-reserve,threats/CRYPTO-001.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: cached page is abstract landing page only; P2PK vs P2PKH address-type analysis not in abstract. | 2026-08-16: Replaced abstract-only landing-page capture with the full FEDS 2025-093 paper PDF, which contains the Bitcoin address-type analysis this row specifically cites. | corrected via approved proposal q:threats:claim-rewrite-crypto-001#pqc_replacement 2026-09-25 | corrected via approved proposal claim-check-0924:CRYPTO-001#threat_description (codex cx-20260925T014717Z-2a1234ac) 2026-09-25 | corrected via approved proposal claim-check-0924:CRYPTO-001#crypto_at_risk (codex cx-20260925T014717Z-2a1234ac) 2026-09-25 | corrected via approved proposal claim-check-0924:CRYPTO-001#threat_class (codex cx-20260925T014717Z-2a1234ac) 2026-09-25",55,2026-08-16,cryptocurrency;blockchain,active,,,,,,both,
Cryptocurrency / Blockchain,CRYPTO-002,"Standard Ethereum accounts use ECDSA on secp256k1 to sign transactions. An account that has sent a transaction exposes its public key onchain, enabling a quantum computer to derive its private key. Ethereum plans to use account abstraction through EIP-8141 to let accounts adopt post-quantum signatures.",Critical,"Standard Ethereum accounts use ECDSA on secp256k1 to sign transactions. After an account sends a transaction, its public key is exposed onchain, allowing a quantum computer to derive its private key.",Account abstraction through EIP-8141 would enable individual accounts to switch to post-quantum signature schemes.,Ethereum Foundation — Post-quantum cryptography on Ethereum,https://ethereum.org/roadmap/security/quantum-resistance/,65,digital-assets,eth-foundation,threats/CRYPTO-002.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (Ethereum Foundation State of Eth 2.0 — substantive ETH research post vs landing.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: Ethereum.org roadmap — account-abstraction page covers the keypair/upgrade story (341 KB). The blog.ethereum.org/2024/05/30 post 404d. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (360433 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: page has zero quantum/PQC/ECDSA-exposure content; mentions EIP-7702, not EIP-7560. | corrected via approved proposal claim-check-0924:CRYPTO-002#threat_description (codex cx-20260925T014741Z-75cfb4c5) 2026-09-25 | corrected via approved proposal claim-check-0924:CRYPTO-002#crypto_at_risk (codex cx-20260925T015606Z-7b050aff) 2026-09-25 | corrected via approved proposal claim-check-0924:CRYPTO-002#pqc_replacement (codex cx-20260925T015606Z-7b050aff) 2026-09-25 | corrected via approved proposal claim-check-0924:CRYPTO-002#criticality (codex cx-20260925T015606Z-7b050aff) 2026-09-25 | corrected via approved proposal revert-criticality-0924:CRYPTO-002 (user: criticality is the analyst's rating; was cx-20260925T015606Z-7b050aff) 2026-09-25",55,2026-07-16,cryptocurrency;blockchain,active,,,,,,hnfl,
