ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
RFC 9847,IANA Registry Updates for TLS and DTLS,Technical Standards,Protocols,governance,2,all,"Prohibit the use of hash algorithms marked as discouraged (D) in the TLS HashAlgorithm registry, specifically MD5 and SHA-1.",Updated the 'TLS HashAlgorithm' registry to add a 'Recommended' column as follows: ... 1 md5 D 2 sha1 D,Section 9,https://www.rfc-editor.org/rfc/rfc9847.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9847,IANA Registry Updates for TLS and DTLS,Technical Standards,Protocols,governance,2,all,"Prohibit the use of elliptic curve groups marked as discouraged (D) in the TLS Supported Groups registry, such as sect163k1, secp160k1, etc.",Updated the 'Recommended' column with the changes listed below... 1 sect163k1 D ... 21 secp224r1 D,Section 6,https://www.rfc-editor.org/rfc/rfc9847.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9847,IANA Registry Updates for TLS and DTLS,Technical Standards,Protocols,governance,2,all,"Prohibit the use of TLS extensions marked as discouraged (D) in the TLS ExtensionType Values registry, such as truncated_hmac and connection_id (deprecated).",Updated the 'Recommended' column with the changes listed below... 4 truncated_hmac D ... 53 connection_id (deprecated) D,Section 4,https://www.rfc-editor.org/rfc/rfc9847.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST IR 8105,Report on Post-Quantum Cryptography,Technical Standards,NIST Standards,governance,2,all,Establish organizational focus and planning for crypto agility to prepare for the transition to post-quantum cryptographic systems.,The report also recognizes the challenge of moving to new cryptographic infrastructures and therefore emphasizes the need for agencies to focus on crypto agility.,Abstract,https://nvlpubs.nist.gov/nistpubs/ir/2016/NIST.IR.8105.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST IR 8105,Report on Post-Quantum Cryptography,Technical Standards,NIST Standards,governance,2,all,"Initiate preparation of information security systems to resist quantum computing threats, regardless of the estimated timeline for quantum computer arrival.","Therefore, regardless of whether we can estimate the exact time of the arrival of the quantum computing era, we must begin now to prepare our information security systems to be able to resist quantum computing.","Section 1, Introduction",https://nvlpubs.nist.gov/nistpubs/ir/2016/NIST.IR.8105.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST NCCoE SP 1800-38A,Migration to Post-Quantum Cryptography: Preparation for Considering the Implementation and Adoption of Quantum Safe Cryptography,Technical Standards,NIST Standards,inventory,2,all,"Maintain a complete inventory of cryptographic usage, including partners, locations, and associated data, to prioritize migration efforts.",Having a complete inventory of key partners... where cryptography is being used... and what data is associated with those relationships will be instrumental to understand how to prioritize migration.,"Executive Summary, Paragraphs 23-29",https://www.nccoe.nist.gov/sites/default/files/2023-04/pqc-migration-nist-sp-1800-38a-preliminary-draft.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST NCCoE SP 1800-38A,Migration to Post-Quantum Cryptography: Preparation for Considering the Implementation and Adoption of Quantum Safe Cryptography,Technical Standards,NIST Standards,inventory,3,software,"Use discovery tools to detect and report the presence of quantum-vulnerable cryptography in systems, services, and development pipelines.",Exploring the use of discovery tools to detect and report the presence and use of quantum-vulnerable cryptography in systems and services... to inform risk analysis for prioritizing actions.,"Executive Summary, Paragraphs 44-45",https://www.nccoe.nist.gov/sites/default/files/2023-04/pqc-migration-nist-sp-1800-38a-preliminary-draft.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST NCCoE SP 1800-38A,Migration to Post-Quantum Cryptography: Preparation for Considering the Implementation and Adoption of Quantum Safe Cryptography,Technical Standards,NIST Standards,governance,2,all,"Develop a risk-based playbook for migration involving people, processes, and technology to mitigate enterprise risk.","Develop a risk-based playbook for migration involving people, processes, and technology... Mitigate enterprise risk by providing tools, guidelines, and practices.","Executive Summary, Paragraphs 56-58",https://www.nccoe.nist.gov/sites/default/files/2023-04/pqc-migration-nist-sp-1800-38a-preliminary-draft.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST NCCoE SP 1800-38A,Migration to Post-Quantum Cryptography: Preparation for Considering the Implementation and Adoption of Quantum Safe Cryptography,Technical Standards,NIST Standards,observability,3,software,Implement active scanning and traffic capture analysis to trace vulnerable algorithms to specific systems and network protocols.,"Vulnerable algorithms used in network protocols, enabling traceability to specific systems using active scanning and historical traffic captures.","Executive Summary, Paragraph 68",https://www.nccoe.nist.gov/sites/default/files/2023-04/pqc-migration-nist-sp-1800-38a-preliminary-draft.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST NCCoE SP 1800-38A,Migration to Post-Quantum Cryptography: Preparation for Considering the Implementation and Adoption of Quantum Safe Cryptography,Technical Standards,NIST Standards,observability,3,libraries,Detect vulnerable algorithms in cryptographic code or dependencies during continuous integration/continuous delivery pipelines.,Vulnerable algorithms used in cryptographic code or dependencies during a continuous integration/continuous delivery development pipeline.,"Executive Summary, Paragraph 66",https://www.nccoe.nist.gov/sites/default/files/2023-04/pqc-migration-nist-sp-1800-38a-preliminary-draft.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST CSWP 48,Mappings of Migration to PQC Project Capabilities to Risk Framework Documents,Technical Standards,NIST Standards,inventory,2,all,Use cryptographic discovery and inventory tools to identify where and how cryptography protects data and systems to support risk management and prioritization.,The project’s Cryptographic Discovery workstream focuses on the use of cryptographic discovery and inventory tools to allow an organization to learn where and how cryptography is being used to protect the confidentiality and integrity of the organization’s important data and digital systems.,"Section 1.1, Paragraphs 85-90",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST CSWP 48,Mappings of Migration to PQC Project Capabilities to Risk Framework Documents,Technical Standards,NIST Standards,inventory,2,all,"Correlate cryptographic discovery outputs with previously inventoried hardware, software, and services to maintain a comprehensive asset inventory.","This project aims to extend existing inventory capabilities when identifying cryptographic assets with discovery and inventory tools and subsequently correlating their output to previously (and hopefully continuously) inventoried hardware, software, and services.","Section 1.2.1, Paragraphs 115-121",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST CSWP 48,Mappings of Migration to PQC Project Capabilities to Risk Framework Documents,Technical Standards,NIST Standards,inventory,2,software,"Discover quantum-vulnerable cryptographic algorithms in code development pipelines, software development lifecycles, and repository components.","The Migration to PQC Project’s Quantum-Vulnerable Cryptography Discovery Workstream demonstrates tools for discovering quantum-vulnerable cryptographic algorithms used in code development pipelines, software development lifecycle, and repository components","Section 1.2.1, Paragraphs 109-114",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST CSWP 48,Mappings of Migration to PQC Project Capabilities to Risk Framework Documents,Technical Standards,NIST Standards,inventory,2,certificates,Implement certificate discovery and management tools as part of the logical architecture for cryptographic inventory.,"Logical Architecture Components for Discovery and Inventory Tools include Cryptographic Data Collection Tools, Cryptographic Inventory Tools, Cryptographic Analytics Tools, and Certificate Discovery and Management Tools.","Section 2, Paragraphs 151-153",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST CSWP 48,Mappings of Migration to PQC Project Capabilities to Risk Framework Documents,Technical Standards,NIST Standards,governance,2,all,Adhere to security objectives and controls identified in risk framework documents to ensure responsible implementation of PQC migration capabilities.,A responsible implementation of the demonstrated capabilities depends on adherence to several security objectives and controls identified in these risk framework documents.,"Abstract, Paragraphs 36-37",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST CSWP 48,Mappings of Migration to PQC Project Capabilities to Risk Framework Documents,Technical Standards,NIST Standards,governance,2,all,Use cryptographic inventories to support risk management and prioritization decisions for implementing post-quantum cryptographic technologies.,The discovery workstream also looks at how cryptographic inventories can support risk management and prioritization decisions about where to implement technologies that leverage the NIST standardized post-quantum cryptographic algorithms.,"Section 1.1, Paragraphs 85-90",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,assurance,3,libraries,"Perform implementation validation testing, including known answer tests, to verify the DRBG mechanism functions correctly before deployment.",11.2 Implementation Validation Testing ... 11.3 Health Testing ... 11.3.1 Known Answer Testing,"Section 11.2, 11.3",https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,assurance,3,libraries,"Implement health testing for Instantiate, Generate, Reseed, and Uninstantiate functions to detect operational errors.",11.3.2 Testing the Instantiate Function ... 11.3.3 Testing the Generate Function ... 11.3.4 Testing the Reseed Function ... 11.3.5 Testing the Uninstantiate Function,Section 11.3.2-11.3.5,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,assurance,3,libraries,Define and implement error handling procedures for errors encountered during normal operation and health testing.,11.4 Error Handling ... 11.4.1 Errors Encountered During Normal Operation ... 11.4.2 Errors Encountered During Health Testing,Section 11.4,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,governance,2,libraries,Maintain minimal documentation for the DRBG implementation as required by the standard.,11.1 Minimal Documentation Requirements,Section 11.1,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Automate reseeding of the DRBG at the end of the seedlife to ensure continuous entropy supply.,9.3.2 Reseeding at the End of the Seedlife,Section 9.3.2,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Implement mechanisms to handle prediction resistance requests by reseeding the DRBG.,9.3.3 Handling Prediction Resistance Requests,Section 9.3.3,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Securely remove DRBG instantiations and internal state when no longer needed.,9.4 Removing a DRBG Instantiation,Section 9.4,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-56A,Recommendation for Pair-Wise Key-Establishment Schemes Using Discrete Logarithm Cryptography,Technical Standards,Algorithm Specifications,assurance,3,libraries,Conduct conformance testing for implementations within the framework of the Cryptographic Algorithm Validation Program (CAVP) and the Cryptographic Module Validation Program (CMVP).,Conformance testing for implementations of this Recommendation will be conducted within the framework of the Cryptographic Algorithm Validation Program (CAVP) and the Cryptographic Module Validation Program (CMVP).,"Page ii, Conformance Testing",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-56A,Recommendation for Pair-Wise Key-Establishment Schemes Using Discrete Logarithm Cryptography,Technical Standards,Algorithm Specifications,assurance,3,keys,"Entities using, implementing, installing, or configuring applications shall be responsible for requirements that are out-of-scope for CAVP or CMVP validation testing.","Some of these requirements may be out-of-scope for CAVP or CMVP validation testing, and thus are the responsibility of entities using, implementing, installing or configuring applications that incorporate this Recommendation.","Page ii, Conformance Testing",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-56A,Recommendation for Pair-Wise Key-Establishment Schemes Using Discrete Logarithm Cryptography,Technical Standards,Algorithm Specifications,assurance,3,keys,"The key pair owner shall provide assurances of correct generation, private-key validity, public-key validity, pair-wise consistency, and possession of the private key.",5.6.2.1 Assurances Required by the Key Pair Owner ... 5.6.2.1.1 Owner Assurance of Correct Generation ... 5.6.2.1.2 Owner Assurance of Private-Key Validity ... 5.6.2.1.3 Owner Assurance of Public-Key Validity ... 5.6.2.1.4 Owner Assurance of Pair-wise Consistency ... 5.6.2.1.5 Owner Assurance of Possession of the Private Key,"Table of Contents, Section 5.6.2.1",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-56A,Recommendation for Pair-Wise Key-Establishment Schemes Using Discrete Logarithm Cryptography,Technical Standards,Algorithm Specifications,assurance,3,keys,The public key recipient shall provide assurances of static and ephemeral public-key validity and the owner’s possession of the corresponding private key.,5.6.2.2 Assurances Required by a Public Key Recipient ... 5.6.2.2.1 Recipient Assurance of Static Public-Key Validity ... 5.6.2.2.2 Recipient Assurance of Ephemeral Public-Key Validity ... 5.6.2.2.3 Recipient Assurance of the Owner’s Possession of a Static Private Key ... 5.6.2.2.4 Recipient Assurance of the Owner’s Possession of an Ephemeral Private Key,"Table of Contents, Section 5.6.2.2",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-56A,Recommendation for Pair-Wise Key-Establishment Schemes Using Discrete Logarithm Cryptography,Technical Standards,Algorithm Specifications,lifecycle,3,keys,"Manage key pairs according to common requirements for static and ephemeral pairs, and specific requirements for static and ephemeral key pairs.",5.6.3 Key Pair Management ... 5.6.3.1 Common Requirements on Static and Ephemeral Key Pairs ... 5.6.3.2 Specific Requirements on Static Key Pairs ... 5.6.3.3 Specific Requirements on Ephemeral Key Pairs,"Table of Contents, Section 5.6.3",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-56A,Recommendation for Pair-Wise Key-Establishment Schemes Using Discrete Logarithm Cryptography,Technical Standards,Algorithm Specifications,lifecycle,3,keys,"Manage domain parameters including selection/generation, assurances of validity, and ongoing management.",5.5 Domain Parameters ... 5.5.1 Domain-Parameter Selection/Generation ... 5.5.2 Assurances of Domain-Parameter Validity ... 5.5.3 Domain Parameter Management,"Table of Contents, Section 5.5",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9964,RFC 9964 — ML-DSA for JOSE and COSE,Technical Standards,Algorithm Specifications,lifecycle,3,keys,"Validate all algorithm-related key parameters, including seed length, before using AKP keys to ensure integrity and prevent compromise.","When an AKP algorithm requires or encourages that a key be validated before being used, all algorithm-related key parameters MUST be validated.",Section 7.3,https://www.rfc-editor.org/rfc/rfc9964.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9964,RFC 9964 — ML-DSA for JOSE and COSE,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Enforce that the ML-DSA private key seed parameter is exactly 32 bytes and validate it using skDecode algorithms from trusted sources.,"For the ML-DSA private keys described in this document, the priv parameter MUST be the seed and MUST have a length of 32 bytes.",Section 4,https://www.rfc-editor.org/rfc/rfc9964.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9964,RFC 9964 — ML-DSA for JOSE and COSE,Technical Standards,Algorithm Specifications,assurance,2,keys,"Treat the ML-DSA seed with the same safeguards as a private key, as it can be used to compute the private key and is sensitive data.","as the seed can be used to compute the private key, it is sensitive data and shall be treated with the same safeguards as a private key",Section 7.3,https://www.rfc-editor.org/rfc/rfc9964.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90B,Recommendation for the Entropy Sources Used for Random Bit Generation,Technical Standards,Algorithm Specifications,assurance,3,software,Validate entropy sources using approved statistical tests and estimation methods to prove min-entropy compliance before deployment.,Conformance testing for implementations of this Recommendation will be conducted within the framework of the Cryptographic Algorithm Validation Program (CAVP) and the Cryptographic Module Validation Program (CMVP).,Section: Conformance Testing,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90B.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90B,Recommendation for the Entropy Sources Used for Random Bit Generation,Technical Standards,Algorithm Specifications,observability,3,software,"Implement continuous health tests (e.g., Repetition Count, Adaptive Proportion) to detect entropy source failures in real-time.","The entropy source shall include health tests... The health tests shall be performed continuously... If a health test fails, the entropy source shall cease providing entropy.",Section 4.3 Requirements for Health Tests,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90B.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24): extraction unsupported by source text"
NIST SP 800-90B,Recommendation for the Entropy Sources Used for Random Bit Generation,Technical Standards,Algorithm Specifications,lifecycle,2,software,"Define and document the entropy source model, including noise source and conditioning component, to manage the RBG lifecycle.",This Recommendation specifies the design principles and requirements for the entropy sources used by Random Bit Generators... These entropy sources are intended to be combined with Deterministic Random Bit Generator mechanisms.,Abstract,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90B.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,assurance,3,libraries,"Perform implementation validation testing, including known answer tests, to verify the DRBG mechanism functions correctly before deployment.",11.2 Implementation Validation Testing ... 11.3 Health Testing ... 11.3.1 Known Answer Testing,"Section 11.2, 11.3",https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,assurance,3,libraries,"Implement health testing for Instantiate, Generate, Reseed, and Uninstantiate functions to detect operational errors.",11.3.2 Testing the Instantiate Function ... 11.3.3 Testing the Generate Function ... 11.3.4 Testing the Reseed Function ... 11.3.5 Testing the Uninstantiate Function,Section 11.3.2-11.3.5,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,assurance,3,libraries,Define and implement error handling procedures for errors encountered during normal operation and health testing.,11.4 Error Handling ... 11.4.1 Errors Encountered During Normal Operation ... 11.4.2 Errors Encountered During Health Testing,Section 11.4,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,governance,2,libraries,Maintain minimal documentation for the DRBG implementation to support assurance and operational management.,11.1 Minimal Documentation Requirements,Section 11.1,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Automate reseeding of the DRBG at the end of the seedlife to ensure continuous entropy and state freshness.,9.3.2 Reseeding at the End of the Seedlife,Section 9.3.2,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Implement mechanisms to handle prediction resistance requests by reseeding the DRBG state.,9.3.3 Handling Prediction Resistance Requests,Section 9.3.3,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Technical Standards,Algorithm Specifications,lifecycle,3,keys,Securely remove DRBG instantiations and internal states when no longer needed to prevent state compromise.,9.4 Removing a DRBG Instantiation,Section 9.4,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-207,Zero Trust Architecture,Technical Standards,NIST Standards,inventory,2,all,"Identify and catalog all actors, assets, and key processes within the enterprise to establish a baseline for Zero Trust policy formulation.",7.3.1 Identify Actors on the Enterprise... 7.3.2 Identify Assets Owned by the Enterprise... 7.3.3 Identify Key Processes and Evaluate Risks,Section 7.3,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-207,Zero Trust Architecture,Technical Standards,NIST Standards,governance,2,all,Formulate and document specific security policies for Zero Trust Architecture candidates based on identified risks and business processes.,7.3.4 Formulating Policies for the ZTA Candidate,Section 7.3.4,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST SP 800-207,Zero Trust Architecture,Technical Standards,NIST Standards,observability,2,all,Implement monitoring capabilities during initial deployment to observe system behavior and detect anomalies in the Zero Trust environment.,7.3.6 Initial Deployment and Monitoring,Section 7.3.6,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
IETF RFC 9180,Hybrid Public Key Encryption,Technical Standards,Algorithm Specifications,assurance,3,keys,Implementations MUST validate KEM inputs and outputs to ensure cryptographic correctness and prevent malformed data processing.,Senders and recipients MUST validate KEM inputs and outputs as described in Section 7.1.,Section 4.1,https://www.rfc-editor.org/rfc/rfc9180,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,governance,2,all,Liable entities must take into account NUKIB cryptographic recommendations to protect information and communication system assets as mandated by the Cyber Security Decree.,liable entities under the Act No. 181/2014 Coll.... are obliged to take into account cryptographic recommendations issued by the National Cyber and Information Security Agency for the purpose of protecting information and communication system assets.,Introduction,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,2,libraries,Plan for the replacement of quantum-vulnerable classical asymmetric algorithms with quantum-resistant cryptography in the near future.,The consequence of quantum vulnerability of an approved algorithm is the need to replace it by suitable quantum-resistant cryptography in the not-too-distant future.,Section 1,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,libraries,Implement stand-alone post-quantum key establishment algorithms (ML-KEM-1024) strictly according to the NIST FIPS 203 standard.,"For stand-alone use, implementation according to the NIST standard (FIPS 203) is required.",Section 4a,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,software,"Use post-quantum digital signature algorithms (LMS, XMSS) exclusively for firmware and software integrity protection.",We only recommend using these algorithms to protect firmware and software integrity.,Section 4c,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,libraries,Ensure hybrid quantum-resistant cryptography preserves security even if one component (classical or post-quantum) is broken.,in such a way that the security of the hybrid combination is preserved even if one of its components is broken.,"Section 4b, 4e",https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,keys,Change encryption keys after at most 2^32 initialization vector values when using GCM or GMAC modes.,"In any case, the key must be changed after 232 initialization vector values at the latest.","Section 2c, 2e",https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,keys,"Do not repeat initialization vector values for a given key when using GCM, OFB, UMAC, or GMAC modes.",the initialization vector value must not be repeated for a given key.,"Section 2c, 2d, 2e",https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,keys,Do not repeat counter values for a given key when using CTR mode.,the value of the counter must not be repeated for a given key.,Section 2d,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Czech-NUKIB-Crypto-Rec-2023,NUKIB Minimum Requirements for Cryptographic Algorithms (2025 revision),Compliance Frameworks,Government & Policy,lifecycle,3,keys,Use distinct keys for encryption and MAC calculation in composite Encrypt-then-MAC schemes.,these schemes must not use the same key for the encryption and MAC calculation.,Section 2c,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
