patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason,citation_graph_flag,pqc_migration_score_flag,dates_verified_iso8601,date_stamp,filing_date,status,deprecated_at,deprecated_reason
20260128856,"Homomorphic Task Management Method, Key Management Method, Ciphertext Storage",,"Huawei Technologies Co., Ltd.",,,H04L9,"A method for managing homomorphic encryption tasks in communication networks by configuring participant roles, distributing keys, and handling ciphertext storage.","The invention provides a homomorphic task management method that allocates participant types (encryption, computation, decryption) to network units based on capability profiles. It further includes key management for deriving and distributing specific homomorphic keys and ciphertext storage management for delivering data to computation parties.",negotiated,none,none,none,,,,none,derivation; distribution,,,,,,,telecom,method for homomorphic task management; method for key management; apparatus for homomorphic task management,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for homomorphic task management""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""sending computation algorithm identifiers""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""selecting enabling units based on capability""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""generating capability profile""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""requesting capability information""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""capability information details""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""task request parameters""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""generating task profile""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""forwarding task request""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""requesting task key""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""ciphertext sending configuration""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""method for key management""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""key derivation via exchange party""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""obtaining key information and deriving key""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""apparatus for homomorphic task management""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""sending computation algorithm identifiers""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""selecting enabling units based on capability""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""generating capability profile""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""requesting capability information""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""apparatus for key management""}]",[],5,Haiku PQC-relevance triage (score 5),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2025-12-29,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260064367,Decentralized multi-random number generator architecture,,Qualcomm Incorporated,,,H04L9,A decentralized multi-random number generator architecture using unclocked flow engines to transform and buffer random numbers for cryptographic consumers while masking side-channel emissions.,"The invention provides a decentralized random number generation system where multiple RNG sources feed into unclocked, asynchronous flow engines. These engines randomly transform the numbers via permutations and XORs, using dummy engines to generate noise that masks side-channel emissions from the random number consumers.",unclear,none,background_only,"Quantum noise is mentioned in the description as a potential basis for RNG sources (e.g., 'RNG sources may be based on quantum noise'), but it is not claimed in any independent or dependent claim. The primary invention relies on a decentralized architecture of unclocked flow engines which can use various entropy sources, not specifically quantum ones.",,AES,,qrng,generation,HSM; TPM; IoT; mobile,,,side-channel; insider,TRNG,,IoT; telecom,apparatus for random number generation; method for random number generation,HW-accel,root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""apparatus for random number generation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""flow engines placed around consumer to mask emissions""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""dummy flow engines for noise generation""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""dummy engines obtain input from separate source""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""flow engine operations including permutation, XOR, buffer, zeroing, audit""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""minimum number of permutation operations""}, {""claim"": 7, ""depends_on"": [5], ""subject"": ""randomly determined number and type of flow engines""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""place and route tool determines flow engine configuration""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""place and route tool uses metadata or config for determination""}, {""claim"": 10, ""depends_on"": [5], ""subject"": ""XOR operation on randomly selected bits""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""place and route tool selects bits for XOR""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""constants in XOR gate decided by ROT secure enclave""}, {""claim"": 13, ""depends_on"": [5], ""subject"": ""buffer operation for output""}, {""claim"": 14, ""depends_on"": [5], ""subject"": ""audit operation outputting alarm or throttle signal""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""mixer flow engine shared between sets""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""special constants input by place and route tool""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""method for random number generation""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""flow engines mask emissions""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""dummy flow engines generate noise""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""flow engine operations""}]",[],5,Haiku PQC-relevance triage (score 5),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2024-08-29,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
12567947,Method and system for public key matrix-based homomorphic encryption,,Semen Konstantinovich Rososhek,,,H04L9,A system and method for matrix-based public key homomorphic encryption using invertible matrices over residue rings or real fields to enable arithmetic operations on encrypted data without decryption.,"The invention discloses a public key homomorphic encryption scheme where the public key consists of ciphertexts of invertible matrices S and S^-1 encrypted under a master key K. Decryption involves conjugating ciphertext blocks with the master key and applying the private matrix S to recover the plaintext, enabling homomorphic operations without noise growth.",classical_only,none,none,none,,,,none,generation; distribution,cloud,,,cryptanalysis,OS,symmetric-cipher,cloud,system for matrix-based public key homomorphic encryption; method for matrix-based public key homomorphic encryption,latency,,GDPR; HIPAA,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for matrix-based public key homomorphic encryption""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""system using field of real numbers""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""system calculating matrix S""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""system calculating matrix S^-1""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""system calculating public key""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""system defining secret key components""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""system choosing random invertible r""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""system forming envelop matrices""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""system generating encrypted plaintext""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""system decrypting encrypted plaintext structure""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""system decrypting using master key""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""system forming matrix T""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""system forming matrix Z""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""system computing matrix W""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""system extracting plaintext from W""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""method for matrix-based public key homomorphic encryption""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""method using field of real numbers""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""method calculating matrices S and S^-1""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""method calculating public key""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""method defining secret key components""}, {""claim"": 21, ""depends_on"": [16], ""subject"": ""method calculating non-commutative determinant""}, {""claim"": 22, ""depends_on"": [1], ""subject"": ""system where ring is commutative""}]",[],6,Haiku PQC-relevance triage (score 6),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2025-01-14,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260067072,Mobile cryptographic authentication method using quantum random numbers,,"Basestone Co., Ltd.",,,H04L9,A mobile authentication method using a separate quantum generation unit to provide random numbers to a mobile device and server for verifying user access without manual input.,"The invention provides a mobile cryptographic authentication method where a separate quantum generation unit generates security codes comprised of quantum random numbers. These codes are transmitted to both the mobile unit and the server unit, allowing the server to authorize access based on matching ID, password, and the automatically transmitted quantum random number.",unclear,none,core_invention,"Quantum random number generation is central to the invention, appearing in independent claim 1. The method relies on a separate quantum generation unit to produce security codes for authentication. Dependent claims 7 and 8 detail the specific hardware implementation of the quantum generation unit using planar detection or binarization methods.",,,,qrng,generation; distribution; destruction,mobile; QRNG,knowledge; possession,,cryptanalysis,QRNG,,telecom,mobile cryptographic authentication method using quantum random numbers,,,,US10248688,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""mobile cryptographic authentication method using quantum random numbers""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""signal transmission and security code generation""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""automatic transmission of quantum random number""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""access authorization and data deletion""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""quantum random number length""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""quantum random number composition and pattern""}, {""claim"": 7, ""depends_on"": [3], ""subject"": ""quantum generation unit structure""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""artificial random number generation unit""}]",[],6,Haiku PQC-relevance triage (score 6),citations_present:1,medium_pqc_relevance,yes,2026-06-08,2025-11-04,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260088982,Quantum cryptography service apparatus and quantum cryptography communication,,Korea Institute Of Science & Technology Information,,,H04L9,A quantum cryptography service apparatus minimizes latency by pre-generating preliminary quantum keys between non-adjacent key managers via relay before service requests occur.,The invention pre-generates preliminary quantum keys between non-directly connected key managers in a quantum key management layer using quantum key relay before service requests occur. This reduces the latency associated with on-demand key relay calculations for end-to-end quantum cryptography services.,unclear,none,core_invention,"Quantum technology is central to the invention, appearing in independent claims 1 and 8. The apparatus manages quantum keys generated via QKD modules and performs quantum key relays (XOR operations) to establish end-to-end quantum cryptography services. The invention optimizes the latency of these quantum key operations.",QKD,,,qkd,generation; distribution; storage,quantum-source,,ITU-T Y.3800; ITU-T Y.3807,,quantum-entanglement,symmetric-cipher,telecom,quantum cryptography service apparatus; quantum cryptography communication service method; computer program,latency,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""quantum cryptography service apparatus""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""transmitting preliminary key as service key""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""generating preliminary keys with all non-connected managers""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""generating preliminary keys at pre-defined distances""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""generating preliminary keys for managers connected to service nodes""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""generating preliminary keys for managers connected to service nodes at pre-defined distances""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""generating preliminary keys to reduce relay count below threshold""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""quantum cryptography communication service method""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""transmitting preliminary key as service key""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""generating preliminary keys with all non-connected managers""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""generating preliminary keys at pre-defined distances""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""generating preliminary keys for managers connected to service nodes""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""generating preliminary keys for managers connected to service nodes at pre-defined distances""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""generating preliminary keys to reduce relay count below threshold""}, {""claim"": 15, ""depends_on"": [8], ""subject"": ""computer program""}]",[],7,Haiku PQC-relevance triage (score 7),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2025-05-07,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
12574204,Highly-parallel hardware architecture for fully homomorphic encryption (FHE),,International Business Machines Corporation,,,H04L9,"A hardware architecture for fully homomorphic encryption using a register file, computing engines, and multiplexer-based routing circuitry to dynamically configure parallelism and processing scope.","The invention provides a computer architecture comprising a register file, computing engines, and routing circuitry using a binary tree of multiplexers instead of all-to-all crossbars. It dynamically determines a target configuration based on target parallelism and processing scope to couple active computing engines to specific register banks for data-oblivious computing operations.",unclear,none,none,none,,,,none,,FPGA,,,,,,cloud,apparatus comprising a computer architecture; computer-implemented method; computing system,parallelization; HW-accel,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""apparatus comprising a computer architecture""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""providing data via multiplexers""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""coupling based on instruction with register address index""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""coupling based on planar graph""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""multiplexers controlled by common select bit""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""partitioning register file and providing instruction""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""providing instruction portions to routing circuitry""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""providing three portions of instruction to routing circuitry""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""routing circuitry comprising logical gates and multiplexers""}, {""claim"": 10, ""depends_on"": [6], ""subject"": ""instruction indicating quantity of register banks""}, {""claim"": 11, ""depends_on"": [6], ""subject"": ""SIMD instructions and operations""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""modifying target parallelism and processing scope""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""data stored across registers with common offset""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""coupling plurality of engines to plurality of banks""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""coupling first engine to two or more banks""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""coupling first engine to all banks""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""computer-implemented method""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""computing system""}]",[],6,Haiku PQC-relevance triage (score 6),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2024-01-19,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
12613960,Network based side channel attack (SCA) detection,,"Ceremorphic, Inc.",,,H04L9,A method for detecting and interrupting cache-based side-channel attacks in a network of chiplets by monitoring device heartbeat vectors and revoking access rights upon detecting anomalies.,"The invention provides a lightweight method for detecting cache-based side-channel attacks in resource-constrained chiplet networks by calibrating thresholds based on security algorithm types and monitoring device heartbeat vectors derived from dedicated security processor activity. Upon detecting a computed disparity exceeding the threshold, the system employs countermeasures such as revoking network access rights or causing the compromised chiplet to destroy its identity.",classical_only,none,none,none,TLS; DTLS,AES; RSA; HMAC; Diffie-Hellman; ElGamal; Elliptic Curve Cryptographic encryption; DSA; ECDSA,,none,generation; storage; destruction,chiplet; HPC; DVFS; SPC; SRAM; PUF,,,side-channel,TRNG,symmetric-cipher; signature; MAC; hash; KEM,IoT,method for detecting and interrupting a cache-based side-channel attack; network of chiplets,latency; HW-accel,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for detecting and interrupting a cache-based side-channel attack""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""detecting device heartbeats using HPC, DVFS, or SPC""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""calculating device heartbeat vectors""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""type of security algorithm""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""determining device heartbeat vectors""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""detecting device heartbeats""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""determining device heartbeat vectors""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""determining device heartbeat vectors""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""determining attack by distributing vectors""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""distributing device heartbeat vectors""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""determining attack by computing disparities""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""determining disparities among vectors""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""detecting side-channel attack based on disparities""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""employing countermeasures""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""method for detecting and interrupting a cache-based side-channel attack""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""network of chiplets""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""method for detecting and interrupting a cache-based side-channel attack""}]",[],5,Haiku PQC-relevance triage (score 5),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2022-05-22,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260088979,Encryption system and method for quantum annealers,,Multiverse Computing S.L.,,,H04L9,"A method for encrypting QUBO-based routines for quantum annealers by manipulating encoding depths, shuffling variables, and spin-flipping weights to secure communication between classical and quantum devices.","The invention provides an encryption method for secure communication during quantum annealing by encrypting weak learner weights using variable encoding depths, random variable shuffling, and QUBO matrix spin-flipping. Decryption is managed by the classical computing device using registered encoding, order, and spin-flip information.",unclear,none,core_invention,"Quantum technology is central to the invention, appearing in independent claims 1 and 13. The method specifically secures communication for quantum annealing or QUBO-based routines executed on a quantum device. Claim 14 explicitly includes a quantum device with a quantum processor. The encryption scheme is designed to be compatible with quantum registers and annealing processes.",,,,quantum_computing,generation; storage,quantum-source,,,insider,deterministic-PRNG,symmetric-cipher,cloud,encryption method for secure communication; computer program product; encryption system for secure communication,,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""encryption method for secure communication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""selection batches of weak learners""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""searching and adding weak learner candidates""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""converting QUBO matrix to Ising Hamiltonian""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""changing diagonal elements of Ising Hamiltonian""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""changing signs of weights of weak learners""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""assigning weights according to correlation""}, {""claim"": 8, ""depends_on"": [5], ""subject"": ""encoding good weak learners to shallower depths""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""encoding bad weak learners to deeper depths""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""using uncoupled qubits holding random elements""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""computer program product""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""computer-readable data carrier""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""encryption system for secure communication""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""system comprising classical computer and quantum device""}]",[],6,Haiku PQC-relevance triage (score 6),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2024-10-31,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260081775,System and method for managing verifiable cryptographic keys on end user,,"Thales Dis Cpl Usa, Inc.",,,H04L9,A system for managing verifiable cryptographic keys on end-user devices using a cohort of trust and secret sharing to protect personal data at cloud services.,The invention creates a cohort of trust among user devices and cloud providers where each member holds a share of a cryptographic key. It verifies the integrity of shares and authenticity of members before reconstructing the key on an end-user device.,classical_only,none,none,none,TLS; SSL,Shamir's secret sharing,,none,generation; distribution; storage; destruction; rotation,mobile; cloud,possession,,insider,,hash,cloud,system for protecting personal data; system for managing verifiable cryptographic keys; method for protecting personal data,,PII,GDPR,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for protecting personal data""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""application manages keys""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""remove member on loss""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""remove member on opt-out""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""remove member on loss or opt-out""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""cohort includes cloud providers""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""prove authenticity to cloud providers""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""system with cohort manager and secret sharing""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""n is less than m""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""reconstruction on end user device""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""cohort includes cloud providers""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""method for protecting personal data""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""remove member on loss or opt-out""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""cohort includes cloud providers""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""use secret sharing algorithm""}]",[],5,Haiku PQC-relevance triage (score 5),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2024-09-18,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260058790,Side-Channel Leakage Engine,,Nxp B.V.,,,H04L9,A side-channel leakage engine generates intentional power consumption noise by copying data to multiple registers to obscure sensitive cryptographic operations from side-channel attacks.,"The invention provides a side-channel leakage engine that initializes multiple copy registers and copies a leakage value to them to generate an observable characteristic proportional to bit transitions. This intentional leakage is timed to overlap with sensitive data transfers, creating interference that obscures the true power signature of cryptographic operations.",unclear,none,none,none,,AES,,none,,CPU; IoT,,,side-channel,TRNG,,IoT,method of operation for a side-channel leakage engine; apparatus comprising a leakage value circuit; method of operation for a side-channel leakage engine,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of operation for a side-channel leakage engine""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""observable characteristic comprises power consumption""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""receiving stored value as plaintext""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""controlling timing of copying""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""disabling subset of copy registers""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""initializing copy registers to different values""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""initializing with last copied value""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""modifying initial values based on device ID""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""initializing with random value""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""decoding leakage value to generate initial values""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""apparatus comprising leakage value circuit and copy registers""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""configurator selectively enables copy registers""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""leakage value circuit comprises decoder""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""decoder generates initial values defining leakage function""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""copying contemporaneously with sensitive value transfer""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""method of operation for side-channel leakage engine""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""generating observable characteristic unsynchronized""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""generating observable characteristic proximal to transfer""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""generating observable characteristic sequentially following execution""}, {""claim"": 20, ""depends_on"": [16], ""subject"": ""transfer of sensitive data is execution step""}]",[],5,Haiku PQC-relevance triage (score 5),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2024-08-21,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
20260039454,Key reuse in a cloud environment,,Oracle International Corporation,,,H04L9,Techniques for detecting and mitigating the reuse of public cryptographic keys across user accounts and compute instances within a cloud environment by analyzing key occurrences in a database.,"The invention provides a method for detecting public key reuse in a cloud environment by querying a database of keys and attributes associated with user accounts and compute instances. Upon determining that a key or its attribute occurs more than a threshold number of times, the system tags the key as reused and generates an output or corrective action.",unclear,none,none,none,,,,none,storage; distribution,,possession,,insider,,hash,cloud,method for detecting key reuse; non-transitory computer-readable medium for detecting key reuse; system for detecting key reuse,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for detecting key reuse""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""threshold number definition""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""occurrence across user accounts""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""different tenancies""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""same or different customers""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""same tenancy""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""occurrence across compute instances""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""tenancy scope for instances""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""occurrence across user account and compute instance""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""tenancy scope for mixed occurrences""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""attribute as fingerprint via hash""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""prompting user to change key""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""high threshold deactivation""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""rejecting new requests with reused key""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""single tenancy database""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""plurality of tenancies database""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""database scope for medium""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""system for detecting key reuse""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""database scope for system""}]",[],6,Haiku PQC-relevance triage (score 6),no_citations_recorded,medium_pqc_relevance,yes,2026-06-08,2024-07-30,deprecated,2026-09-17,outside the Patents page scope (no pqc_algorithms and crypto_agility_mode not pqc_only/hybrid -- isPqcPatent); pruned 2026-09-17 by decision so lineage and the page agree
