id,label,description,industries,countries,requires_pqc,deadline,notes,enforcement_body,library_refs,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
IEEE-1609-PQC,IEEE 1609.2 PQC Amendment (V2X),IEEE vehicular communications security standard update for PQC,48;51,PQC-REGION-GLOBAL,yes,Ongoing (2025 amendment),IEEE 1609.2 amendment adds ML-KEM and ML-DSA PQC support for vehicle-to-everything (V2X) communications security. Directly affects automotive OEMs and connected vehicle infrastructure.,IEEE,IEEE 1609.2 Amendment,,technical_standard,https://standards.ieee.org/,compliance/IEEE-1609-PQC.html,ieee-sa,yes,IEEE,url_authoritative,85,cswp39:governance,48;51,active,,,,
OASIS-PKCS11,OASIS PKCS#11 Technical Committee,OASIS technical committee defining the PKCS#11 HSM programming interface standard,54;92;52,PQC-REGION-GLOBAL,yes,Ongoing,"OASIS defines the PKCS#11 standard — the programming interface that every hardware security module implements. PQC mechanisms in v3.2 (ML-KEM, ML-DSA, SLH-DSA) will drive the entire HSM industry PQC adoption.",OASIS,PKCS11-V32-OS-OASIS,Global:OASIS,technical_standard,https://www.oasis-open.org/committees/pkcs11/,compliance/OASIS-PKCS11.html,oasis,yes,OASIS,url_authoritative,85,cswp39:governance,54;92;52,active,,,PKCS11-V3-OASIS; PKCS11-V31-OASIS; KMIP-V2-1-OASIS,
3GPP-SA3,3GPP Security Working Group,3GPP SA3 — global mobile network security standards working group studying PQC integration,51,PQC-REGION-GLOBAL,yes,Ongoing,3GPP SA3 defines global mobile network security standards for 5G and 6G. Actively studying PQC integration into core network protocols. Distinct from ETSI and GSMA. TR 33.841 (PQC Study) approved May 2025.,3GPP,3GPP-PQC-Study-2025,Global:3GPP SA3,standardization_body,https://www.3gpp.org/specifications-groups/sa-plenary/sa3-security,compliance/3GPP-SA3.html,etsi-cyber,yes,3GPP,url_authoritative,85,cswp39:governance,51,active,,,,
FSISAC-PQC,FS-ISAC PQC Migration Guidance,Financial Services Information Sharing and Analysis Center PQC migration advisory,52,PQC-REGION-GLOBAL,yes,Ongoing (Sept 2025),FS-ISAC (Sept 2025) warns financial sector has not defined resources for PQC migration. Joint Europol-FS-ISAC report (Jan 2026) provides Quantum Risk Score framework and migration complexity assessment for financial institutions.,FS-ISAC,Europol-FS-ISAC-PQC-Financial-2026,Global:FS-ISAC,compliance_framework,https://www.fsisac.com/,compliance/FSISAC-PQC.html,fs-isac,yes,FS-ISAC,url_authoritative,85,cswp39:assurance;cswp39:governance,52,active,,,,
ASC-X9,ASC X9 Financial PKI & PQC Standards,"Accredited Standards Committee X9 develops cryptographic standards for the financial services industry. X9 Financial PKI (launched June 2025, with DigiCert) provides PQC-enabled certificate infrastructure for banks, payment terminals, and financial enterprises. Key PQC standards: X9.146 (Quantum TLS for financial services), X9 TR-50 (Quantum Techniques in CMS), and the X9 PQC Financial Readiness Needs Assessment (2025).",52,US;PQC-REGION-GLOBAL,yes,Ongoing (Financial PKI launched June 2025),X9 Financial PKI supports ML-KEM and ML-DSA alongside legacy algorithms for backward compatibility. X9.146 Quantum TLS draft in beta testing (2025). X9 is the primary ANSI-accredited standards body for financial cryptography in the US.,ASC X9; ANSI,ASC-X9-Financial-PKI;ASC-X9-PQC-Readiness-2025;ASC-X9-IR-F01-2022;ASC-X9-TR-50-2019,,technical_standard,https://x9.org/pki-home/,compliance/ASC-X9.html,ascx9,yes,ASC X9; ANSI,url_authoritative,85,cswp39:governance;cswp39:lifecycle,52,active,,,,
PKI-CONSORTIUM,PKI Consortium,Industry consortium coordinating PQC readiness for PKI operators and certificate authorities,54;52,PQC-REGION-GLOBAL,yes,Ongoing,"PKI Consortium (pkic.org) organizes annual PQC conferences and publishes PQC migration guidance for certificate authorities. Active since 2013; PQC focus accelerated since 2023. Members include DigiCert, Sectigo, Keyfactor, Entrust. Published hybrid certificate guidance and interoperability testing reports for ML-DSA and composite certificates.",PKI Consortium,PKI-Consortium-PQC-2025,International:PKI Consortium,standardization_body,https://pkic.org/,compliance/PKI-CONSORTIUM.html,pki-consortium,yes,PKI Consortium,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:inventory,54;52,active,,,CycloneDX-Spec-Overview; SPDX-Spec-ISO-5962; DigiCert-PQC-Maturity-Model,
CSA-QSC,Cloud Security Alliance,Cloud Security Alliance Quantum-Safe Working Group developing quantum security controls for cloud environments,54,PQC-REGION-GLOBAL,no,Ongoing,CSA Quantum-Safe Security Working Group publishes guidance on quantum-safe cloud security controls. CCM v4 includes cryptographic governance controls applicable to PQC migration. CSA also maintains the Cloud Controls Matrix used by cloud providers for compliance attestation. Referenced by CSA quantum-safe guidelines cited in threat profiles CLOUD-001 through CLOUD-004.,CSA,FIPS 203;FIPS 204;FIPS 205,,standardization_body,https://cloudsecurityalliance.org/,compliance/CSA-QSC.html,csa-cloud,yes,CSA,url_authoritative,85,cswp39:governance,54,active,,,,
ITU-T-SG17,ITU-T SG17,ITU Telecommunication Standardization Sector Study Group 17 on security standards for global telecom PQC transition,51,PQC-REGION-GLOBAL,yes,Ongoing,ITU-T Study Group 17 (Security) includes Question 14/17 studying PQC for telecommunications networks. Develops X-series security recommendations. Coordinates with 3GPP SA3 and ETSI QSC on telecom PQC standardization. Focus areas include 5G/6G security architecture with PQC integration and quantum-safe key management for network operators.,ITU-T,FIPS 203;FIPS 204;FIPS 205,International:ITU-T,standardization_body,https://www.itu.int/en/ITU-T/studygroups/2022-2024/17/Pages/default.aspx,compliance/ITU-T-SG17.html,itu,yes,ITU-T,url_authoritative,85,cswp39:governance,51,active,,,,
NIST-SP800-208,NIST SP 800-208,NIST recommendation for stateful hash-based signature schemes (LMS and XMSS),92;54,US;PQC-REGION-GLOBAL,yes,Ongoing (published October 2020),NIST SP 800-208 specifies the Leighton-Micali Signature (LMS) and eXtended Merkle Signature Scheme (XMSS) for firmware signing and other stateful signature applications. Referenced by CNSA 2.0 as an approved signature algorithm for national security systems. Critical for firmware signing and code signing where stateful signatures are acceptable. Requires careful state management to prevent one-time key reuse.,NIST,NIST SP 800-208,United States:NIST,technical_standard,https://csrc.nist.gov/pubs/sp/800/208/final,compliance/NIST-SP800-208.html,nist-csrc,yes,NIST,url_authoritative,85,cswp39:governance,92;54,active,,,RFC 8391; RFC 8554,
ISO-19790,ISO/IEC 19790:2024,International standard for security requirements for cryptographic modules — equivalent of FIPS 140-3,92;54;52,PQC-REGION-GLOBAL,no,Ongoing (3rd edition published 2024),"ISO/IEC 19790:2024 (3rd edition) defines security requirements for cryptographic modules. International equivalent of NIST FIPS 140-3. Used by JCMVP (Japan), KCMVP (South Korea), and as the basis for EUCC cryptographic module evaluation. PQC algorithm testing requirements are being updated as ISO/IEC JTC 1/SC 27 publishes PQC standards. Organizations outside US jurisdiction often require ISO/IEC 19790 rather than FIPS 140-3. | 2026-07-13: original website URL (iso.org/standard/85063.html) resolved to a DIFFERENT standard entirely (ISO/IEC 4396-7:2023, telecommunications) -- corrected to the real, current ISO/IEC 19790:2025 catalog page.",ISO/IEC JTC 1/SC 27,FIPS 203;FIPS 204;FIPS 205,International:ISO/IEC,technical_standard,https://www.iso.org/standard/82423.html,compliance/ISO-19790.html,iso-iec-sc27,yes,ISO/IEC JTC 1/SC 27,url_authoritative,85,cswp39:assurance,92;54;52,active,,,FIPS-140,
ETSI-QKD-SERIES,ETSI GS QKD Series,ETSI Group Specification series for Quantum Key Distribution covering protocols interfaces and network management,51;92,PQC-REGION-EU;PQC-REGION-GLOBAL,no,Ongoing,"ETSI ISG QKD has published 18 specifications covering QKD protocol interfaces (GS QKD 004), key delivery APIs (GS QKD 014), network interoperability (GS QKD 018), and management. QKD complements PQC for defense-in-depth in high-assurance environments. India DST/NQM roadmap recommends hybrid PQC plus QKD. BSI and ANSSI have published joint position papers on QKD vs PQC trade-offs.",ETSI ISG QKD,ETSI-GS-QKD-002;ETSI-GS-QKD-004;ETSI-GS-QKD-014;ETSI-GS-QKD-018,,technical_standard,https://www.etsi.org/committee/1430-qkd,compliance/ETSI-QKD-SERIES.html,etsi-cyber,yes,ETSI ISG QKD,url_authoritative,85,cswp39:assurance,51;92,active,,,ETSI-TS103744,
ANSSI-CERT,ANSSI Security Certification,French national cybersecurity certification scheme — issued world first PQC product certifications in 2025,92;54,FR,guidance,Ongoing (voluntary PQC security visa; first PQC certs Sept-Oct 2025),"ANSSI security certification scheme issued the world's first PQC product certifications (Sept-Oct 2025): Thales Smartcard MultiApp 5.2 Premium PQC (EAL5+) and Samsung S3SSE2A. PQC qualification is voluntary, not a 2027 mandate.",ANSSI,ANSSI PQC Position Paper;ANSSI PQC Follow-up Paper;ANSSI-PQC-FAQ-2025;ANSSI-PG-083-v3-2026,France:ANSSI,certification_body,https://cyber.gouv.fr/offre-de-service/solutions-certifiees-et-qualifiees/,compliance/ANSSI-CERT.html,anssi,yes,ANSSI,url_authoritative,85,cswp39:assurance,92;54,active,,,COMMON-CRITERIA,
JCMVP,JCMVP,Japanese Cryptographic Module Validation Program — Japan equivalent of NIST CMVP for government procurement,92;54,JP,no,Ongoing (PQC integration pending CRYPTREC evaluation),JCMVP (Japanese Cryptographic Module Validation Program) is run by IPA (Information-technology Promotion Agency Japan). Japan equivalent of NIST CMVP/FIPS 140-3 based on ISO/IEC 19790 and JIS X 19790. Mandatory for Japanese government cryptographic module procurement. PQC algorithm integration is expected after CRYPTREC completes its PQC evaluation and publishes updated cipher recommendations.,IPA/METI,Japan CRYPTREC Report 2024,Japan:CRYPTREC,certification_body,https://www.ipa.go.jp/en/security/jcmvp/index.html,compliance/JCMVP.html,cryptrec,yes,IPA/METI,url_authoritative,85,cswp39:assurance,92;54,active,,,CRYPTREC,
SG-CSA-QUANTUM,Singapore CSA Quantum-Safe Handbook,Singapore Cyber Security Agency national guidelines for quantum-safe transition across all sectors,92;54;52;51,SG,yes,Ongoing (published 2024),"CSA Singapore published the National Quantum-Safe Handbook providing comprehensive PQC migration guidance for all sectors. Goes beyond MAS financial circular (MAS-CIRCULAR) to cover government, telecom, and technology sectors. Includes algorithm selection guidance aligned with NIST FIPS 203/204/205, migration planning templates, and industry-specific recommendations. Singapore also runs a QKD Sandbox program.",CSA Singapore,Singapore-CSA-Quantum-Safe-Handbook,Singapore:CSA/MAS,compliance_framework,https://www.csa.gov.sg/,compliance/SG-CSA-QUANTUM.html,csa-singapore,yes,CSA Singapore,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;54;52;51,active,,,,
BRAZIL-ANPD-PQC,Brazil LGPD/ANPD PQC Guidance,Brazilian data protection authority ANPD guidance on cryptographic requirements under LGPD with PQC implications,92;54;52,BR,no,Ongoing,"Brazil Lei Geral de Protecao de Dados (LGPD) requires appropriate technical measures including encryption for personal data protection. ANPD (Autoridade Nacional de Protecao de Dados) has published guidance on security measures. While no explicit PQC mandate exists, LGPD long data retention requirements (up to lifetime for health data) create HNDL risk. Brazil is Latin Americas largest economy and a major financial services market. Banco Central do Brasil participates in BIS quantum readiness initiatives.",ANPD,FIPS 203;FIPS 204;FIPS 205,,compliance_framework,https://www.gov.br/anpd/pt-br,compliance/BRAZIL-ANPD-PQC.html,enisa,yes,ANPD,url_authoritative,85,cswp39:governance,92;54;52,active,,,LGPD,
DENMARK-CFCS-PQC,Denmark CFCS PQC Guidance,Danish Centre for Cyber Security post-quantum cryptography guidance for government and critical infrastructure,92;54,DK,yes,Ongoing (aligned with EU coordinated roadmap),"CFCS (Centre for Cybersikkerhed) published PQC migration guidance for Danish government entities and critical infrastructure operators. Denmark is a Five Eyes+ partner and aligns with EU NIS2 and the EU coordinated PQC roadmap (EU-REC-2024-1101) timelines: national roadmaps by Dec 2026, high-risk migration by Dec 2030, full transition by Dec 2035. CFCS is part of the Danish Defence Intelligence Service.",CFCS,FIPS 203;FIPS 204;FIPS 205,Denmark:CFCS,compliance_framework,https://cfcs.dk/,compliance/DENMARK-CFCS-PQC.html,cfcs-denmark,yes,CFCS,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;54,active,,,,
DFS-NYCRR-500,NY DFS 23 NYCRR 500,New York Department of Financial Services cybersecurity regulation with explicit encryption and key management requirements,52,US,no,Ongoing (Second Amendment effective Nov 2025),"NY DFS 23 NYCRR Part 500 is one of the most prescriptive US financial cybersecurity regulations. Section 500.15 requires encryption of nonpublic information both in transit and at rest using controls identified by the CISO risk assessment. The Second Amendment (effective November 2025) added enhanced requirements for encryption, key management, and incident response. While no explicit PQC mandate, the encryption requirements create a compliance pathway for PQC adoption as NIST standards mature. Applies to all DFS-regulated entities including banks, insurers, and financial service companies operating in New York.",NY DFS,FIPS 203;FIPS 204;FIPS 205,,compliance_framework,https://www.dfs.ny.gov/industry_guidance/cybersecurity,compliance/DFS-NYCRR-500.html,nydfs,yes,NY DFS,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:lifecycle,52,active,,,NIST-CSF-2.0,
ETSI-EN-303645,ETSI EN 303 645 (IoT Security),ETSI baseline cybersecurity standard for consumer IoT products with cryptographic requirements affecting long-lived devices,54;22;51,PQC-REGION-EU;PQC-REGION-GLOBAL,no,Ongoing (mandatory under EU RED delegated act from August 2025),"ETSI EN 303 645 establishes baseline cybersecurity provisions for consumer IoT products. Provision 5.1 mandates that all cryptography used must follow best practice and be updateable. The EU Radio Equipment Directive (RED) delegated act makes compliance mandatory for wireless IoT devices sold in the EU from August 2025. PQC relevance: IoT devices with 10-15 year lifespans deployed today will operate well into the CRQC era. The crypto-agility requirement (updatable cryptography) supports future PQC migration. Covers smart home, wearables, connected appliances, and industrial IoT.",ETSI/EU Commission,FIPS 203;FIPS 204;FIPS 205,European Union:EC,compliance_framework,https://www.etsi.org/deliver/etsi_en/303600_303699/303645/,,etsi-cyber,yes,ETSI/EU Commission,url_authoritative,85,cswp39:governance;cswp39:lifecycle,54;22;51,active,,,,
PQCA,PQCA,Post-Quantum Cryptography Alliance — Linux Foundation project advancing PQC adoption through open-source tooling and community collaboration,54;92;52,PQC-REGION-GLOBAL,guidance,Ongoing,"Founded 2024 by Linux Foundation with AWS, Cisco, IBM, Google, NVIDIA, SandboxAQ, and others. Houses the OQS project and PQ Code Package. Promotes standardized open-source PQC implementations.",Linux Foundation,liboqs-v0.15.0;NIST CSWP 39,United States:SandboxAQ/MITRE/LF,industry_alliance,https://pqca.org,compliance/PQCA.html,pqca,partial,Linux Foundation,url_authoritative,60,cswp39:inventory;cswp39:observability,54;92;52,active,,,,
PQC-COALITION,PQC Coalition,PQC Coalition — MITRE-led cooperative advancing quantum-safe migration across critical infrastructure sectors,92;22;52;62,US;PQC-REGION-GLOBAL,guidance,Ongoing,"Launched by MITRE with members from government agencies and industry. Focuses on practical PQC migration guidance, interoperability testing, and sector-specific transition plans.",MITRE,FIPS 203;FIPS 204;FIPS 205,United States:SandboxAQ/MITRE/LF,industry_alliance,https://pqc-coalition.org,compliance/PQC-COALITION.html,mitre,partial,MITRE,url_authoritative,60,cswp39:inventory;cswp39:observability,92;22;52;62,deprecated,2026-07-17,"duplicate: PQCC-ROADMAP is the canonical record; pqc-coalition.org redirects to pqcc.org (same organization -- confirmed via canonical tag + matching cached page content), and this row's ""MITRE-led"" characterization is contradicted by the site's own Founding Members list (MITRE, SandboxAQ, PQShield, IBM Quantum, Microsoft). See id=PQCC-ROADMAP for the canonical (more accurate, better-corroborated) record.",,
QED-C,QED-C,Quantum Economic Development Consortium — NIST-established consortium enabling the quantum ecosystem including PQC readiness assessment,54;92;52;22,US;PQC-REGION-GLOBAL,guidance,Ongoing,"Established by NIST in 2018 under the National Quantum Initiative Act. Over 300 members from industry, academia, and government. Develops use cases, standards alignment, and workforce development for quantum technologies including PQC.",NIST; SRI International,FIPS 203;FIPS 204;FIPS 205,United States:NIST,industry_alliance,https://quantumconsortium.org/publication/a-guide-to-a-quantum-safe-organization/,compliance/QED-C.html,nist-csrc,partial,NIST,url_authoritative,60,cswp39:observability,54;92;52;22,active,,,,
APRA-CPS-234,APRA CPS 234,"APRA Prudential Standard CPS 234 Information Security — mandatory for all APRA-regulated entities including banks, insurers, and superannuation funds. Requires robust information security capabilities proportionate to information asset criticality; cryptographic controls are explicitly in scope.",52,AU,partial,Ongoing,CPS 234 requires information security capabilities commensurate with threats; APRA has flagged quantum computing as an emerging threat in its operational risk guidance. APRA-regulated entities performing cryptographic risk assessments must address PQC transition timelines.,APRA,AU-ASD-ISM-Crypto-2024;APRA-CPS-234,Australia:APRA,compliance_framework,https://www.apra.gov.au/information-security,,apra,yes,APRA,url_authoritative,85,cswp39:governance,52,active,,,,
ACSC-ESSENTIAL-EIGHT,ACSC Essential Eight,Australian Cyber Security Centre (ACSC) Essential Eight Maturity Model — eight baseline mitigation strategies mandated for Australian government entities and widely adopted in critical infrastructure and finance. Patch management and application hardening strategies directly intersect PQC transition planning.,92;54;52,AU,partial,Ongoing,Essential Eight Maturity Level 3 requires patching within 48 hours for critical vulnerabilities and enforces strong cryptographic controls on internet-facing services. ASD guidance explicitly references PQC readiness as part of cryptographic agility planning under the ISM.,ASD,AU-ASD-ISM-Crypto-2024;ACSC-Essential-Eight,Australia:ASD,compliance_framework,https://www.cyber.gov.au/business-government/asds-cyber-security-frameworks/essential-eight/essential-eight-maturity-model,compliance/ACSC-ESSENTIAL-EIGHT.html,acsc,yes,ASD,url_authoritative,85,cswp39:governance;cswp39:inventory;cswp39:observability,92;54;52,active,,,ASD-ISM,
AU-PRIVACY-ACT,Australian Privacy Act (APPs),"Privacy Act 1988 (Cth) with Australian Privacy Principles (APPs) — enforced by the Office of the Australian Information Commissioner (OAIC). APP 11 requires organisations to take reasonable steps to protect personal information, including cryptographic security controls. Post-quantum transition affects long-term data confidentiality.",52;62;54;92,AU,partial,Ongoing,The Privacy Act reform (2024) significantly increased penalties for serious or repeated breaches (up to AUM). Harvest-now-decrypt-later attacks on personal data held by financial institutions are directly addressed by PQC transition planning under APP 11.,OAIC,AU-Privacy-Act-APPs,,compliance_framework,https://www.oaic.gov.au/privacy/australian-privacy-principles,compliance/AU-PRIVACY-ACT.html,oaic,yes,OAIC,url_authoritative,85,cswp39:governance,52;62;54;92,active,,,,
AUSTRAC-AML-CTF,AUSTRAC AML/CTF Act,"Anti-Money Laundering and Counter-Terrorism Financing Act 2006 — enforced by AUSTRAC. Regulated reporting entities (banks, fintechs, crypto exchanges) must maintain secure cryptographic systems for transaction reporting and record-keeping. AML/CTF Rules require integrity and authenticity controls over financial intelligence data.",52,AU,partial,Ongoing,"AUSTRAC AML/CTF Act Chapter 2 requires reporting entities to maintain appropriate authentication and encryption for AUSTRAC reporting channels. The 2024 reforms extending regulated sectors (lawyers, accountants, real estate) increase the number of entities needing cryptographic compliance.",AUSTRAC,AUSTRAC-AML-CTF-Act,,compliance_framework,https://www.austrac.gov.au/amlctf-reform,compliance/AUSTRAC-AML-CTF.html,austrac,yes,AUSTRAC,url_authoritative,60,cswp39:governance,52,active,,,,
OSFI-B13-PQC,OSFI Guideline B-13 — Operational Risk and Resilience (Crypto Controls),"Office of the Superintendent of Financial Institutions guideline B-13 on operational risk and resilience. Covers cryptographic controls for federally regulated financial institutions (FRFIs). Institutions must maintain crypto inventories, assess quantum risk, and implement crypto-agility.",52,CA,expected,"2025 (B-13 effective), PQC alignment expected by 2030","OSFI B-13 (effective Jan 2024) requires FRFIs to manage cryptographic risk under operational resilience. OSFI has signaled alignment with NIST PQC timelines. Financial institutions should expect PQC requirements in forthcoming supervisory guidance. Canada's primary banking regulator (covers banks, insurance, trust companies).",OSFI,CA-CFDIR-Quantum-Readiness-2023,Canada:OSFI,compliance_framework,https://www.osfi-bsif.gc.ca/en/risks/technology-cyber-risk-management,compliance/OSFI-B13-PQC.html,osfi,yes,OSFI,url_authoritative,80,cswp39:governance;cswp39:inventory,52,active,,,,
CFDIR-QR-2023,Canada CFDIR Quantum-Readiness Best Practices,"Canadian quantum-readiness best practices and guidelines published by the Centre for Financial Democracy and Innovation Regulation (CFDIR) in partnership with Innovation Science and Economic Development Canada. Covers quantum threat assessment, migration prioritization, and hybrid PQC deployment for financial sector.",52;92;22,CA,yes,2030 (aligned with NIST IR 8547),"CFDIR guidance provides Canada-specific quantum-readiness framework for financial institutions and critical infrastructure. Aligned with NIST PQC standards and CCCS guidance. Covers threat landscape, migration roadmap, algorithm selection, and vendor assessment criteria for Canadian context.",CFDIR / Innovation Science and Economic Development Canada,CA-CFDIR-Quantum-Readiness-2023,Canada:ISED,compliance_framework,https://ised-isde.canada.ca,compliance/CFDIR-QR-2023.html,ised-canada,yes,Innovation Science and Economic Development Canada,url_authoritative,80,cswp39:governance;cswp39:lifecycle,52;92;22,active,,,,
UK-DSIT-CNI-PQC,UK DSIT CNI PQC Transition Perspectives,"UK Department for Science, Innovation and Technology perspectives on PQC transition planning from Critical National Infrastructure sectors. Sets expectations for CNI operators (energy, water, transport, finance) to engage with NCSC migration timelines and report readiness.",92;22;52;51;22,GB,yes,2028 (Phase 1 alignment); 2031 (high-priority CNI systems),DSIT published perspectives document (July 2025) requesting CNI sectors develop PQC transition plans aligned with NCSC three-phase roadmap. Represents government expectation — not yet statutory mandate — for critical sectors. Supplements UK-NCSC guidance with sector-specific engagement requirements.,UK DSIT / NCSC,UK-DSIT-CNI-PQC-Perspectives-2025;UK-NCSC-Migration-Timelines-2025,United Kingdom:DSIT,compliance_framework,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,compliance/UK-DSIT-CNI-PQC.html,uk-dsit,yes,"UK Department for Science, Innovation and Technology",url_authoritative,80,cswp39:governance,92;22;52;51;22,active,,,,
ACPR,ACPR (French Banking & Insurance Regulator),"Autorité de Contrôle Prudentiel et de Résolution — French prudential regulator for banking and insurance sectors, supervised by Banque de France",52;52,FR,expected,2030 (aligned with ANSSI/DORA timelines),ACPR supervises French banks and insurers for operational and cyber resilience. DORA compliance (effective Jan 2025) now governs digital operational resilience for regulated entities. ACPR aligns with ANSSI guidance on cryptographic migration. No standalone PQC mandate issued; institutions expected to follow ANSSI recommendations and DORA ICT risk requirements. ACPR participated in European Banking Authority (EBA) guidance on ICT risk management.,ACPR,ANSSI PQC Position Paper;ANSSI PQC Follow-up Paper;ANSSI-PG-083-v3-2026,France:ACPR,regulatory_body,https://acpr.banque-france.fr,compliance/ACPR.html,acpr-france,no,Banque de France,url_authoritative,70,cswp39:governance,52;52,active,,,DORA,
AMF-FR,AMF (French Securities Regulator),Autorité des marchés financiers — French securities and financial markets regulator,52,FR,expected,2030 (aligned with ANSSI/DORA/MiCA timelines),"AMF regulates French financial markets including investment firms, fund managers, and market infrastructure. Subject to DORA (effective Jan 2025) for ICT risk and operational resilience. MiCA introduces crypto-asset market regulation with cybersecurity requirements. No standalone PQC mandate issued; firms expected to follow ANSSI guidance and DORA ICT risk framework for cryptographic agility.",AMF,ANSSI PQC Position Paper;ANSSI PQC Follow-up Paper,France:AMF,regulatory_body,https://www.amf-france.org,compliance/AMF-FR.html,amf-france,no,AMF,url_authoritative,70,cswp39:governance,52,active,,,,
DSPF-PQC,DSPF (Defence),Australian Defence Security Principles Framework — cryptography transition requirements for all ADF personnel and cleared contractors,92,AU,yes,2030 (ISM-1917 cascades to all Defence-cleared systems),"The Defence Security Principles Framework (DSPF) applies to all Australian Defence Organisation personnel, contractors, and cleared entities. PQC transition is governed by ISM-1917 requirements cascading through DSPF. All ADF systems handling PROTECTED and above classifications must achieve ML-DSA-87 / ML-KEM-1024 compliance by end of 2030. Entities holding Defence security clearances must demonstrate a PQC transition plan by end of 2026 per ISM guidance.",Department of Defence,,Australia:ASD,compliance_framework,https://www.defence.gov.au/business-industry/industry-governance/defence-security-principles-framework,compliance/DSPF-PQC.html,acsc,yes,Department of Defence,url_authoritative,,cswp39:governance,,active,,restored from archive 2026-05-03,,
ZA-POPIA,POPIA,South Africa Protection of Personal Information Act — data protection regulation with strong encryption and breach-notification requirements relevant to PQC migration for long-retention data,52;62;54;92,ZA,no,Ongoing,"POPIA Section 19 requires ""appropriate, reasonable technical and organisational measures"" including encryption for personal information. Long data-retention obligations expose regulated entities to HNDL risk; migration guidance expected from the Information Regulator as NIST PQC suite gains regional traction via SABS.",Information Regulator (South Africa),NIST-SP-800-131A-Rev3;ZA-POPIA-TEXT,South Africa:IR,compliance_framework,https://inforegulator.org.za,compliance/ZA-POPIA.html,inforeg-za,yes,Information Regulator (South Africa),url_authoritative,85,cswp39:governance,,active,,restored from archive 2026-05-03,,
NG-NDPR,NDPR / NDPA 2023,"Nigeria Data Protection Regulation + Nigeria Data Protection Act 2023 — jointly enforced by the Nigeria Data Protection Commission (NDPC), with explicit encryption obligations for personal data",52;54;51;92,NG,no,Ongoing,"NDPA 2023 establishes the NDPC and codifies the prior NDPR. Section 39 mandates appropriate technical measures including encryption. NITDA has signalled alignment with NIST PQC suite for regulated sectors (banking, telecoms). No explicit PQC deadline but HNDL exposure on financial and health data is material.",NDPC (Nigeria Data Protection Commission),NIST-SP-800-131A-Rev3,Nigeria:NDPC,compliance_framework,https://ndpc.gov.ng,compliance/NG-NDPR.html,ndpc-ng,yes,NDPC,url_authoritative,,cswp39:governance,,active,,restored from archive 2026-05-03,Nigeria Data Protection Act 2023,
KE-DPA,Kenya Data Protection Act 2019,Kenya Data Protection Act — enforced by the Office of the Data Protection Commissioner (ODPC); imposes encryption-at-rest and in-transit obligations on data controllers,52;54;51;62,KE,no,Ongoing,ODPC Guidance Note on Data Protection by Design (2022) requires state-of-the-art cryptography. The Communications Authority of Kenya is coordinating with ODPC on PQC readiness for the telecoms sector. M-Pesa and other mobile-money rails are high-HNDL-exposure systems.,ODPC (Kenya),NIST-SP-800-131A-Rev3;KE-DPA-TEXT,Kenya:ODPC,compliance_framework,https://www.odpc.go.ke,,odpc-ke,yes,ODPC,url_authoritative,,cswp39:governance,,active,,restored from archive 2026-05-03,Kenya Data Protection Act,
EG-PDPL,Egypt Personal Data Protection Law,Egypt Law No. 151 of 2020 on the Protection of Personal Data — enforced by the Egyptian Data Protection Center (DPC); mandates encryption and security controls for personal data processing,52;54;51;92,EG,no,Ongoing,Law 151/2020 came into force in October 2020; executive regulations issued 2024. Article 6 requires controllers to implement encryption proportionate to risk. Egypt Financial Regulatory Authority is tracking NIST PQC adoption; no explicit PQC deadline yet but HNDL risk is material for long-lived government records.,DPC (Egypt),NIST-SP-800-131A-Rev3,Egypt:MCIT,compliance_framework,https://mcit.gov.eg,compliance/EG-PDPL.html,mcit-eg,yes,MCIT Egypt,url_authoritative,,cswp39:governance,,active,,restored from archive 2026-05-03,Egypt Law No. 151 of 2020,
AU-MALABO,African Union Malabo Convention,African Union Convention on Cyber Security and Personal Data Protection — pan-continental instrument harmonising cybersecurity and data-protection regimes across AU member states,52;54;51;92;62,PQC-REGION-AU-AFRICA,no,Ongoing (entered into force June 2023),The Malabo Convention entered into force on 8 June 2023 after Mauritania deposited the 15th instrument of ratification. Article 25 requires member states to adopt appropriate technical measures including encryption. The AU Cybersecurity Expert Group 2025 report highlights quantum-safe transition as a priority for regional harmonisation.,African Union Commission,NIST-SP-800-131A-Rev3,African Union:AUC,compliance_framework,https://au.int/en/treaties/african-union-convention-cyber-security-and-personal-data-protection,compliance/AU-MALABO.html,au-commission,yes,African Union Commission,url_authoritative,,cswp39:governance,,active,,restored from archive 2026-05-03,,
