algorithm_family,algorithm,cryptographic_family,nist_security_level,aes_equivalent,public_key_bytes,private_key_bytes,signature_ciphertext_bytes,shared_secret_bytes,keygen_cycles_relative,sign_encaps_cycles_relative,verifydecaps_cycles_relative,stack_ram_bytes,optimization_target,fips_standard,use_case_notes,trusted_source_id,peer_reviewed,vetting_body,region,status,status_url,status_url_quality,confidence_score
Hybrid KEM,X-Wing,Hybrid KEM (general-purpose),3.0,AES-192,1216.0,32.0,1120.0,32.0,,,,,Balanced,draft-connolly-cfrg-xwing-kem,"General-purpose hybrid KEM combining X25519 and ML-KEM-768; unlike the TLS named groups it is not bound to any one protocol, and is used for file and secrets encryption (age / SOPS) as well as on the wire. Sizes quoted verbatim from draft-connolly-cfrg-xwing-kem-10 section 5.1: decapsulation key 32 bytes (seed), encapsulation key 1216 bytes, ciphertext 1120 bytes, shared secret 32 bytes. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IRTF CFRG,IETF,Candidate,https://datatracker.ietf.org/doc/draft-connolly-cfrg-xwing-kem/,verified,90
Hybrid KEM,sntrup761x25519-sha512,Hybrid KEM (SSH key exchange),,,1190.0,,1071.0,64.0,,,,,Balanced,RFC 9941,"SSH transport hybrid key exchange combining Streamlined NTRU Prime sntrup761 with X25519; OpenSSH's default since 9.x and offered by our own OpenSSH build. RFC 9941 states the sizes directly: Q_C is the 1158-byte sntrup761 public key concatenated with the 32-byte X25519 share (1190 bytes), and 'The Q_S value is thus 1071 bytes' (1039-byte sntrup761 ciphertext + 32). Shared secret is the SHA-512 output, 64 bytes. NOTE: sntrup761 is a NIST round-3 alternate, not a FIPS-standardised algorithm, so this hybrid carries no NIST security level.",ietf,yes,IETF,IETF,RFC 9941,https://www.rfc-editor.org/rfc/rfc9941,verified,95
Hybrid KEM,mlkem768x25519-sha256,Hybrid KEM (SSH key exchange),3.0,AES-192,1216.0,,1120.0,32.0,,,,,Balanced,draft-ietf-sshm-mlkem-hybrid-kex,"SSH transport hybrid key exchange per draft-ietf-sshm-mlkem-hybrid-kex-10: the client sends C_INIT = C_PK2 || C_PK1 and the server S_REPLY = S_CT2 || S_PK1, with the shared secret K = HASH(K_PQ || K_CL). Sizes DERIVED by concatenation from this catalogue's own component rows (ML-KEM-768 1184/1088 + X25519 32); the draft itself states no byte counts. Shared secret is the SHA-256 output, 32 bytes. Offered by our own OpenSSH build alongside sntrup761x25519-sha512.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-sshm-mlkem-hybrid-kex/,verified,85
Hybrid KEM,mlkem768nistp256-sha256,Hybrid KEM (SSH key exchange),3.0,AES-192,,,,32.0,,,,,Balanced,draft-ietf-sshm-mlkem-hybrid-kex,"SSH transport hybrid key exchange per draft-ietf-sshm-mlkem-hybrid-kex-10: the client sends C_INIT = C_PK2 || C_PK1 and the server S_REPLY = S_CT2 || S_PK1, with the shared secret K = HASH(K_PQ || K_CL). Key and ciphertext sizes are left BLANK deliberately: the draft states no byte counts, and the elliptic-curve point encoding follows RFC 5656 rather than this document, so any figure here would be derived from a different source than the one cited. Shared secret is the hash output named in the algorithm identifier.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-sshm-mlkem-hybrid-kex/,verified,75
Hybrid KEM,mlkem1024nistp384-sha384,Hybrid KEM (SSH key exchange),5.0,AES-256,,,,48.0,,,,,Balanced,draft-ietf-sshm-mlkem-hybrid-kex,"SSH transport hybrid key exchange per draft-ietf-sshm-mlkem-hybrid-kex-10: the client sends C_INIT = C_PK2 || C_PK1 and the server S_REPLY = S_CT2 || S_PK1, with the shared secret K = HASH(K_PQ || K_CL). Key and ciphertext sizes are left BLANK deliberately: the draft states no byte counts, and the elliptic-curve point encoding follows RFC 5656 rather than this document, so any figure here would be derived from a different source than the one cited. Shared secret is the hash output named in the algorithm identifier.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-sshm-mlkem-hybrid-kex/,verified,75
Hybrid KEM,id-MLKEM768-ECDH-P256-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1248.0,,1152.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with ECDH P256 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + ECDH-P256 64/64. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM768-ECDH-P384-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1280.0,,1184.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with ECDH P384 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + ECDH-P384 96/96. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM768-ECDH-brainpoolP256r1-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1248.0,,1152.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with ECDH brainpoolP256r1 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + ECDH-brainpoolP256r1 64/64. Inherits NIST security level 3 from ML-KEM-768. NOTE: brainpool curves are not separate rows in this catalogue; the point encoding length is identical to the same-field-size NIST curve, which is what the size above uses.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM768-X25519-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1216.0,,1120.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with X25519 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + X25519 32/32. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM768-RSA2048-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1454.0,,1344.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with RSA2048 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + RSA2048 270/256. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM768-RSA3072-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1582.0,,1472.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with RSA3072 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + RSA3072 398/384. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM768-RSA4096-SHA3-256,Hybrid KEM (X.509/CMS composite),3.0,AES-192,1710.0,,1600.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-768 with RSA4096 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-768 1184/1088 + RSA4096 526/512. Inherits NIST security level 3 from ML-KEM-768.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM1024-ECDH-P384-SHA3-256,Hybrid KEM (X.509/CMS composite),5.0,AES-256,1664.0,,1664.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-1024 with ECDH P384 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-1024 1568/1568 + ECDH-P384 96/96. Inherits NIST security level 5 from ML-KEM-1024.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM1024-ECDH-P521-SHA3-256,Hybrid KEM (X.509/CMS composite),5.0,AES-256,1700.0,,1700.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-1024 with ECDH P521 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-1024 1568/1568 + ECDH-P521 132/132. Inherits NIST security level 5 from ML-KEM-1024.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM1024-ECDH-brainpoolP384r1-SHA3-256,Hybrid KEM (X.509/CMS composite),5.0,AES-256,1664.0,,1664.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-1024 with ECDH brainpoolP384r1 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-1024 1568/1568 + ECDH-brainpoolP384r1 96/96. Inherits NIST security level 5 from ML-KEM-1024. NOTE: brainpool curves are not separate rows in this catalogue; the point encoding length is identical to the same-field-size NIST curve, which is what the size above uses.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM1024-X448-SHA3-256,Hybrid KEM (X.509/CMS composite),5.0,AES-256,1624.0,,1624.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-1024 with X448 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-1024 1568/1568 + X448 56/56. Inherits NIST security level 5 from ML-KEM-1024.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Hybrid KEM,id-MLKEM1024-RSA3072-SHA3-256,Hybrid KEM (X.509/CMS composite),5.0,AES-256,1966.0,,1952.0,32.0,,,,,Balanced,draft-ietf-lamps-pq-composite-kem-19,"Composite ML-KEM for X.509 PKI and CMS (draft-ietf-lamps-pq-composite-kem), combining ML-KEM-1024 with RSA3072 under a single OID so a certificate carries one algorithm rather than two. Sizes DERIVED by concatenation exactly as the draft specifies ('output mlkemPK || tradPK' and 'output mlkemCT || tradCT'), using this catalogue's own component rows: ML-KEM-1024 1568/1568 + RSA3072 398/384. Inherits NIST security level 5 from ML-KEM-1024.",ietf,yes,IETF,IETF,Candidate,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,verified,85
Classical Sig,BLS12-381,Classical,,~128-bit,48.0,32.0,96.0,,,,,,,draft-irtf-cfrg-bls-signature,"Pairing-based signature aggregation (min-pubkey-size variant: 48-byte pubkeys on G1, 96-byte signatures on G2); used for Ethereum consensus-layer validator signatures; no FIPS/NIST recognition; vulnerable to quantum attacks on the pairing-friendly curve",ietf,no,IRTF CFRG,IETF,Active Internet-Draft,https://datatracker.ietf.org/doc/draft-irtf-cfrg-bls-signature/,url_authoritative,80
Classical Sig,sr25519,Classical,,~128-bit,32.0,64.0,64.0,,,,,,,W3F Schnorrkel implementation; NOT an IETF/NIST standard,"Schnorr signature over Ristretto-compressed Curve25519 (Schnorrkel); default account-signing scheme for Polkadot/Substrate chains; dual-purpose like Ed25519 in Solana, also used for BABE consensus (VRF + block signing); supports native key aggregation/multisig and hierarchical derivation (HDKD) that Ed25519 lacks; not an IETF/NIST standard, no FIPS mapping; vulnerable to quantum attacks on the discrete-log problem like all classical ECC",web3-foundation,no,,Global,Active,https://github.com/w3f/schnorrkel,url_authoritative,70
Classical Sig,SM2,Classical,,~128-bit,64.0,32.0,64.0,,,,,,,GB/T 32918 (China); ISO/IEC 14888-3:2018; NOT in NIST FIPS,"Chinese national ('ShangMi') elliptic-curve signature algorithm over a 256-bit prime field; mandatory in China for commercial cryptography. Standardized internationally in ISO/IEC 14888-3:2018 and profiled for TLS 1.3 (RFC 8998) and DNSSEC (RFC 9563, algorithm number 17). Byte sizes verified against RFC 9563: 64-byte uncompressed public key (x||y), 64-byte signature (r||s, 32 bytes each); vulnerable to quantum attacks like all classical ECC.",ietf,yes,ISO/IEC JTC 1,CN,Published,https://www.rfc-editor.org/rfc/rfc9563,url_authoritative,75
KEM,Saber,Lattice,,,,,,,,,,,,,"NIST Round 3 KEM finalist, no longer being considered (IR 8413-upd1 s4.3.4). IND-CCA2 KEM over module learning-with-rounding; NIST standardised Kyber instead. Historical reference only.",nist-csrc,yes,NIST,NIST,NIST Round 3 finalist — no longer being considered (NIST IR 8413-upd1 §4.3.4),https://csrc.nist.gov/pubs/ir/8413/upd1/final,url_authoritative,85
Signature,Rainbow,Multivariate,,,,,,,,,,,,,"NIST Round 3 signature finalist, no longer being considered (IR 8413-upd1 s4.5.3). Layered unbalanced oil-vinegar; Beullens, Improved cryptanalysis of UOV and Rainbow (EUROCRYPT 2021) was a basis for NIST's decision. BROKEN, do not deploy.",nist-csrc,yes,NIST,NIST,NIST Round 3 finalist — no longer being considered (NIST IR 8413-upd1 §4.5.3); BROKEN — do not deploy,https://csrc.nist.gov/pubs/ir/8413/upd1/final,url_authoritative,85
Signature,Picnic,Symmetric (MPCitH),,,,,,,,,,,,,"NIST Round 3 alternate signature, no longer being considered (IR 8413-upd1 s4.5.2). Zero-knowledge proof of knowledge over the LowMC block cipher.",nist-csrc,yes,NIST,NIST,NIST Round 3 alternate — no longer being considered (NIST IR 8413-upd1 §4.5.2),https://csrc.nist.gov/pubs/ir/8413/upd1/final,url_authoritative,85
Signature,GeMSS,Multivariate,,,,,,,,,,,,,"NIST Round 3 alternate signature, no longer being considered (IR 8413-upd1 s4.5.1). HFEv- multivariate hash-and-sign; an attack dramatically reduced its security and undermined NIST's confidence in its maturity.",nist-csrc,yes,NIST,NIST,NIST Round 3 alternate — no longer being considered (NIST IR 8413-upd1 §4.5.1),https://csrc.nist.gov/pubs/ir/8413/upd1/final,url_authoritative,85
AEAD,Ascon-AEAD128,Symmetric,,,,,,,,,,,,SP 800-232,"NIST SP 800-232 lightweight authenticated encryption with associated data for constrained devices. NOT a post-quantum public-key algorithm — symmetric, and included because documents discussing constrained-device crypto name it alongside PQC.",nist-csrc,yes,NIST,NIST,"SP 800-232 (standardised) — lightweight symmetric, NOT a post-quantum public-key algorithm",https://csrc.nist.gov/pubs/sp/800/232/final,url_authoritative,85
Hash,Ascon-Hash256,Symmetric,,,,,,,,,,,,SP 800-232,"NIST SP 800-232 lightweight hash function for constrained devices. NOT a post-quantum public-key algorithm — symmetric, listed for the same reason as Ascon-AEAD128.",nist-csrc,yes,NIST,NIST,"SP 800-232 (standardised) — lightweight symmetric, NOT a post-quantum public-key algorithm",https://csrc.nist.gov/pubs/sp/800/232/final,url_authoritative,85
