source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
galileo-technologies-inc,Galileo Technologies Inc.,Vendor,3_Supporting,,https://rungalileo.io,"Galileo Technologies Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
garantir-inc,Garantir Inc.,Vendor,3_Supporting,,https://garantir.io,"Garantir Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
general-dynamics-mission-systems,General Dynamics Mission Systems,Vendor,3_Supporting,,https://gdmissionsystems.com,"General Dynamics Mission Systems — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
genua-gmbh-bundesdruckerei-group,Genua GmbH (Bundesdruckerei Group),Vendor,3_Supporting,,https://www.genua.de,"Genua GmbH (Bundesdruckerei Group) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
geomys,Geomys LLC,Vendor,3_Supporting,Americas,https://geomys.org,For-profit US LLC maintaining Go's open-source cryptography packages; CMVP certificate holder for the Go Cryptographic Module,Verified,2026-07-14,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
giesecke-devrient-gmbh,Giesecke+Devrient GmbH,Vendor,3_Supporting,,https://gi-de.com,"Giesecke+Devrient GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
github-inc-microsoft,GitHub Inc. (Microsoft),Industry_Workgroup,3_Supporting,,https://github.com,"GitHub Inc. (Microsoft) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Industry_Workgroup's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 0 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
gitlab-inc,GitLab Inc.,Vendor,3_Supporting,,https://gitlab.com,"GitLab Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
globalsign-ltd,GlobalSign Ltd.,Vendor,3_Supporting,,https://globalsign.com,"GlobalSign Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
gnupg-project,GnuPG Project,Vendor,3_Supporting,,https://gnupg.org,"GnuPG Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
gnutls-project,GnuTLS Project,Vendor,3_Supporting,,https://gnutls.org,"GnuTLS Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
government-of-chile,Government of Chile,Vendor,3_Supporting,,https://www.gob.cl,"Government of Chile — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
government-of-spain,Government of Spain,Vendor,3_Supporting,,https://www.lamoncloa.gob.es,"Government of Spain — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
gravitational-inc,Gravitational Inc.,Vendor,3_Supporting,,https://goteleport.com,"Gravitational Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
hamad-bin-khalifa-university-hbku,Hamad Bin Khalifa University (HBKU),Vendor,3_Supporting,,https://www.hbku.edu.qa,"Hamad Bin Khalifa University (HBKU) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
haproxy-technologies,HAProxy Technologies,Vendor,3_Supporting,,https://haproxy.org,"HAProxy Technologies — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
hashicorp-inc,HashiCorp Inc.,Vendor,3_Supporting,,https://hashicorp.com,"HashiCorp Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
hewlett-packard-enterprise,Hewlett Packard Enterprise,Vendor,3_Supporting,,https://www.hpe.com,"Hewlett Packard Enterprise — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hex-trust-ltd,Hex Trust Ltd.,Vendor,3_Supporting,,https://hextrust.com,"Hex Trust Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
hhs-ocr,HHS / OCR,Vendor,3_Supporting,,https://www.hhs.gov/hipaa,"HHS / OCR — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hid-global-corporation,HID Global Corporation,Vendor,3_Supporting,,https://www.hidglobal.com,"HID Global Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hiddenlayer-inc,HiddenLayer Inc.,Vendor,3_Supporting,,https://hiddenlayer.ai,"HiddenLayer Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
hikvision,"Hangzhou Hikvision Digital Technology Co., Ltd.",Vendor,3_Supporting,APAC,https://www.hikvision.com/en/,Chinese video surveillance vendor; ACVP-validated Hikvision FIPS Provider,Verified,2026-07-14,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hitachi-ltd,Hitachi Ltd.,Vendor,3_Supporting,,https://www.hitachi.com/,"Hitachi Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hoye-technology-co-ltd,"HOYE Technology CO., LTD.",Vendor,3_Supporting,,https://www.hoyetec.com,"HOYE Technology CO., LTD. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hp-inc,HP Inc.,Vendor,3_Supporting,,https://www.hp.com,"HP Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
huawei-technologies-co-ltd,Huawei Technologies Co. Ltd.,Vendor,3_Supporting,,https://www.huawei.com,"Huawei Technologies Co. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
hyland,Hyland,Vendor,3_Supporting,,https://www.hyland.com,"Hyland — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
hyperledger-foundation,Hyperledger Foundation,Vendor,3_Supporting,,https://hyperledger.org,"Hyperledger Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
i4p-informatikai,I4P-informatikai Kft. (I4P Informatics Ltd.),Vendor,3_Supporting,EMEA,https://www.i4p.com,Hungarian HSM vendor (Trident product line),Verified,2026-07-14,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
ibm-research-cbomkit,IBM Research (CBOMkit),Vendor,3_Supporting,,https://github.com/IBM/cbomkit,"IBM Research (CBOMkit) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
iccs-china-national-standards,ICCS China National Standards,Vendor,3_Supporting,,https://www.sac.gov.cn,"ICCS China National Standards — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ics-holding-kryptonite-russia,ICS Holding / Kryptonite (Russia),Vendor,3_Supporting,,https://postquantum.com,"ICS Holding / Kryptonite (Russia) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
id-quantique-sa,ID Quantique SA,Vendor,3_Supporting,,https://idquantique.com,"ID Quantique SA — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ietf-2,IETF,Vendor,3_Supporting,,https://ietf.org,"IETF — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
imdea-networks-institute,IMDEA Networks Institute,Vendor,3_Supporting,,https://networks.imdea.org,"IMDEA Networks Institute — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
imperva-inc,Imperva Inc.,Vendor,3_Supporting,,https://imperva.com,"Imperva Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
inria-hqc-consortium,INRIA / HQC Consortium,Vendor,3_Supporting,,https://pqc-hqc.org,"INRIA / HQC Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
interchain-foundation,Interchain Foundation,Vendor,3_Supporting,,https://interchain.io,"Interchain Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
internet-security-research-group,Internet Security Research Group,Vendor,3_Supporting,,https://www.abetterinternet.org,"Internet Security Research Group — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
internet-systems-consortium,Internet Systems Consortium,Vendor,3_Supporting,,https://www.isc.org,"Internet Systems Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
internxt-sl,Internxt SL,Vendor,3_Supporting,,https://internxt.com,"Internxt SL — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
inturai,Inturai,Vendor,3_Supporting,,https://inturai.com,"Inturai — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ironcore-labs-inc,"IronCore Labs, Inc.",Vendor,3_Supporting,,https://ironcorelabs.com,"IronCore Labs, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
isara-corporation,ISARA Corporation,Vendor,3_Supporting,,https://isara.com,"ISARA Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
itri,Industrial Technology Research Institute (ITRI),Academic,3_Supporting,APAC,https://www.itri.org.tw/english/,Taiwan government-funded non-profit R&D foundation (MOEA); ACVP-validated ML-KEM/ML-DSA/SLH-DSA FPGA implementations,Verified,2026-07-14,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Academic's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
ivanti,Ivanti,Vendor,3_Supporting,,https://www.ivanti.com,"Ivanti — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
ivpn,IVPN,Vendor,3_Supporting,,https://www.ivpn.net,"IVPN — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
jamf,Jamf,Vendor,3_Supporting,,https://www.jamf.com,"Jamf — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
jenkins-cloudbees,Jenkins / CloudBees,Vendor,3_Supporting,,https://jenkins.io,"Jenkins / CloudBees — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
jetbrains,JetBrains,Vendor,3_Supporting,,https://www.jetbrains.com,"JetBrains — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
