industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Hardware Security Modules,HSM-001,"Fault injection attacks on PQC hardware implementations: Hardware Security Modules implementing ML-KEM and ML-DSA are susceptible to differential fault analysis (DFA) and laser fault injection (LFI) attacks that deliberately induce computation errors to leak secret key material. FN-DSA (FALCON) is particularly sensitive: a single fault during NTRU key generation can expose the secret polynomial. FIPS 140-3 Level 3 requires physical tamper resistance and active response mechanisms. Level 4 requires full environmental protection. Current production HSMs (Thales Luna, Entrust nShield, Utimaco) with PQC support must demonstrate fault countermeasures including redundant computation, error detection codes, and physical tamper response per FIPS 140-3 requirements.",High,"ML-KEM private key generation in HSMs without fault countermeasures, FN-DSA (FALCON) secret polynomial, ML-DSA private key during signing without redundant computation","FIPS 140-3 Level 3+ HSMs with validated PQC implementations, physical tamper response, redundant computation verification, and CMVP-validated algorithm testing",NIST FIPS 140-3 Physical Security Requirements / IACR PQC fault attack research,https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,80,hsm-pqc|kms-pqc|crypto-dev-apis|secrets-management-pqc,nist-csrc,public/threats/HSM-001.pdf,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: local_file wired to existing public/threats/HSM-001.html. Salvage 2026-05-21: deep-link substituted (FIPS 140-3 Implementation Guidance PDF — substantive crypto-module rules vs FIPS 140-3 landing.).,85,,active,,,FIPS-140
Internet of Things (IoT),IOT-005,"NIST IoT cybersecurity catalog quantum gap: NIST SP 800-213 (IoT Device Cybersecurity Guidance) provides the cybersecurity feature catalog for IoT devices. NISTIR 8259A identifies cryptographic interfaces as a core capability. Current IoT guidance does not mandate PQC; the NIST IR 8547 PQC transition guidance is the applicable cross-cutting reference for IoT crypto migration planning. Correction (audit 2026-05-18, verdict=inaccurate): Remove 'NIST SP 800-232 (formerly IR 8545)'. IoT PQC guidance references: NIST SP 800-213 (IoT device cybersecurity), NISTIR 8259A/B (IoT cybersecurity capabilities), and the broader NIST IR 8547 PQC transition guidance.",High,"TLS 1.3 with ML-KEM on Cortex-M0/M3 devices, SLH-DSA signature verification on 8-bit MCUs, code signing verification on embedded Class 1 devices, IKEv2 with PQC on constrained network equipment","NIST SP 800-232 Ascon (AEAD + hash) for symmetric operations, FN-DSA (FALCON-512) for constrained signatures, hardware PQC accelerators, device class upgrade strategy for Class 1 → Class 2+ migration",NIST SP 800-213 + NISTIR 8259A,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-232.pdf,75,iot-ot-pqc|crypto-dev-apis|5g-security|automotive-pqc|quantum-threats,nist-csrc,public/threats/IOT-005.pdf,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; local_file wired to existing public/threats/IOT-005.pdf.,75,,active,,,SP-800-232
Telecommunications,AUS-TEL-001,"Australian telco quantum exposure: Australian telecommunications providers are regulated under the Security of Critical Infrastructure Act 2018 (SOCI Act) and the Critical Infrastructure Risk Management Program (CIRMP) Rules 2023 administered by the Department of Home Affairs. SOCI Act requires critical infrastructure entities to implement and maintain critical infrastructure risk management programs. Telcos operating national carrier-grade infrastructure must protect communications under RSA/ECDSA certificates. Correction (audit 2026-05-18, verdict=inaccurate): Source should reference SOCI Act 2018 + CIRMP Rules, not ASD ISM. ASD ISM is for government agency systems.",High,"NBN backhaul TLS/IPsec, mobile network signalling (SS7/Diameter), carrier BGP authentication, lawful intercept systems","ML-KEM-1024 for IPsec/TLS key exchange, ML-DSA-87 for BGP route authentication; SOCI Act critical infrastructure obligations require 2030 compliance",SOCI Act 2018 + CIRMP Rules 2023,https://www.legislation.gov.au/F2023L00112/asmade/text,70,kms-pqc|tls-basics|vpn-ssh-pqc|hsm-pqc|5g-security,acsc,public/threats/AUS-TEL-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: CIRMP Rules 2023 — the actual regulatory instrument naming Australian telco CI obligations (78 KB). cyber.gov.au ISM page is fully blocked.,50,,active,,,
IT Industry / Software,IT-006,"AI-assisted cryptanalysis acceleration: Research published 2024–2025 explores whether machine learning heuristics can guide lattice reduction algorithms (BKZ block selection, basis pruning) and automate side-channel analysis against ML-KEM and ML-DSA implementations. No published peer-reviewed result has demonstrated a meaningful reduction in security against standardized ML-KEM/ML-DSA parameter sets, but the active research direction warrants ongoing monitoring of cryptanalytic frontier.",High,"ML-KEM-512 (NIST Level 1), ML-DSA-44, SLH-DSA-128","ML-KEM-768/1024 (higher security margins), constant-time implementations, hardware PQC accelerators",IACR ePrint / NIST PQC Security Analysis,https://eprint.iacr.org/,70,pqc-101|crypto-dev-apis|pqc-testing-validation,iacr-eprint,public/threats/IT-006.html,partial,IACR,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21: headless-browser snapshot via Playwright (14086 bytes).,60,,active,,,
Hardware Security Modules,HSM-002,"PKCS#11 v3.2 PQC mechanism gaps: PKCS#11 v3.2 (OASIS Committee Specification Draft 01, April 2025) adds ML-KEM and ML-DSA mechanisms; it is not yet an approved OASIS Standard pending member ballot. The currently approved OASIS Standard remains PKCS#11 v3.1. Legacy PKCS#11 v2.40 deployments cannot support PQC algorithms without middleware updates. HSM vendors must certify new firmware implementing PKCS#11 v3.2 mechanisms before customers can migrate. Correction (audit 2026-05-18, verdict=inaccurate): As of April 2025, PKCS#11 v3.2 is a Committee Specification Draft 01. Approval status requires a separate OASIS membership ballot after CSD. Do not state 'approved November 2025' without confirmed approval. The approved standard in force is PKCS#11 v3.1.",Critical,All RSA/ECDSA keys stored in HSMs with pre-2024 firmware; PKCS#11 v2.x buffer limits,HSM firmware upgrade to PKCS#11 v3.2 with PQC buffer support; hardware replacement if firmware upgrade not available,PKCS#11 v3.2 Specification / NIST SP 800-227,https://docs.oasis-open.org/pkcs11/pkcs11-spec/v3.2/cs01/pkcs11-spec-v3.2-cs01.html,80,hsm-pqc|crypto-agility|pqc-101,oasis,public/threats/HSM-002.html,yes,OASIS PKCS#11 Technical Committee,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; dead URL replaced (There is no /v3.2/os/ stage yet. CS01 is the current published stage.).,75,,active,,,
Critical Infrastructure / Energy,THREAT-CI-126,"Power grid SCADA/ICS quantum vulnerability identified in University of Toronto research project (CA$1.45M grant). Grid controllers, smart meters, and energy routers face real-time attack scenarios once cryptographically-relevant quantum computers available.",CRITICAL,"OT encryption protocols, SCADA communications, PMU authentication","Quantum-safe algorithms for constrained devices, hybrid QKD/PQC",Smart Energy International / University of Toronto,https://www.utoronto.ca/news/u-t-researchers-lead-quantum-security-project-protect-power-grids,5,,,,,,,,,,,deprecated,2026-05-09,renamed — see Energy / Critical Infrastructure and Critical Infrastructure,
Cross-Industry / HSM,THREAT-HSM-126,HSM PQC architecture gap: No HSM vendors currently support full PQC architectures despite FIPS 140-3 certification. Average 2+ year certification lag creates window of vulnerability. PQC-ready HSMs expected 2026-2027.,HIGH,"HSM internal cryptographic operations, root of trust firmware, key generation algorithms","Crypto4A quantum-safe HSMs, hybrid HSM architectures",ABI Research HSM Analysis 2025,https://www.abiresearch.com/blog/quantum-security-for-hardware-security-modules-hsms,5,,,,,,,,,,,deprecated,2026-05-09,renamed — see Cross-Industry and Hardware Security Modules,FIPS-140
Aerospace / Aviation,AERO-004,"In-flight connectivity and entertainment compromise: Passenger and crew Wi-Fi, IFE systems, and SATCOM vulnerable to interception.",Medium,"Aircraft Wi-Fi, SATCOM encryption","Hybrid TLS 1.3, ML-KEM for satellite",Boeing Quantum Computing Integration,https://patentpc.com/blog/quantum-computing-in-aerospace-how-nasa-spacex-and-boeing-are-using-quantum-tech,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Aerospace / Aviation,AERO-005,"Unmanned aerial systems (UAS) control link compromise: Drone command and control, autonomous navigation, and swarm communications vulnerable.",High,"UAS C2 link encryption, GPS","Anti-jam PQC protocols, quantum nav",FAA UAS Security Requirements,https://www.faa.gov/uas/,10,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Aerospace / Aviation,AERO-006,"Space segment communication interception: Commercial and military satellites, ground stations, and inter-satellite links vulnerable to quantum attacks.",Critical,"Satellite TLS, uplink/downlink crypto","Space-based QKD, ML-KEM",SpaceX Starlink Quantum Security,https://patentpc.com/blog/quantum-computing-in-aerospace-how-nasa-spacex-and-boeing-are-using-quantum-tech,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Aerospace / Aviation,AERO-007,"EuroQCI deployment challenges: European Quantum Communication Infrastructure securing air traffic control, aerospace, and critical infrastructure by 2025-2028.",High,Legacy aerospace crypto,EuroQCI quantum network,Airbus EuroQCI Leadership,https://www.airbus.com/en/newsroom/press-releases/2023/12/airbus-leads-consortium-to-deploy-quantum-communication-infrastructure-euroqci,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Automotive / Connected Vehicles,AUTO-005,"Digital key and keyless entry compromise: NFC, BLE, and UWB-based digital key systems vulnerable to relay and quantum attacks.",Medium-High,"BLE pairing, UWB ranging",Quantum-safe digital keys,CCC Digital Key 4.0,https://carconnectivity.org/,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Automotive / Connected Vehicles,AUTO-006,EV charging infrastructure authentication: ISO 15118 Plug & Charge and grid-to-vehicle authentication vulnerable.,Medium-High,"ISO 15118 PKI, OCPP",PQC-enabled charging protocols,CharIN e.V. ISO 15118,https://www.charin.global/,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Automotive / Connected Vehicles,AUTO-007,"Autonomous vehicle sensor fusion manipulation: LIDAR, radar, camera fusion and HD map authentication vulnerable to quantum forgery.",High,"Sensor data signing, map crypto",ML-DSA for sensor authenticity,PlaxidityX Autonomous Vehicle Security,https://plaxidityx.com/blog/vehicle-vulnerability-management/how-quantum-computing-could-affect-the-automotive-landscape/,10,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Automotive / Connected Vehicles,AUTO-008,"Vehicle supply chain and manufacturing: Smart factory, production line security, and vehicle identity provisioning vulnerable.",Medium,"Manufacturing PKI, VIN signing",Supply chain PQC protocols,AIAG Cybersecurity Standards,https://www.aiag.org/,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Automotive / Connected Vehicles,AUTO-009,V2X PKI quantum transition: Vehicle-to-Everything communications using ECDSA P-256. 12+ year vehicle lifecycle means 2026 production vehicles vulnerable through 2038+.,Critical,"V2X certificates, OTA updates, digital keys, in-vehicle authentication","SAE J2945 PQC update, ML-DSA V2X, Falcon for constrained ECUs",SAE Vehicle Cybersecurity,https://www.sae.org/,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cloud Computing / Data Centers,CLOUD-005,Cloud backup and disaster recovery: Air-gapped backups and long-term archival storage vulnerable to harvest-now-decrypt-later.,High,"Backup encryption, archival",PQC-enabled backup solutions,Veeam Quantum-Safe Backup,https://www.techtarget.com/searchdatabackup/feature/The-future-of-quantum-data-centers-Resilience-and-risk,100,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cloud Computing / Data Centers,CLOUD-006,API security at scale: 34% of organizations manage 500+ APIs. Only 15% find DevSecOps secrets management highly effective.,High,"API keys, OAuth tokens, JWT",PQC-enabled API gateways,Thales 2025 Data Threat Report,https://cpl.thalesgroup.com/blog/data-security/ai-quantum-2025-data-threat-report,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cloud Computing / Data Centers,CLOUD-007,Cloud database encryption: 96% of healthcare cloud data not properly encrypted. Multi-cloud and hybrid deployments complicate key management.,High,"Database TLS, transparent encryption",Homomorphic encryption with PQC,Cloud Database Security Standards,https://www.cio.com/article/4058010/outpacing-risk-how-ai-quantum-and-cloud-are-reshaping-data-security-today.html,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cloud Computing / Data Centers,CLOUD-008,Quantum entropy as a service: True random number generation from quantum hardware becoming commercial offering. Security implications of shared quantum randomness.,Medium,PRNG vulnerabilities,QRNG as service with isolation,Quantum Data Center Integration,https://www.spglobal.com/en/research-insights/special-reports/look-forward/data-center-frontiers/quantum-data-centers-disrupting-future,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cloud Computing / Data Centers,CLOUD-009,Multi-cloud key management fragmentation: Organizations using 5+ key management systems. 45% failed compliance audits per Thales 2025 report. Cloud HSM vendor lock-in complicates PQC migration.,High,"Cloud KMS, multi-cloud encryption, BYOK solutions, secrets management","Unified PQC key management, cloud-agnostic KMS, ML-KEM cloud HSM",Thales Cloud Security Report,https://cpl.thalesgroup.com/,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cloud Computing / Data Centers,CLOUD-010,Quantum co-processor crosstalk vulnerability: Northwestern QubitVise research warns multi-tenant quantum computers vulnerable to crosstalk attacks. 5% of Tier-4 datacenters to host quantum by 2032.,Medium-High,"Quantum job isolation, multi-tenant quantum compute, quantum workload separation","Quantum workload isolation policies, dedicated quantum hardware, access controls",Northwestern QubitVise Research,https://thequantuminsider.com/,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cryptocurrency / Blockchain,CRYPTO-005,MPC threshold signature vulnerability: Threshold ECDSA schemes for custody and key management becoming insecure.,High,Threshold ECDSA,"Threshold ML-DSA, PQ-MPC",NIST Threshold Cryptography,https://csrc.nist.gov/projects/threshold-cryptography,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cryptocurrency / Blockchain,CRYPTO-006,"Hardware wallet private key extraction: Ledger, Trezor using secp256k1 with limited crypto agility.",Medium-High,secp256k1 keys,Hybrid firmware updates,Ledger Security,https://www.ledger.com/academy/security,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cryptocurrency / Blockchain,CRYPTO-007,Blockchain immutability with vulnerable crypto: Historical transaction signatures permanently embedded and becoming forgeable.,Medium,"SHA-256, ECDSA in history",Validator PQC authentication,Bitcoin Improvement Proposals,https://github.com/bitcoin/bips,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cryptocurrency / Blockchain,CRYPTO-008,"Multi-signature wallet compromise: 2-of-3, 3-of-5 and other multi-sig schemes using ECDSA becoming bypassable.",High,ECDSA multi-sig,Threshold ML-DSA,Bitcoin Multi-sig,https://bitcoinops.org/en/topics/multisignature/,10,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Cryptocurrency / Blockchain,CRYPTO-009,Layer 2 and rollup security: Optimistic and ZK-rollups using ECDSA for state commitments and fraud proofs vulnerable.,High,L2 signature schemes,ZK-STARK with PQC commitments,Ethereum L2 Security,https://l2beat.com/,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Energy / Critical Infrastructure,ENERGY-005,"Renewable energy DER management compromise: Distributed Energy Resources (solar, wind, battery storage) management systems vulnerable.",Medium-High,"IEEE 2030.5, CIM protocols",PQC-enabled DER protocols,IEEE 2030.5 Smart Energy Profile,https://standards.ieee.org/ieee/2030.5/5897/,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Energy / Critical Infrastructure,ENERGY-006,Nuclear facility cybersecurity failure: Digital instrumentation and control systems at nuclear power plants with 60+ year operating licenses.,Critical,Safety system cryptography,Defense-in-depth with ML-KEM/ML-DSA,NRC Cybersecurity Requirements,https://www.nrc.gov/security/cyber-security.html,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Energy / Critical Infrastructure,ENERGY-007,Cross-border energy infrastructure coordination: International power grids and gas pipelines require coordinated PQC migration across multiple jurisdictions.,Medium,"International SCADA, VPN",Coordinated PQC deployment,ENTSO-E Security Guidelines,https://www.entsoe.eu/network_codes/,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Energy / Critical Infrastructure,ENERGY-008,Smart meter PQC replacement crisis: 1 billion+ smart meters globally require PQC upgrade by 2035. UK 38 million meters lack OTA capability requiring physical hardware replacement.,Critical,"AMI mesh networking, meter PKI, demand response, distribution automation","Quantum-safe AMI protocols, hardware replacement programs, ML-KEM metering",Smart Grid Security Standards,https://www.nist.gov/,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Energy / Critical Infrastructure,ENERGY-009,"Power grid SCAD quantum vulnerability: University of Toronto $1.45M research identifies real-time attack scenarios for grid controllers, smart meters, energy routers once CRQCs available.",Critical,"SCADA/ICS protocols, PMU authentication, grid synchronization, EMS communications","IEC 62351 quantum update, hybrid QKD/PQC, constrained device PQC",University of Toronto Grid Security,https://www.utoronto.ca/,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Financial Services / Banking,FIN-009,"BIS Project Leap / SWIFT quantum migration challenge: Central banks and SWIFT implementing quantum-safe protocols for $5+ trillion daily transactions. Phase 2 launched July 2025 with Bank of Italy, France, Germany, and Nexi.",Critical,"RSA-2048, ECDSA, TLS legacy","Hybrid PQC, ML-KEM, ML-DSA, HQC",BIS Innovation Hub Project Leap,https://www.bis.org/publ/bisbull88.htm,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Financial Services / Banking,FIN-010,"Cryptography Bill of Materials (C-BOM) inventory gaps: Financial institutions lacking comprehensive cryptographic asset inventories required for PQC migration. IBM estimates 15,000+ cryptographic endpoints per major bank.",High,All asymmetric crypto,"C-BOM standardization, CycloneDX",IBM Quantum Safe Migration,https://www.theasianbanker.com/updates-and-articles/ibm-urges-financial-institutions-to-prepare-for-quantum-safe-transition,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Financial Services / Banking,FIN-011,"Harvest-now-decrypt-later on long-lived financial records: Attackers exfiltrating encrypted transactional data, regulatory archives, and market infrastructure logs for future quantum decryption.",Critical,"RSA, ECDSA, TLS 1.2",Immediate hybrid encryption deployment,Federal Reserve Quantum Report,https://www.atlantafed.org/blogs/take-on-payments/2025/02/03/quantum-payments--leap-into-future,100,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Financial Services / Banking,FIN-012,Quantum-safe readiness score financial sector: Banking sector averages only 27/100 on quantum readiness despite being highest-risk industry. AI investments diverting resources from PQC migration.,Critical,"Payment systems, SWIFT infrastructure, trading platforms, custody solutions","Immediate PQC roadmap funding, ML-KEM for payment networks",IBM Financial Sector Analysis,https://www.ibm.com/quantum/quantum-safe,100,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Financial Services / Banking,FIN-013,"BIS Project Leap Phase 2 integration challenge: Central banks implementing quantum-safe wholesale CBDC settlement. Bank of Italy, France, Germany, Nexi testing hybrid PQC for $5+ trillion daily cross-border transactions.",Critical,"Wholesale CBDC infrastructure, cross-border settlement, central bank digital currencies","ML-KEM-1024, ML-DSA-87, hybrid TLS 1.3",Bank for International Settlements,https://www.bis.org/,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Financial Services / Banking,FIN-014,"G7 Cyber Expert Group PQC roadmap: January 2026 statement coordinated by U.S. Treasury and Bank of England establishes G7-wide framework for financial sector quantum-safe migration. Calls for cryptographic inventory, vendor roadmap alignment, and coordinated transition planning across G7 financial systems.",High,"G7 financial infrastructure, cross-border payment systems, correspondent banking TLS","ML-KEM, ML-DSA, hybrid implementations, coordinated G7 PQC standards",G7 Cyber Expert Group Statement (U.S. Treasury),https://home.treasury.gov/news/press-releases/sb0355,75,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Government / Defense,GOV-006,Protocol downgrade on classified networks: Forcing fallback to vulnerable algorithms during VPN/TLS negotiation on classified systems.,Medium-High,"IKEv2, TLS negotiation","Strict hybrid enforcement, ML-KEM",CISA Post-Quantum Cryptography Initiative,https://www.cisa.gov/quantum,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Government / Defense,GOV-007,Five Eyes interoperability challenges: Cross-border PKI and encrypted communications require coordinated PQC migration across allied nations.,Medium,"Interoperable PKI, shared encryption",NIST PQC alignment across allies,NIST PQC Standardization,https://csrc.nist.gov/projects/post-quantum-cryptography,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Government / Defense,GOV-008,Defense supply chain firmware attack: Quantum forgery of firmware signing enables malicious code in military systems and weapons platforms.,High,RSA/ECDSA firmware signing,"LMS/XMSS, ML-DSA",NIST SP 800-208 Stateful HBS,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-208.pdf,10,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Government / Defense,GOV-009,Satellite communication interception: Military and intelligence satellite uplink/downlink communications vulnerable to quantum decryption. Space-based QKD deployment ongoing but limited.,Critical,"RSA, ECDSA satellite crypto","Quantum Key Distribution, ML-KEM",Aerospace Corporation QKD Report,https://aerospace.org/article/unlocking-quantum-key-distribution-space-asset-cybersecurity,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Government / Defense,GOV-010,GNSS jamming and PNT disruption: GPS/Galileo signals vulnerable to spoofing. Quantum sensing threatens stealth capabilities. UK investing £8M in quantum navigation systems.,High,GNSS authentication,"Quantum-based PNT, inertial navigation",UK Quantum Navigation Program,https://www.aerospacetestinginternational.com/features/how-quantum-sensors-will-unlock-aviations-potential.html,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Government / Defense,GOV-011,CNSA 2.0 compliance deadline pressure: NSS acquisitions must be CNSA 2.0 compliant by January 2027. Current vendor ecosystem lacks certified implementations creating procurement crisis.,Critical,"Federal PKI, NSS communications, classified systems, defense supply chain","FIPS 140-3 validated PQC modules, CMVP certification acceleration",NSA CNSA 2.0 Guidance,https://media.defense.gov/2022/Sep/07/2003071834/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS_.PDF,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,CNSA-2.0
Government / Defense,GOV-012,Federal PQC product category list gap: CISA December 2025 product category list followed by approved products list. Vendors without PQC FIPS validation risk federal contract exclusion.,High,"COTS products, federal IT infrastructure, defense systems","NIST FIPS 203/204/205 compliance, ACVP testing, vendor roadmaps",CISA Quantum Initiative,https://www.cisa.gov/quantum,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-008,Femtech and reproductive health data exposure: Women's health apps and fertility tracking devices storing highly sensitive reproductive data for decades. Q-Day threatens permanent privacy loss.,High,"Mobile app encryption, cloud TLS","Hybrid encryption, ML-KEM",Quantum Cryptography Medical Devices,https://www.nature.com/articles/s41746-025-02082-3,30,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-009,Medical device supply chain attacks: Custom ASIC and semiconductor supply chain for medical devices vulnerable to backdoor insertion and firmware compromise.,High,"Secure boot, firmware signing","PQC-enabled secure elements, ML-DSA",SEALSQ Medical PQC Integration,https://www.globenewswire.com/news-release/2025/12/11/3203926/0/en/SEALSQ-Enters-the-Healthcare-Industry-Through-IC-Alps-Delivering-Custom-Integrated-Chip-Solutions-and-Post-Quantum-Protection-for-Next-Generation-Medical-Devices.html,10,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-010,FDA PQC compliance timeline: Medical devices must align with NIST standards by 2030 per FDA guidance. Devices with 10-20 year lifecycles being deployed now will be vulnerable.,Critical,"RSA, ECDSA in medical devices",FIPS 203/204/205 compliance,FDA Medical Device Quantum Compliance,https://www.medcrypt.com/blog/preparing-for-the-post-quantum-era-what-medical-device-manufacturers-need-to-know,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-011,Healthcare data breach quantum threat: 677 major breaches in 2024 compromising 182M+ records. Only 4% of sensitive healthcare cloud data properly encrypted. Thales 2025 report shows 58% evaluating PQC.,Critical,"Cloud encryption, database TLS","PQC prototyping, hybrid deployment",Thales Healthcare Data Threat Report,https://www.cdotrends.com/story/4822/healthcares-data-breach-victory-lap-gets-crashed-quantum-computing,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-012,Healthcare cloud encryption crisis: Only 4% of healthcare operators encrypted 80%+ of sensitive cloud data. Thales 2025 report shows 58% evaluating PQC but low actual deployment.,Critical,"EHR databases, medical imaging, patient portals, health information exchanges","Immediate cloud encryption deployment, ML-KEM-768, AES-256-GCM",Thales Healthcare Data Threat Report,https://cpl.thalesgroup.com/,100,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-013,Medical device lifecycle quantum exposure: FDA guidance requires PQC alignment by 2030. Devices with 10-20 year lifecycles being deployed now will be vulnerable. 465000+ pacemakers affected by crypto failures.,Critical,"Implantable device crypto, medical IoT, remote patient monitoring, BLE pairing","Crypto-agile device design, hybrid firmware updates, ML-DSA signing",FDA Medical Device Cybersecurity,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,50,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Healthcare / Pharmaceutical,HLTH-014,FDA premarket cybersecurity guidance: FDA finalized guidance (September 2023) under Section 524B of FD&C Act (Consolidated Appropriations Act 2023). Requires cryptographic risk assessment and Software Bill of Materials for new device submissions. Medical devices with 10-20 year lifecycles deploying now will operate into the CRQC era.,High,"RSA-2048, ECDSA in device firmware, TLS in medical devices, PKI for device authentication","ML-KEM-768, ML-DSA, crypto-agile firmware update mechanisms",FDA Premarket Cybersecurity Guidance 2023,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cybersecurity-medical-devices-quality-system-considerations-and-content-premarket-submissions,80,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
Insurance,INS-004,"Digital identity verification and fraud detection: e-KYC, identity verification, and anti-fraud AI systems vulnerable to quantum attacks.",Medium-High,"Biometric encryption, e-KYC",PQC-enabled identity systems,NAIC Cybersecurity Model Law,https://content.naic.org/,5,,,,,,,,,,,deprecated,2026-05-10,Removed in consolidation; archived for self-containment,
