product_id,software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,purl_coverage_flag,data_quality_notes
leancrypto,leancrypto,pkg:github/wolfeidau/leancrypto,github,wolfeidau,leancrypto,exact,matched,https://github.com/wolfeidau/leancrypto,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
ledger-enterprise,Ledger Enterprise,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Ledger Enterprise'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
let-s-encrypt,Let's Encrypt,pkg:github/letsencrypt/boulder,github,letsencrypt,boulder,exact,matched,https://github.com/letsencrypt/boulder,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
liboqs,liboqs,pkg:github/open-quantum-safe/liboqs,github,open-quantum-safe,liboqs,exact,matched,https://github.com/open-quantum-safe/liboqs,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
liboqs-rust-oqs-crate,liboqs-rust (oqs crate),pkg:cargo/oqs,cargo,,oqs,exact,matched,https://crates.io/crates/oqs,2026-04-01,purl_matched,"PURL verified. Source: cargo, 2026-05-06."
libressl,LibreSSL,pkg:github/libressl/portable,github,libressl,portable,manual,matched,https://github.com/libressl/portable,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
libreswan,Libreswan,pkg:github/libreswan/libreswan,github,libreswan,libreswan,exact,matched,https://github.com/libreswan/libreswan,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
libssh,libssh,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'libssh'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
linkerd,Linkerd,pkg:github/linkerd/linkerd2,github,linkerd,linkerd2,exact,matched,https://github.com/linkerd/linkerd2,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
linux-ima-evm,Linux IMA/EVM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Linux IMA/EVM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
linux-luks-dm-crypt,Linux LUKS / dm-crypt,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Linux LUKS / dm-crypt'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
lto-10-pqc-ready-tape,LTO-10 PQC-Ready Tape,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'LTO-10 PQC-Ready Tape'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
madquantum-cm-spain,MadQuantum-CM (Spain),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MadQuantum-CM (Spain)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
malaysia-nacsa-pqc-roadmap,Malaysia NACSA PQC Roadmap,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Malaysia NACSA PQC Roadmap'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mandiant-google-cloud,Mandiant (Google Cloud),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Mandiant (Google Cloud)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mariadb-server,MariaDB Server,pkg:github/MariaDB/server,github,MariaDB,server,exact,matched,https://github.com/MariaDB/server,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
marvell-liquidsecurity-2,Marvell LiquidSecurity 2,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Marvell LiquidSecurity 2'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mastercard-quantum-resistant-contactless,Mastercard Quantum-Resistant Contactless,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Mastercard Quantum-Resistant Contactless'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mavenir-cloud-ran,Mavenir Cloud RAN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Mavenir Cloud RAN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mbed-tls,Mbed TLS,pkg:github/Mbed-TLS/mbedtls,github,Mbed-TLS,mbedtls,exact,matched,https://github.com/Mbed-TLS/mbedtls,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
microchip-atecc608b,Microchip ATECC608B,pkg:github/MicrochipTech/cryptoauthlib,github,MicrochipTech,cryptoauthlib,exact,matched,https://github.com/MicrochipTech/cryptoauthlib,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
microchip-cryptoautomotive-ta100,Microchip CryptoAutomotive TA100,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microchip CryptoAutomotive TA100'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microchip-mec175xb-pqc-controllers,Microchip MEC175xB PQC Controllers,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microchip MEC175xB PQC Controllers'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microchip-polarfire,Microchip PolarFire,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microchip PolarFire'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-ad-cs,Microsoft AD CS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft AD CS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-azure,Microsoft Azure,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Azure'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-defender-for-endpoint,Microsoft Defender for Endpoint,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Defender for Endpoint'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-edge,Microsoft Edge,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Edge'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-entra-external-id,Microsoft Entra External ID,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Entra External ID'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-entra-id,Microsoft Entra ID,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Entra ID'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-entra-verified-id,Microsoft Entra Verified ID,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Entra Verified ID'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-hyper-v,Microsoft Hyper-V,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Hyper-V'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-intune,Microsoft Intune,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Intune'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-rds,Microsoft RDS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft RDS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-remote-desktop-services-rds,Microsoft Remote Desktop Services (RDS),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft Remote Desktop Services (RDS)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-signtool,Microsoft SignTool,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Microsoft SignTool'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
microsoft-symcrypt,Microsoft SymCrypt,pkg:github/microsoft/SymCrypt,github,microsoft,SymCrypt,exact,matched,https://github.com/microsoft/SymCrypt,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
mikrotik-routeros,MikroTik RouterOS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MikroTik RouterOS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mimecast-cloud-integrated,Mimecast Cloud Integrated,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Mimecast Cloud Integrated'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
minio-enterprise,MinIO Enterprise,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MinIO Enterprise'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mlkem-native,mlkem-native,pkg:github/pq-code-package/mlkem-native,github,pq-code-package,mlkem-native,exact,matched,https://github.com/pq-code-package/mlkem-native,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
mongodb-queryable-encryption,MongoDB Queryable Encryption,pkg:github/mongodb/libmongocrypt,github,mongodb,libmongocrypt,exact,matched,https://github.com/mongodb/libmongocrypt,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
mozilla-firefox,Mozilla Firefox,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Mozilla Firefox'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mtg-ag-cara,MTG AG CARA,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MTG AG CARA'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mtg-ag-clm,MTG AG CLM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MTG AG CLM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mtg-ag-kms,MTG AG KMS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MTG AG KMS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mullvad-vpn-app,Mullvad VPN App,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Mullvad VPN App'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
mysql-community-server,MySQL Community Server,pkg:github/mysql/mysql-server,github,mysql,mysql-server,exact,matched,https://github.com/mysql/mysql-server,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
mysql-enterprise-encryption,MySQL Enterprise Encryption,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'MySQL Enterprise Encryption'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ncsc-uk-pqc-migration-timelines,NCSC UK PQC Migration Timelines,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NCSC UK PQC Migration Timelines'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nec-5g-core,NEC 5G Core,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NEC 5G Core'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nedo-pqshield-japan-pqc-program,NEDO PQShield Japan PQC Program,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NEDO PQShield Japan PQC Program'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
netapp-ontap-9-16,NetApp ONTAP 9.16,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NetApp ONTAP 9.16'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
netsfere-pqc-messaging,NetSfere PQC Messaging,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NetSfere PQC Messaging'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
netskope-intelligent-dlp,Netskope Intelligent DLP,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Netskope Intelligent DLP'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
netskope-one-pqc,Netskope One PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Netskope One PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nexus-group-certificate-manager,Nexus Group Certificate Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nexus Group Certificate Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nginx,Nginx,pkg:github/nginx/nginx,github,nginx,nginx,exact,matched,https://github.com/nginx/nginx,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
nginx-plus,NGINX Plus,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NGINX Plus'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nginx-plus-r33-pqc,NGINX Plus R33 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NGINX Plus R33 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nimbus-jose-jwt,Nimbus JOSE+JWT,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nimbus JOSE+JWT'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nist-sp-800-227-pqc-guidance,NIST SP 800-227 PQC Guidance,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NIST SP 800-227 PQC Guidance'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nixos,NixOS,pkg:github/NixOS/nixpkgs,github,NixOS,nixpkgs,exact,matched,https://github.com/NixOS/nixpkgs,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
noble-post-quantum,noble-post-quantum,pkg:github/paulmillr/noble-post-quantum,github,paulmillr,noble-post-quantum,exact,matched,https://github.com/paulmillr/noble-post-quantum,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
node-js,Node.js,pkg:github/nodejs/node,github,nodejs,node,exact,matched,https://github.com/nodejs/node,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
nokia-quantum-safe-networks,Nokia Quantum-Safe Networks,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nokia Quantum-Safe Networks'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nokia-quantum-safe-railways,Nokia Quantum-Safe Railways,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nokia Quantum-Safe Railways'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nordvpn,NordVPN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NordVPN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
notary-project,Notary Project,pkg:github/notaryproject/notation,github,notaryproject,notation,exact,matched,https://github.com/notaryproject/notation,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
nozomi-networks-guardian,Nozomi Networks Guardian,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nozomi Networks Guardian'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nss-mozilla,NSS (Mozilla),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NSS (Mozilla)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ntt-pqc-secure-transport,NTT PQC Secure Transport,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NTT PQC Secure Transport'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nutanix-ahv,Nutanix AHV,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nutanix AHV'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nvidia-cupqc,Nvidia cuPQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Nvidia cuPQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nvidia-cupqc-sdk,NVIDIA cuPQC SDK,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NVIDIA cuPQC SDK'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nxp-edgelock-se051h,NXP EdgeLock SE051H,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NXP EdgeLock SE051H'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nxp-i-mx-94-pqc-processor,NXP i.MX 94 PQC Processor,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NXP i.MX 94 PQC Processor'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nxp-jcop-4-5-p71d600,NXP JCOP 4.5 P71D600,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NXP JCOP 4.5 P71D600'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nxp-orangebox-2-0-pqc,NXP OrangeBox 2.0 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NXP OrangeBox 2.0 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nxp-s32k5-automotive-pqc-mcu,NXP S32K5 Automotive PQC MCU,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NXP S32K5 Automotive PQC MCU'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nxp-se051-secure-element,NXP SE051 Secure Element,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NXP SE051 Secure Element'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
nzism-new-zealand-pqc-guidance,NZISM New Zealand PQC Guidance,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'NZISM New Zealand PQC Guidance'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
oauth-2-0-openid-connect-oidc,OAuth 2.0 / OpenID Connect (OIDC),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'OAuth 2.0 / OpenID Connect (OIDC)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
okta-integration-network,Okta Integration Network,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Okta Integration Network'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
okta-workforce-identity,Okta Workforce Identity,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Okta Workforce Identity'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
open-quantum-safe-liboqs,Open Quantum Safe liboqs,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Open Quantum Safe liboqs'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
openssh,OpenSSH,pkg:github/openssh/openssh-portable,github,openssh,openssh-portable,exact,matched,https://github.com/openssh/openssh-portable,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
openssl,OpenSSL,pkg:github/openssl/openssl,github,openssl,openssl,manual,matched,https://github.com/openssl/openssl,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
opensuse-leap,openSUSE Leap,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'openSUSE Leap'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
opentext-content-cloud,OpenText Content Cloud,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'OpenText Content Cloud'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
openvpn,OpenVPN,pkg:github/OpenVPN/openvpn,github,OpenVPN,openvpn,exact,matched,https://github.com/OpenVPN/openvpn,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
openwrt,OpenWrt,pkg:github/openwrt/openwrt,github,openwrt,openwrt,exact,matched,https://github.com/openwrt/openwrt,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
opera-browser-pqc,Opera Browser PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Opera Browser PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
opnsense,OPNsense,pkg:github/opnsense/core,github,opnsense,core,exact,matched,https://github.com/opnsense/core,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
oqs-docker-images-nginx-curl-haproxy,"OQS Docker Images (nginx, curl, haproxy)",,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,"No PURL match for 'OQS Docker Images (nginx, curl, haproxy)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org"
oqs-openssl-provider,OQS-OpenSSL Provider,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'OQS-OpenSSL Provider'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
oqs-provider,oqs-provider,pkg:github/open-quantum-safe/oqs-provider,github,open-quantum-safe,oqs-provider,exact,matched,https://github.com/open-quantum-safe/oqs-provider,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
oracle-ai-database-26ai,Oracle AI Database 26ai,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Oracle AI Database 26ai'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
oracle-key-vault,Oracle Key Vault,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Oracle Key Vault'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
oracle-linux-9-7,Oracle Linux 9.7,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Oracle Linux 9.7'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
orange-business-pqc-wan,Orange Business PQC WAN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Orange Business PQC WAN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ovhcloud-qrng-ssl,OVHcloud QRNG SSL,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'OVHcloud QRNG SSL'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
packetlight-pqc-optical-encryption,PacketLight PQC Optical Encryption,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'PacketLight PQC Optical Encryption'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
palo-alto-cortex-xdr,Palo Alto Cortex XDR,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Palo Alto Cortex XDR'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
palo-alto-globalprotect,Palo Alto GlobalProtect,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Palo Alto GlobalProtect'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
palo-alto-pan-os,Palo Alto PAN-OS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Palo Alto PAN-OS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
palo-alto-prisma-sase,Palo Alto Prisma SASE,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Palo Alto Prisma SASE'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
palo-alto-quantum-safe-security,Palo Alto Quantum-Safe Security,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Palo Alto Quantum-Safe Security'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
paradym-animo-solutions,Paradym (Animo Solutions),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Paradym (Animo Solutions)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
paramiko-python-ssh,Paramiko (Python SSH),pkg:github/paramiko/paramiko,github,paramiko,paramiko,exact,matched,https://github.com/paramiko/paramiko,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
