industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason
51,IT-003,"NIST FIPS 203/204/205 standardization milestone: First official PQC standards published August 2024. FIPS 203 (ML-KEM), FIPS 204 (ML-DSA), FIPS 205 (SLH-DSA) provide the foundation for all PQC migration. CMVP validation of implementations is ongoing with first validated modules expected 2025-2026.",Critical,All RSA/ECDSA/ECDH implementations requiring FIPS compliance,"FIPS 203 (ML-KEM-512/768/1024), FIPS 204 (ML-DSA-44/65/87), FIPS 205 (SLH-DSA)",NIST FIPS 203/204/205 Post-Quantum Cryptography Standards,https://csrc.nist.gov/projects/post-quantum-cryptography,90,pqc-101|compliance-strategy|migration-program,nist-csrc,public/threats/IT-003.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
51,IT-004,"SLSA supply chain security quantum gap: SLSA (Supply Levels for Software Artifacts) v1.0 defines provenance requirements for software builds. SLSA Level 3 requires isolated, ephemeral build environments and platform-generated provenance (the HSM-backed-keys requirement from deprecated SLSA v0.1 Level 4 is not part of v1.0 Level 3). Sigstore/Cosign primarily uses keyless signing — ephemeral ECDSA keys bound to OIDC identity tokens via Fulcio CA. The long-term Fulcio CA root and Rekor transparency log signing keys are the main persistent quantum-vulnerable surface.",Critical,"Fulcio CA long-term ECDSA root, Rekor transparency log signing, ephemeral ECDSA signing certificates, container image attestations","ML-DSA code signing, SLH-DSA for long-term artifacts, SLSA PQC integration",SLSA Supply Chain Security Framework (OpenSSF),https://slsa.dev/spec/v1.0/,80,code-signing|vendor-risk|platform-eng-pqc,openssf,public/threats/IT-004.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: SLSA v1.0 Level 3 does NOT mandate HSM; Cosign primary mode is keyless/ephemeral, not persistent ECDSA.",60,,active,,
51,IT-005,"Authentication infrastructure quantum vulnerability: Enterprise authentication systems including X.509 digital certificates, SAML assertions, OAuth/OIDC tokens, and FIDO2 attestation rely on quantum-vulnerable PKI. FIDO Alliance has published a PQC roadmap for WebAuthn migration. Migration to PQC-compatible credential systems requires coordinated ecosystem updates.",High,"X.509 certificates, SAML assertions, OAuth/OIDC tokens, FIDO2 attestation keys","Hybrid certificate chains, ML-DSA certificates, PQC-enabled FIDO2 per FIDO Alliance roadmap",FIDO Alliance PQC Roadmap,https://fidoalliance.org/white-paper-addressing-fido-alliances-technologies-in-post-quantum-world/,75,pki-workshop|api-security-jwt|iam-pqc,fido-alliance,public/threats/IT-005.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
54,LEG-001,"eIDAS Qualified Electronic Signature quantum gap: eIDAS Regulation (EU 910/2014) defines the legal framework for Qualified Electronic Signatures (QES); cryptographic algorithm requirements are specified in ETSI TS 119 312 (referenced via Commission implementing decisions). Current ETSI guidance designates RSA and ECDSA as suitable algorithms. QES with proper long-term archival validation (AdES-A profiles per ETSI EN 319 102-1, with periodic re-timestamping) are engineered to remain valid as underlying algorithms deprecate; QES WITHOUT long-term augmentation face repudiation risk when RSA/ECDSA are broken.",Critical,"RSA-2048/4096, ECDSA P-256/P-384, SHA-256 in AdES formats (XAdES, PAdES, CAdES)","ML-DSA-65/87, SLH-DSA for long-term archival signatures, XMSS",eIDAS Regulation EU 910/2014 + ETSI TS 119 312,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0910,85,email-signing|stateful-signatures|pki-workshop|data-asset-sensitivity,ec,public/threats/LEG-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: algorithm specs are in ETSI TS 119 312 (not eIDAS regulation text). Added AdES-A long-term archival caveat.,60,,active,,
54,LEG-002,"EU eIDAS 2.0 PQC mandate: eIDAS 2.0 (EU 2024/1183, in force May 2024) introduces European Digital Identity Wallets (EUDI). Article 5a defines EUDI wallet functionality and recognition requirements. Cryptographic specifications for EUDI wallets are being developed in the Architecture Reference Framework (ARF) and Commission implementing acts. ETSI TS 119 312 (referenced by eIDAS implementing decisions) is under revision to address PQC algorithm suitability.",High,"ECDSA P-256, RSA-2048, ECDH in wallet authentication, X.509 certificates","ML-DSA-65/87, ML-KEM-768/1024, hybrid signature schemes",EU Regulation 2024/1183 (eIDAS 2.0),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1183,80,digital-id|pki-workshop|iam-pqc,ec,public/threats/LEG-002.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: Article 5a is functionality/recognition, not crypto agility. PQC specs are in ARF + implementing acts, not regulation text.",60,,active,,
54,LEG-003,Qualified timestamp quantum forgery risk: ETSI EN 319 422 governs qualified time-stamp authorities under the eIDAS framework using RFC 3161 time-stamp protocol. Timestamps cryptographically prove document existence at specific moments for legal evidence and IP filings. Quantum-capable adversaries could forge timestamps to backdate contracts or fabricate audit trails.,High,"RSA-2048/4096, ECDSA P-256/P-384 in RFC 3161 timestamp tokens, SHA-256","ML-DSA-65/87, SLH-DSA for long-term timestamp integrity",ETSI EN 319 422 Qualified Timestamp Policy,https://www.etsi.org/deliver/etsi_en/319400_319499/319422/01.01.01_60/en_319422v010101p.pdf,75,pki-workshop|stateful-signatures|email-signing,etsi-cyber,public/threats/LEG-003.pdf,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
54,LEG-004,"Court electronic evidence repudiation risk: As quantum computing advances, defense attorneys may challenge the integrity of digitally signed electronic evidence, arguing signatures could have been forged. This introduces reasonable doubt for any evidence authenticated solely with quantum-vulnerable cryptography. Courts will need to establish new standards for digital evidence admissibility in the post-quantum era.",High,"RSA/ECDSA signatures on court filings, evidence chain of custody, forensic reports","PQC re-signing with archival timestamps, SLH-DSA for evidence integrity",NIST SP 800-86 Guide to Integrating Forensic Techniques,https://csrc.nist.gov/pubs/sp/800/86/final,75,stateful-signatures|pki-workshop,nist-csrc,public/threats/LEG-004.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
51,MEDIA-001,Content encryption master key HNDL risk: AACS (Advanced Access Content System) protects Blu-ray and UHD content using RSA key hierarchy. Studio content libraries worth billions have indefinite commercial value. Master encryption keys harvested today enable future mass decryption of entire studio catalogs once CRQCs arrive.,Critical,"AACS RSA key hierarchy, PlayReady, FairPlay DRM key management","AES-256 with ML-KEM key wrapping, quantum-safe DRM key distribution",AACS Licensing Administrator Specifications,https://aacsla.com/aacs-specifications/,80,kms-pqc|hsm-pqc|quantum-threats|data-asset-sensitivity,nist-csrc,public/threats/MEDIA-002.html,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
51,MEDIA-002,"Streaming platform DRM quantum vulnerability: Major streaming services (Netflix, Disney+, Amazon) use Widevine, PlayReady, and FairPlay DRM systems with RSA key hierarchies for content license distribution. Combined global streaming revenue exceeds $100B annually with content catalogs representing irreplaceable IP.",Critical,"RSA key exchange in Widevine/PlayReady/FairPlay, content encryption keys, license server PKI","ML-KEM key wrapping, quantum-safe license distribution, AES-256 content encryption",AACS / Content Protection Standards,https://aacsla.com/aacs-specifications/,75,kms-pqc|hsm-pqc|tls-basics,aacs,public/threats/MEDIA-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
51,MEDIA-003,Broadcast encryption quantum vulnerability: DVB (Digital Video Broadcasting) conditional access systems use RSA and ECDSA in the Entitlement Control Message (ECM) and Entitlement Management Message (EMM) key management layer and device certificate authentication — that is the quantum-vulnerable surface. DVB-CSA (Common Scrambling Algorithm) is the symmetric content scrambling layer and is not directly quantum-threatened in the same way as RSA. Broadcast content protection keys distributed via DVB-S2 have multi-year validity.,High,"DVB conditional access ECM/EMM RSA/ECDSA, broadcast entitlement management PKI, device certificate authentication","AES-128/256 CAS upgrade, ML-KEM for ECM distribution",DVB Project — Conditional Access System Standards,https://dvb.org/solutions/security/,75,kms-pqc|hsm-pqc|iot-ot-pqc,dvb-project,public/threats/MEDIA-003.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: DVB-CSA is symmetric, not quantum-broken. Quantum exposure is in the ECM/EMM key management layer (RSA/ECDSA).",60,,active,,
52,PCI-001,"Payment card EMV quantum exposure: EMVCo specifications define chip card authentication: SDA (Static Data Authentication), DDA (Dynamic Data Authentication), and CDA (Combined DDA/Application Cryptogram) use RSA per EMV Book 2. ECDSA P-256 appears in newer contactless EMV implementations (e.g., Visa's fEMV and certain contactless profiles). There are approximately 10+ billion EMV cards in circulation globally. EMV card replacement cycles of 2-5 years provide a natural migration window.",Critical,"EMV RSA (SDA/DDA/CDA per Book 2), ECDSA P-256 (fEMV / newer contactless), payment terminal certificates, card authentication cryptograms","ML-DSA hybrid offline authentication, FN-DSA for constrained chip environments",EMVCo Book 2 Security and Key Management,https://www.emvco.com/specifications/,80,iot-ot-pqc|hybrid-crypto|emv-payment-pqc,emvco,public/threats/PCI-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: SDA/DDA/CDA use RSA (not ECDSA P-256). ECDSA appears in newer contactless implementations only.,60,,active,,
52,PCI-002,"PCI DSS cryptographic migration requirements: PCI DSS 4.0 Requirement 12.3.3 (documented cipher suite inventory + weak cryptography remediation plan) became a firm requirement on April 1, 2025 (previously a best practice). PCI SSC has published PQC guidance but PCI DSS 4.0 does not mandate specific PQC algorithms. Requirement 4.2.1 mandates strong cryptography for cardholder data transmission.",High,"TLS protecting payment data, RSA/ECDSA certificates, HSM key wrapping for card data","PQC-enabled payment HSMs, hybrid TLS 1.3, ML-KEM for key exchange",PCI Security Standards Council DSS 4.0.1,https://www.pcisecuritystandards.org/document_library/,80,compliance-strategy|tls-basics|kms-pqc|hsm-pqc|emv-payment-pqc,pci-ssc,public/threats/RETAIL-001.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Specified April 1, 2025 (not ""March 2025"") for Req 12.3.3; clarified it's cipher inventory + remediation, not generic crypto inventory.",60,,active,,
52,PCI-003,PIN block encryption quantum vulnerability: PIN encryption at scale relies on 3DES DUKPT; the quantum attack surface is the RSA-based key injection ceremony at Key Injection Facilities (KIFs) used to load base derivation keys into terminals — quantum forgery of RSA key transport enables malicious key injection at scale. AES-256 DUKPT provides quantum-resistant symmetric alternative but terminal hardware replacement required at massive scale.,High,"3DES DUKPT base derivation keys, RSA key injection, PIN encryption","AES-256 DUKPT, ML-KEM key injection, quantum-safe PIN encryption",PCI PIN Security Requirements,https://www.pcisecuritystandards.org/document_library/,80,kms-pqc|hsm-pqc|hybrid-crypto|emv-payment-pqc,pci-ssc,public/threats/RETAIL-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
48,RAIL-001,"Railway signaling quantum vulnerability: ETCS (European Train Control System) Level 2 and CBTC (Communications Based Train Control) use PKI for train-to-ground key management. ETCS Baseline 3 euroradio message authentication (UNISIG Subset-037) uses symmetric AES-CMAC — sub-millisecond safety latency makes per-message ECDSA infeasible. RSA/ECDSA in ETCS appears in the key management infrastructure that distributes symmetric session keys to on-board units (KMC, KMAC).",Critical,"ETCS Key Management Centre (KMC) RSA/ECDSA, KMAC certificates, AES-CMAC session keys (symmetric — distributed via quantum-vulnerable PKI), rail PKI, interlocking system certificates","ML-DSA for signaling authentication, PQC-enabled FRMCS, hybrid railway protocols",UNISIG Subset-037 / Subset-038 (ETCS Baseline 3),https://www.era.europa.eu/domains/infrastructure/european-rail-traffic-management-system-ertms_en,80,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|network-security-pqc,era-rail,public/threats/RAIL-001.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 Pass-2 fix: Subset-037 Baseline 3 uses 3DES-based MAC (ISO 9797-1 MAC alg 3), not AES-CMAC. AES is planned for FRMCS / future baselines. 2026-05-18 accuracy fix: Major correction: euroradio uses AES-CMAC (Subset-037) not ECDSA. Quantum risk is the PKI key distribution layer (KMC/KMAC).",60,,active,,
48,RAIL-002,"Transit ticketing and access control quantum exposure: ISO/IEC 14443 contactless smart cards and NFC-based ticketing systems used by transit authorities worldwide rely on cryptographic authentication. MIFARE DESFire and similar platforms use AES/3DES symmetric encryption (quantum-resistant) but PKI infrastructure for card issuance, key management systems, and back-office settlement use RSA/ECDSA.",High,"Ticketing PKI, key management RSA/ECDSA, back-office settlement TLS, mobile ticketing","ML-KEM for key management, ML-DSA for PKI, PQC-enabled mobile ticketing",ISO/IEC 14443 Contactless Card Standards,https://shieldworkz.com/blogs/a-deep-dive-into-cenelec-ts-50701-for-railway-cybersecurity,75,pki-workshop|kms-pqc|hsm-pqc|iot-ot-pqc,iso-iec-sc27,public/threats/RAIL-002.html,yes,ISO,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — ISO standard 73598 is paywalled; CENELEC TS 50701 railway cybersecurity explainer used as accessible alternative.,85,,active,,
44,RETAIL-001,E-commerce payment flow quantum vulnerability: PCI DSS 4.0.1 requires strong cryptography for online payment processing but TLS protecting checkout flows uses RSA/ECDSA key exchange vulnerable to quantum attacks. E-commerce transaction volume exceeds $6 trillion globally with payment data in transit continuously exposed.,Critical,"TLS 1.2/1.3 RSA/ECDSA key exchange, payment tokenization, POS encryption","Hybrid TLS 1.3 with ML-KEM, PQC-enabled payment gateways, quantum-safe tokenization",PCI Security Standards Council,https://www.pcisecuritystandards.org/document_library/,80,tls-basics|hybrid-crypto|compliance-strategy|emv-payment-pqc|web-gateway-pqc,pci-ssc,public/threats/RETAIL-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
44,RETAIL-002,"Customer data HNDL exposure: Retailers store customer PII, loyalty program data, payment history, and behavioral analytics for 5-10+ years for marketing and compliance. NIST Cybersecurity Framework identifies data protection as core function. Encrypted customer databases harvested today become readable with CRQCs.",High,"Database encryption (RSA/ECDSA key management), CRM system TLS, loyalty platform crypto","ML-KEM for database key management, AES-256-GCM, hybrid encryption for customer data",NIST Cybersecurity Framework,https://www.nist.gov/cyberframework,75,quantum-threats|kms-pqc|hsm-pqc|database-encryption-pqc|data-asset-sensitivity,nist-csrc,public/threats/RETAIL-002.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
44,RETAIL-003,"Retail supply chain authentication: GS1 standards govern product identification and supply chain visibility for billions of products globally. RFID, EDI (AS2/AS4), and electronic product codes use digital signatures for authentication. Quantum forgery enables counterfeit product injection and supply chain manipulation.",High,"EDI AS2/AS4 encryption, RFID authentication, GS1 Digital Link signatures","ML-DSA for supply chain signing, PQC-enabled EDI, quantum-safe RFID",GS1 Global Standards,https://www.gs1.org/standards/barcodes,75,code-signing|pki-workshop,gs1,,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — GS1 /standards returned 403; /standards/barcodes is accessible.,60,,active,,
48,SUPPLY-001,"Maritime cybersecurity quantum exposure: IMO MSC-FAL.1/Circ.3 guidelines address maritime cybersecurity. Maritime sector carries approximately 80% of world trade by volume. Port management systems, vessel identity PKI (used in ECDIS and GMDSS), and maritime VPN infrastructure use RSA/ECDSA — AIS itself is an unauthenticated broadcast protocol and is not quantum-affected until authenticated replacements are deployed.",High,"Port management system PKI, vessel identity certificate PKI, maritime VPN/TLS, electronic chart ECDIS authentication","ML-DSA for maritime authentication, PQC-enabled AIS, quantum-safe port systems",IMO Maritime Cyber Risk Management Guidelines,https://www.imo.org/en/OurWork/Security/Pages/Cyber-security.aspx,75,vpn-ssh-pqc|pki-workshop,imo,public/threats/SUPPLY-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
48,SUPPLY-002,Electronic Bill of Lading quantum vulnerability: DCSA standards for electronic Bills of Lading (eBL) enable digital trade documentation for containerized shipping. Digital signatures on eBL documents prove ownership and transfer rights for cargo worth billions. Quantum forgery enables cargo theft and trade document fraud.,High,"eBL digital signatures (RSA/ECDSA), trade document PKI, shipping platform TLS","ML-DSA for eBL signing, hybrid trade document certificates, PQC-enabled shipping platforms",DCSA Electronic Bill of Lading Standards,https://dcsa.org/standards/bill-of-lading,80,email-signing|pki-workshop,csa-cloud,public/threats/SUPPLY-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
48,SUPPLY-003,"Customs and cross-border trade quantum risk: WCO SAFE Framework of Standards governs security and facilitation of international trade. Digital certificates for customs declarations, AEO (Authorized Economic Operator) credentials, and single window systems use RSA/ECDSA. Quantum forgery enables customs fraud at global scale.",High,"Customs declaration digital signatures, AEO certificates, single window system PKI","ML-DSA for customs signing, PQC-enabled single window, quantum-safe AEO credentials",WCO SAFE Framework of Standards,https://www.wcoomd.org/en/topics/facilitation/instrument-and-tools/frameworks-of-standards/safe_package.aspx,75,pki-workshop|email-signing,wco,public/threats/SUPPLY-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
51,TELCO-001,"HNDL on subscriber data: Mobile network operators retain call detail records, location data, and encrypted communications for 2-10 years. 5G user data encrypted with vulnerable algorithms.",Critical,"RSA, ECDSA, ECDH (subscriber authentication and key exchange); AES-128 legacy bearers weakened by Grover's algorithm but not broken","ML-KEM-1024, ML-DSA, AES-256",GSMA Security Guidelines,https://www.gsma.com/solutions-and-impact/technologies/security/post-quantum/,80,quantum-threats|5g-security|network-security-pqc|data-asset-sensitivity,gsma,,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — GSMA security landing returned 403; GSMA Post-Quantum dedicated page is accessible and more relevant.,60,,active,,
51,TELCO-002,"GSMA PQC standardization progress: GSMA PQ.01 (PQC overview), PQ.02 (KEM migration guide), and PQ.03 (guidelines) have been published 2023-2024 by the GSMA Post-Quantum Telco Network Task Force, established in 2022. The Task Force coordinates operator PQC migration strategy. Network equipment vendors must support PQC in next-generation products.",High,"5G authentication (AKA), RAN encryption, IPsec/IKEv2 for network interconnects","3GPP PQC integration, ML-KEM for 5G security, hybrid authentication protocols",GSMA Post-Quantum Telco Network Taskforce,https://www.gsma.com/solutions-and-impact/technologies/security/post-quantum-telco-network-task-force/,80,5g-security|migration-program|compliance-strategy|network-security-pqc,gsma,,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Softened ""September 2022"" precision to ""2022"". Removed unverified PQ.03 v2.0 reference.",60,,active,,
51,TELCO-003,"5G network authentication quantum vulnerability: 3GPP TS 33.501 defines 5G security architecture. 5G subscriber authentication (5G-AKA, EAP-AKA') uses symmetric USIM credentials on the air interface — not RSA/ECDSA. ECDSA appears in 5G for NF (Network Function) and gNB certificates in the Service Based Architecture (N32 inter-operator interface, NRF registration). SUCI (Subscriber Concealment) uses ECIES per TS 33.501 Annex C — ECDH-based, not ECDSA. N2/N3 interface security relies on IPsec with IKEv2 and quantum-vulnerable DH key exchange — the primary quantum-vulnerable key exchange path in 5G.",High,"IKEv2 DH on N2/N3 IPsec, ECDSA NF/gNB certificates (SBA, N32), ECIES SUCI concealment, symmetric USIM-based 5G-AKA (resistant to Shor but reliant on PKI for key distribution)","3GPP Release 19+ PQC integration, ML-KEM for 5G SA, hybrid IKEv2",3GPP TS 33.501 5G Security Architecture,https://portal.3gpp.org/desktopmodules/Specifications/SpecificationDetails.aspx?specificationId=3169,75,5g-security|vpn-ssh-pqc|hybrid-crypto|network-security-pqc,etsi,public/threats/TELCO-003.html,no,,url_needs_review,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: Corrected source_url — previous URL pointed to 3GPP specifications-by-series index page; no TS 33.501 content. Replaced with 3GPP TS 33.501 specification details page. 2026-05-18 Pass-2 fix: TS 33.310 permits both RSA and ECDSA for NF certs (RSA common in practice). SUCI Profile A=X25519, Profile B=P-256 (key agreement, not signing). 2026-05-18 accuracy fix: Major correction: 5G-AKA is symmetric USIM-based, not RSA/ECDSA. SUCI uses ECIES (ECDH), not ECDSA. ECDSA appears in NF certificates only.",60,,active,,
51,TELCO-004,SIM card and eSIM authentication quantum vulnerability: Billions of SIM cards globally use RSA-2048 or ECDSA P-256 for authentication. GSMA eSIM remote provisioning (SGP.22) relies on PKI with quantum-vulnerable key exchange. SIM replacement cycles of 3-5 years provide a migration window but legacy devices will persist longer.,High,"RSA-2048, ECDSA P-256 in SIM authentication, eSIM remote provisioning PKI","ML-DSA for SIM authentication, PQC-enabled eSIM provisioning, hybrid schemes",GSMA eSIM Specification (SGP.22),https://www.gsma.com/solutions-and-impact/technologies/esim/esim-specification/,75,5g-security|pki-workshop|network-security-pqc|iam-pqc,gsma,,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — GSMA eSIM landing returned 403; eSIM Specification page with SGP.22 is accessible.,60,,active,,
51,TELCO-005,6G quantum-safe by design: 3GPP Release 19 includes an active Study Item (FS_PQC_5G in SA3) exploring PQC integration; normative requirements are expected in Release 20 or later — Release 19 has not adopted binding PQC mandates. ETSI ISG QSC (Quantum Safe Cryptography) has published multiple Group Report guidance documents in the GR QSC series. 6G standardization (target: 2030) provides opportunity to build PQC as a baseline requirement.,High,"6G authentication protocols, air interface encryption, network slicing, edge computing","Native ML-KEM/ML-DSA in 6G specifications, quantum-safe by design per ETSI QSC",ETSI ISG Quantum-Safe Cryptography / 3GPP,https://www.etsi.org/technologies/quantum-safe-cryptography,75,5g-security|hybrid-crypto|crypto-agility|network-security-pqc,etsi,public/threats/TELCO-005.html,no,,url_authoritative,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: Rel-19 PQC is Study Item (FS_PQC_5G), not adopted normative requirements. Softened ETSI ISG QSC document count claim.",60,,active,,
22,WATER-001,"Water treatment plant SCADA quantum vulnerability: America's Water Infrastructure Act (AWIA) of 2018 requires community water systems serving 3,300+ people to conduct risk and resilience assessments including cybersecurity. Water treatment SCADA systems use ICS protocols with RSA/ECDSA authentication. CISA identifies Water and Wastewater Systems as one of 16 critical infrastructure sectors. Equipment lifecycles of 15-25 years with limited remote update capability.",Critical,"SCADA/ICS authentication (RSA/ECDSA), VPN for remote monitoring, historian database encryption","IEC 62443 PQC update for water systems, ML-DSA for SCADA authentication, hybrid VPN",EPA America's Water Infrastructure Act (AWIA) 2018 / CISA,https://www.epa.gov/cyberwater/epa-cybersecurity-water-sector,75,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc,cisa,,no,CISA,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — EPA waterresilience URL returned 404; EPA Cybersecurity Water Sector page is the current hub.,60,,active,,
22,WATER-002,"Smart water infrastructure quantum exposure: AWWA (American Water Works Association) standards govern smart water metering, leak detection sensors, and distribution network monitoring using IoT-connected devices. Advanced Metering Infrastructure (AMI) for water utilities faces similar PQC migration challenges as energy smart meters — constrained devices with limited crypto-agility deployed for 10-15 year cycles.",High,"AMI mesh networking, smart meter PKI, SCADA remote terminal units, cloud platform TLS","Quantum-safe AMI protocols, ML-KEM for device provisioning, constrained device PQC",AWWA Cybersecurity Guidance for Water Utilities,https://www.awwa.org/resource/cybersecurity-guidance/,75,iot-ot-pqc|kms-pqc|hsm-pqc|energy-utilities-pqc|network-security-pqc,awwa,public/threats/WATER-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
61,EDU-001,Student PII harvest-now-decrypt-later exposure: FERPA mandates protection of student education records but does not address post-quantum cryptography. Student records including SSNs transcripts disciplinary records and health data are retained 60+ years. PowerSchool breach (2024) exposed 62 million student records demonstrating massive data aggregation risk. Encrypted student databases harvested today become readable once CRQCs arrive.,Critical,"RSA/ECDSA protecting student information systems, TLS for SIS/LMS platforms, database encryption key wrapping","ML-KEM for database key management, AES-256-GCM, quantum-safe TLS for EdTech platforms",FERPA / US Department of Education,https://studentprivacy.ed.gov/ferpa,80,quantum-threats|pqc-risk-management|data-asset-sensitivity|database-encryption-pqc,us-doe-ed,public/threats/EDU-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
61,EDU-002,SAML federation identity compromise: InCommon Federation provides SAML-based identity and access management for US research and education institutions. Federation metadata is signed with 4096-bit RSA keys. Quantum forgery of IdP signing keys enables forged SAML tokens and privilege escalation across all federated services including library systems research databases financial aid and student portals. eduroam WiFi authentication also relies on EAP with RADIUS using RSA/ECDSA certificates.,Critical,"RSA-4096 federation metadata signing, SAML assertion signatures (RSA/ECDSA), eduroam RADIUS certificates, EAP-TLS","ML-DSA for SAML assertion signing, PQC-enabled federation metadata, hybrid certificate chains for eduroam",Internet2 InCommon Federation / Jisc Trust and Identity,https://incommon.org/,80,pki-workshop|iam-pqc|hybrid-crypto,internet2,public/threats/EDU-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
