product_id,software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,cpe_coverage_flag,data_quality_notes,deprecated_at,deprecated_reason
mandiant-google-cloud,Mandiant (Google Cloud),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Mandiant (Google Cloud)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mariadb-server,MariaDB Server,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MariaDB Server' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
marvell-liquidsecurity-2,Marvell LiquidSecurity 2,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Marvell LiquidSecurity 2' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mastercard-quantum-resistant-contactless,Mastercard Quantum-Resistant Contactless,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Mastercard Quantum-Resistant Contactless' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mavenir-cloud-ran,Mavenir Cloud RAN,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Mavenir Cloud RAN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mbed-tls,Mbed TLS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Mbed TLS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microchip-atecc608b,Microchip ATECC608B,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microchip ATECC608B' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microchip-cryptoautomotive-ta100,Microchip CryptoAutomotive TA100,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microchip CryptoAutomotive TA100' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microchip-mec175xb-pqc-controllers,Microchip MEC175xB PQC Controllers,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microchip MEC175xB PQC Controllers' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microchip-polarfire,Microchip PolarFire,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microchip PolarFire' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-ad-cs,Microsoft AD CS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft AD CS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-azure,Microsoft Azure,cpe:2.3:a:microsoft:azure_active_directory_connect:1.1.524.0:*:*:*:*:*:*:*,microsoft,azure_active_directory_connect,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20azure,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
microsoft-defender-for-endpoint,Microsoft Defender for Endpoint,cpe:2.3:a:microsoft:defender_for_endpoint:-:*:*:*:*:-:*:*,microsoft,defender_for_endpoint,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20defender%20for%20endpoint,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
microsoft-edge,Microsoft Edge,cpe:2.3:a:microsoft:edge:-:*:*:*:*:*:*:*,microsoft,edge,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20edge,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
microsoft-entra-external-id,Microsoft Entra External ID,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft Entra External ID' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-entra-id,Microsoft Entra ID,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft Entra ID' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-entra-verified-id,Microsoft Entra Verified ID,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft Entra Verified ID' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-hyper-v,Microsoft Hyper-V,cpe:2.3:o:microsoft:windows_server_2008:-:-:*:*:datacenter_without_hyper-v:*:itanium:*,microsoft,windows_server_2008,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20hyper-v,2026-04-01,cpe_partial_match,Partial CPE match for 'Microsoft Hyper-V'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20hyper-v.,,
microsoft-intune,Microsoft Intune,cpe:2.3:a:microsoft:intune_endpoint_protection:-:*:*:*:*:*:*:*,microsoft,intune_endpoint_protection,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20intune,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
microsoft-rds,Microsoft RDS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft RDS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-remote-desktop-services-rds,Microsoft Remote Desktop Services (RDS),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft Remote Desktop Services (RDS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-signtool,Microsoft SignTool,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft SignTool' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
microsoft-symcrypt,Microsoft SymCrypt,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Microsoft SymCrypt' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mikrotik-routeros,MikroTik RouterOS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MikroTik RouterOS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mimecast-cloud-integrated,Mimecast Cloud Integrated,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Mimecast Cloud Integrated' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
minio-enterprise,MinIO Enterprise,cpe:2.3:a:miniorange:oauth_single_sign_on:48.4.9:*:*:*:enterprise:wordpress:*:*,miniorange,oauth_single_sign_on,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=minio%20enterprise,2026-04-01,cpe_partial_match,Partial CPE match for 'MinIO Enterprise'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=minio%20enterprise.,,
mlkem-native,mlkem-native,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'mlkem-native' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mongodb-queryable-encryption,MongoDB Queryable Encryption,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MongoDB Queryable Encryption' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mozilla-firefox,Mozilla Firefox,cpe:2.3:a:mozilla:firefox:-:*:*:*:*:*:*:*,mozilla,firefox,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mozilla%20firefox,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
mtg-ag-cara,MTG AG CARA,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MTG AG CARA' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mtg-ag-clm,MTG AG CLM,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MTG AG CLM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mtg-ag-kms,MTG AG KMS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MTG AG KMS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mullvad-vpn-app,Mullvad VPN App,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Mullvad VPN App' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
mysql-community-server,MySQL Community Server,cpe:2.3:a:mysql:mysql_community_server:-:*:*:*:*:*:*:*,mysql,mysql_community_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mysql%20community%20server,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
mysql-enterprise-encryption,MySQL Enterprise Encryption,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'MySQL Enterprise Encryption' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
ncsc-uk-pqc-migration-timelines,NCSC UK PQC Migration Timelines,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NCSC UK PQC Migration Timelines' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nec-5g-core,NEC 5G Core,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NEC 5G Core' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
netapp-ontap-9-16,NetApp ONTAP 9.16,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NetApp ONTAP 9.16' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
netsfere-pqc-messaging,NetSfere PQC Messaging,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NetSfere PQC Messaging' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
netskope-intelligent-dlp,Netskope Intelligent DLP,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Netskope Intelligent DLP' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
netskope-one-pqc,Netskope One PQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Netskope One PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nexus-group-certificate-manager,Nexus Group Certificate Manager,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nexus Group Certificate Manager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nginx,Nginx,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nginx' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nginx-plus,NGINX Plus,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NGINX Plus' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nginx-plus-r33-pqc,NGINX Plus R33 PQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NGINX Plus R33 PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nimbus-jose-jwt,Nimbus JOSE+JWT,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nimbus JOSE+JWT' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nist-sp-800-227-pqc-guidance,NIST SP 800-227 PQC Guidance,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NIST SP 800-227 PQC Guidance' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nixos,NixOS,cpe:2.3:o:nixos:nix:0.5:*:*:*:*:*:*:*,nixos,nix,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nixos%20nixos,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
noble-post-quantum,noble-post-quantum,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'noble-post-quantum' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
node-js,Node.js,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Node.js' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nokia-quantum-safe-networks,Nokia Quantum-Safe Networks,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nokia Quantum-Safe Networks' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nokia-quantum-safe-railways,Nokia Quantum-Safe Railways,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nokia Quantum-Safe Railways' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nordvpn,NordVPN,cpe:2.3:a:nordvpn:nordvpn:6.14.28.0:*:*:*:*:*:*:*,nordvpn,nordvpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nordvpn%20nordvpn,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
notary-project,Notary Project,cpe:2.3:a:notaryproject:notation:1.0.0:rc1:*:*:*:go:*:*,notaryproject,notation,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=notary%20project,2026-04-01,cpe_partial_match,Partial CPE match for 'Notary Project'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=notary%20project.,,
nozomi-networks-guardian,Nozomi Networks Guardian,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nozomi Networks Guardian' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nss-mozilla,NSS (Mozilla),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NSS (Mozilla)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
ntt-pqc-secure-transport,NTT PQC Secure Transport,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NTT PQC Secure Transport' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nutanix-ahv,Nutanix AHV,cpe:2.3:o:nutanix:ahv:-:*:*:*:*:*:*:*,nutanix,ahv,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nutanix%20ahv,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
nvidia-cupqc,Nvidia cuPQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Nvidia cuPQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nvidia-cupqc-sdk,NVIDIA cuPQC SDK,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NVIDIA cuPQC SDK' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nxp-edgelock-se051h,NXP EdgeLock SE051H,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NXP EdgeLock SE051H' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nxp-i-mx-94-pqc-processor,NXP i.MX 94 PQC Processor,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NXP i.MX 94 PQC Processor' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nxp-jcop-4-5-p71d600,NXP JCOP 4.5 P71D600,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NXP JCOP 4.5 P71D600' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nxp-orangebox-2-0-pqc,NXP OrangeBox 2.0 PQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NXP OrangeBox 2.0 PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nxp-s32k5-automotive-pqc-mcu,NXP S32K5 Automotive PQC MCU,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NXP S32K5 Automotive PQC MCU' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
nxp-se051-secure-element,NXP SE051 Secure Element,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'NXP SE051 Secure Element' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
oauth-2-0-openid-connect-oidc,OAuth 2.0 / OpenID Connect (OIDC),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'OAuth 2.0 / OpenID Connect (OIDC)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
okta-integration-network,Okta Integration Network,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Okta Integration Network' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
okta-workforce-identity,Okta Workforce Identity,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Okta Workforce Identity' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
open-quantum-safe-liboqs,Open Quantum Safe liboqs,cpe:2.3:a:openquantumsafe:liboqs:0.10.1:-:*:*:*:*:*:*,openquantumsafe,liboqs,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=open%20quantum%20safe%20liboqs,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
openssh,OpenSSH,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'OpenSSH' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
openssl,OpenSSL,cpe:2.3:a:openssl:openssl:-:*:*:*:*:*:*:*,openssl,openssl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openssl%20openssl,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
opensuse-leap,openSUSE Leap,cpe:2.3:o:opensuse_project:leap:42.2:*:*:*:*:*:*:*,opensuse_project,leap,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=opensuse%20leap,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
opentext-content-cloud,OpenText Content Cloud,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'OpenText Content Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
openvpn,OpenVPN,cpe:2.3:a:openvpn:openvpn:-:*:*:*:*:*:*:*,openvpn,openvpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openvpn%20openvpn,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
openwrt,OpenWrt,cpe:2.3:o:openwrt:lede:17.01:*:*:*:*:*:*:*,openwrt,lede,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openwrt%20openwrt,2026-04-01,cpe_partial_match,Partial CPE match for 'OpenWrt'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openwrt%20openwrt.,,
opera-browser-pqc,Opera Browser PQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Opera Browser PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
opnsense,OPNsense,cpe:2.3:a:opnsense:opnsense:16.1.16:*:*:*:*:*:*:*,opnsense,opnsense,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=opnsense%20opnsense,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
oqs-docker-images-nginx-curl-haproxy,"OQS Docker Images (nginx, curl, haproxy)",,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,"'OQS Docker Images (nginx, curl, haproxy)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe",,
oqs-openssl-provider,OQS-OpenSSL Provider,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'OQS-OpenSSL Provider' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
oqs-provider,oqs-provider,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'oqs-provider' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
oracle-ai-database-26ai,Oracle AI Database 26ai,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Oracle AI Database 26ai' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
oracle-key-vault,Oracle Key Vault,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Oracle Key Vault' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
oracle-linux-9-7,Oracle Linux 9.7,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Oracle Linux 9.7' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
orange-business-pqc-wan,Orange Business PQC WAN,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Orange Business PQC WAN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
ovhcloud-qrng-ssl,OVHcloud QRNG SSL,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'OVHcloud QRNG SSL' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
