Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl
Krzysztof (Kris) Kwiatkowski,United Kingdom,Cryptographer; Engineer,PQShield,Private,Industry Vendor,"Cryptographer and engineer at PQShield specializing in PQC implementations; creator of PQShield PQCryptoLib-Core (FIPS-certified), PQCryptoLib-SDK, and PQMicroLib-Core targeting embedded and general-purpose environments; co-author of the IETF hybrid ECDHE-ML-KEM key agreement draft for TLS 1.3 and the IETF PQC migration guidance draft; contributor to the NIST NCCoE PQC Migration practice guide (SP 1800-38C).",https://ui-avatars.com/api/?name=Krzysztof+Kris+Kwiatkowski&background=0b0d17&color=a78bfa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/krzysiekkwiatkowski/,draft-ietf-tls-ecdhe-mlkem-04;draft-kwiatkowski-pquip-pqc-migration-00;NIST NCCoE SP 1800-38C;draft-ietf-pquip-pqc-hsm-constrained-03,https://datatracker.ietf.org/doc/draft-ietf-tls-ecdhe-mlkem/; https://datatracker.ietf.org/doc/draft-kwiatkowski-pquip-pqc-migration/; https://csrc.nist.gov/pubs/sp/1800/38/iprd; https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-hsm-constrained/,ietf,no,,Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.,active,,,
Dr. Vladimir Soukharev,Canada,VP Cryptographic Technology,Keyfactor (InfoSec Global),Private,Industry Vendor,"VP of Cryptographic Technology at Keyfactor (InfoSec Global); leads cryptographic R&D with focus on PQC, Cryptographic Agility, and Cryptographic Discovery & Analytics; Ph.D. from University of Waterloo under David Jao specializing in cryptography; contributor to NCCoE, NIST, and Quantum-Safe Canada government PQC initiatives; published at PQCrypto, Financial Cryptography, and the Journal of Mathematical Cryptology; member of CryptoWorks21 and Centre for Applied Cryptographic Research.",https://ui-avatars.com/api/?name=Vladimir+Soukharev&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.keyfactor.com/,https://www.linkedin.com/in/vladimir-soukharev-ph-d-960bb3109/,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025;NIST NCCoE SP 1800-38C,https://cpl.thalesgroup.com/blog/encryption/quantum-readiness-collaborative-path-infosec-global-thales; https://csrc.nist.gov/pubs/sp/1800/38/iprd,thales-research,no,,Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.,active,,,
Dr. Ludovic Perret,France,CEO and Co-Founder; Senior Researcher,CryptoNext Security;Sorbonne Université (LIP6/CNRS);Inria,Private,Industry Vendor,Co-founded and leads CryptoNext Security; leading quantum-safe cryptography vendor; RESQUE consortium member; provides C-QSC quantum-safe cryptographic library compliant with ANSSI and BSI guidelines. Also Senior Researcher at Sorbonne Université/CNRS (LIP6) and Inria; expert in algebraic cryptanalysis; contributed to breaking several NIST PQC candidates; research on multivariate and code-based systems.,https://ui-avatars.com/api/?name=Ludovic+Perret&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.cryptonext-security.com/,https://www.linkedin.com/in/ludovic-perret-37a12524/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Jean-Noël de Galzain,France,Founder and CEO,WALLIX Group,Private,Industry Vendor,Founder and CEO of WALLIX Group; French privileged access management and cybersecurity leader; advocate for European digital sovereignty and quantum-safe identity management.,https://ui-avatars.com/api/?name=Jean-Noel+Galzain&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.wallix.com/,https://www.linkedin.com/in/jndegalzain-cybersecurity-privacy-entrepreneurship/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Skip Sanzeri,USA,Founder & COO,QuSecure,Private,Industry Vendor,Co-founded PQCA founding member company; QuProtect platform deployed with U.S. Department of Defense; raised $28M Series A (2023).,https://ui-avatars.com/api/?name=Skip+Sanzeri&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.qusecure.com/,https://www.linkedin.com/in/skipsanzeri/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Duncan Jones,UK,Head of Cybersecurity,Quantinuum,Private,Industry Vendor,Leads cybersecurity for quantum computing company; Quantum-Safe 360 Alliance member; developed PQC Starter Kit with Thales (2024).,https://ui-avatars.com/api/?name=Duncan+Jones&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.quantinuum.com/,https://www.linkedin.com/in/duncanjones/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Prof. Florian Mendel,Germany,Cryptographer and Security Architect,Infineon Technologies,Private,Industry Adopter,Cryptographer and Security Architect at Infineon Technologies; expert in hash functions and symmetric cryptography; extensive contributions to cryptographic standards and implementations for embedded security.,https://ui-avatars.com/api/?name=Florian+Mendel&background=0b0d17&color=10b981&size=128&bold=true,https://www.infineon.com/,https://www.linkedin.com/in/florianmendel/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Joppe Bos,Belgium,Cryptographic Researcher,NXP Semiconductors,Private,Algorithm Inventor,Co-author of Kyber and Frodo; expertise in efficient lattice implementations for embedded systems.,https://ui-avatars.com/api/?name=Joppe+Bos&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.joppebos.com/,https://www.linkedin.com/in/joppebos/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS 203
Dr. Gregor Seiler,Switzerland,Research Scientist,IBM Research Europe Zurich,Private,Algorithm Inventor,Co-designer of Dilithium; led optimized implementations; contributor to FALCON signature scheme.,https://ui-avatars.com/api/?name=Gregor+Seiler&background=0b0d17&color=f59e0b&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/in/gregor-seiler-118299231/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS 204
Dr. Carlos Aguilar Melchor,France,Chief Cybersecurity Scientist,SandboxAQ,Private,Algorithm Inventor,Principal developer of HQC since 2000s; demonstrated HQC resolved 40-year-old open problem in code-based key exchanges.,https://ui-avatars.com/api/?name=Carlos+Aguilar+Melchor&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.sandboxaq.com/,https://www.linkedin.com/in/carlos-aguilar-melchor/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS-207-HQC
Mark Hughes,USA,Global Managing Partner Consulting Cybersecurity,IBM,Private,Industry Vendor,Leads IBM's quantum-safe consulting; IBM z17 mainframe launched with PQC Crypto Engine and NIST-standard APIs (Jun 2025); partnered with Palo Alto Networks (Nov 2025) for Quantum-Safe Readiness solution.,https://ui-avatars.com/api/?name=Mark+Hughes&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.ibm.com/quantum/quantum-safe,https://www.linkedin.com/in/markhughesibm/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Jack Hidary,USA,CEO,SandboxAQ,Private,Industry Vendor,"Founded quantum group at Alphabet (2016), led spinout (2022); author of 'Quantum Computing: An Applied Approach'; founding member of PQC Alliance (Feb 2024).",https://ui-avatars.com/api/?name=Jack+Hidary&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.sandboxaq.com/,https://www.linkedin.com/in/jackhidary/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Ali El Kaafarani,UK,CEO and Founder,PQShield,Private,Industry Vendor,Leading NIST PQC standardization contributor; contributed RISC-V crypto extensions; raised $65.3M including $37M Series B (Jun 2024).,https://ui-avatars.com/api/?name=Ali+El+Kaafarani&background=0b0d17&color=a78bfa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/ali-el-kaafarani/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Amit Sinha,USA,CEO,DigiCert,Private,Industry Vendor,Named CEO Oct 2022; leading World Quantum Readiness Day initiative; launched DigiCert ONE platform supporting PQC.,https://ui-avatars.com/api/?name=Amit+Sinha&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.digicert.com/,https://www.linkedin.com/in/amitsinha/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Atsushi Yamada,Canada,CEO,ISARA Corporation,Private,Industry Vendor,Appointed CEO May 2023; pioneer of hybrid certificate approach with public patents; developed ISARA Catalyst Crypto Agile PKI platform.,https://ui-avatars.com/api/?name=Atsushi+Yamada&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.isara.com/,https://www.linkedin.com/in/atsushi-yamada-4a990167/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Shahram Mossayebi,UK,CEO and Co-Founder,Crypto Quantique,Private,Industry Vendor,Founded company (2016) for IoT security using quantum technologies; created QDID—world's first quantum-driven secure silicon chip.,https://ui-avatars.com/api/?name=Shahram+Mossayebi&background=0b0d17&color=a78bfa&size=128&bold=true,https://crypto-quantique.com/,https://www.linkedin.com/in/mossayebi/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Rebecca Krauthamer,USA,CEO and Co-Founder,QuSecure,Private,Industry Vendor,Led $28M Series A; launched QuProtect—first end-to-end PQC software platform (May 2022); customers include U.S. Army and Air Force.,https://ui-avatars.com/api/?name=Rebecca+Krauthamer&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.qusecure.com/,https://www.linkedin.com/in/rkrauthamer/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Greg Wetmore,USA/Canada,VP of Software Development,Entrust,Private,Industry Vendor,Leads Entrust Strong Identities and Trusted Infrastructure; proposed only IETF draft for composite (hybrid) certificates; NIST NCCoE participant.,https://ui-avatars.com/api/?name=Greg+Wetmore&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.entrust.com/,https://www.linkedin.com/in/gregwetmore/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Phil Venables,USA,Venture Partner; Former CISO,Ballistic Ventures (former Google Cloud),Private,Industry Adopter,"Former VP Technical Infrastructure Security and CISO at Google Cloud (departed Apr 2025); led Google's multi-pronged PQC strategy: testing in Chrome since 2016, protecting internal comms since 2022, contributing to NIST standards; now Venture Partner at Ballistic Ventures.",https://ui-avatars.com/api/?name=Phil+Venables&background=0b0d17&color=10b981&size=128&bold=true,https://ballisticventures.com/,https://www.linkedin.com/in/philvenables/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Sophie Schmieg,USA,Senior Cryptography Engineer,Google,Private,Industry Adopter,Enabled PQC on Google's ALTS protocol (2022) with hybrid NTRU-HRSS + X25519; co-authored SPHINCS+; maintains PQC in BoringCrypto and Tink.,https://ui-avatars.com/api/?name=Sophie+Schmieg&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/sophie-schmieg-14367499/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS 205
Panos Kampanakis,USA,Principal Security Engineer AWS Cryptography,AWS,Private,Industry Adopter,"Key architect of AWS's PQC strategy; deployed ML-KEM PQC across KMS, Secrets Manager, Certificate Manager; AWS-LC FIPS 3.0 first library with ML-KEM in FIPS 140-3; CRYSTALS-Kyber retirement planned 2026.",https://ui-avatars.com/api/?name=Panos+Kampanakis&background=0b0d17&color=10b981&size=128&bold=true,https://aws.amazon.com/security/post-quantum-cryptography/,https://www.linkedin.com/in/panoskampanakis/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9909;draft-ietf-tls-ecdhe-mlkem-04;draft-ietf-pquip-pqc-engineers-14
Matthew Campagna,USA,Lead Cryptographer; Chair ETSI TC CYBER WG QSC,AWS,Private,Standards,Leads AWS cryptography R&D; chairs ETSI QSC since ~2017; co-authored AWS's multi-phase migration strategy; team contributed to NIST FIPS.,https://ui-avatars.com/api/?name=Matthew+Campagna&background=0b0d17&color=10b981&size=128&bold=true,https://aws.amazon.com/,https://www.linkedin.com/in/matt-campagna/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS 203
Bas Westerbaan,Netherlands,Principal Research Engineer,Cloudflare,Private,Industry Adopter,Primary architect of Cloudflare's PQC deployment; led X25519+ML-KEM hybrid; 38%+ HTTPS traffic PQC-protected (Mar 2025); working on Merkle Tree Certificates with Chrome; WARP PQC Phase 2 targeted summer 2026.,https://ui-avatars.com/api/?name=Bas+Westerbaan&background=0b0d17&color=10b981&size=128&bold=true,https://blog.cloudflare.com/,https://www.linkedin.com/in/baswesterbaan/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 9881
Ehren Kret,USA,Protocol Developer/Cryptographer,Signal,Private,Industry Adopter,Co-developed PQXDH protocol (Sep 2023) and Triple Ratchet with SPQR (Oct 2025); continuous PQC key agreement deployed in all Signal clients; collaborated with PQShield and NYU.,https://ui-avatars.com/api/?name=Ehren+Kret&background=0b0d17&color=10b981&size=128&bold=true,https://signal.org/,https://www.linkedin.com/in/ehrenkret/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Rolfe Schmidt,USA,Engineer,Signal,Private,Industry Adopter,Co-author of PQXDH; led development of SPQR Triple Ratchet (Oct 2025) with formal ProVerif verification; transparent automatic PQC ratcheting for all Signal users.,https://ui-avatars.com/api/?name=Rolfe+Schmidt&background=0b0d17&color=10b981&size=128&bold=true,https://signal.org/,https://www.linkedin.com/in/rolfeschmidt/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Luke Ibbetson,UK,Head of Group R&D,Vodafone,Private,Industry Adopter,Co-founded GSMA Post-Quantum Telco Network Taskforce with IBM (Sep 2022); Vodafone-IBM quantum-safe Secure Net smartphone security partnership (Mar 2025) protecting millions of mobile users; broader rollout planned 2026.,https://ui-avatars.com/api/?name=Luke+Ibbetson&background=0b0d17&color=10b981&size=128&bold=true,https://www.vodafone.com/,https://www.linkedin.com/in/luke-ibbetson-26170b23/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Marco Pistoia,USA,SVP Industry Relations,IonQ,Private,Industry Vendor,Former Head of Global Technology Applied Research at JPMorgan Chase (departed mid-2025); built one of first internal quantum teams at a financial institution; led QKD research and PQC implementation; now SVP Industry Relations at IonQ.,https://ui-avatars.com/api/?name=Marco+Pistoia&background=0b0d17&color=a78bfa&size=128&bold=true,https://ionq.com/,https://www.linkedin.com/in/pistoia/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Sofia Celi,Portugal,Cryptography Researcher; PQUIP WG Co-Chair,Brave Software,Private,Standards,Co-chairs IETF PQUIP working group; co-author of KEMTLS protocol; contributor to TLS AuthKEM draft.,https://ui-avatars.com/api/?name=Sofia+Celi&background=0b0d17&color=60a5fa&size=128&bold=true,https://brave.com/,https://www.linkedin.com/in/sofia-celi-27704743/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Russ Housley,USA,LAMPS WG Co-Chair,Vigil Security,Private,Standards,Co-chairs LAMPS WG; extensive work on PQC for PKIX certificates and CMS; hybrid key establishment standards.,https://ui-avatars.com/api/?name=Russ+Housley&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.vigilsec.com/,https://www.linkedin.com/in/russ-housley-41969/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 5652;RFC 5083
Tim Hollebeek,USA,LAMPS WG Co-Chair,DigiCert,Private,Standards,Co-chairs LAMPS WG; co-author of 'PQC for Engineers' draft; active in composite signatures and PQC certificates.,https://ui-avatars.com/api/?name=Tim+Hollebeek&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,https://www.linkedin.com/in/timothy-hollebeek-505b814/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,draft-ietf-pquip-pqc-engineers-14
Mike Ounsworth,Canada,Software Security Architect,Entrust,Private,Standards,Lead author of Composite ML-DSA signatures draft (adopted May 2024); Composite ML-KEM draft; pioneering hybrid/composite PKI since 2019.,https://ui-avatars.com/api/?name=Mike+Ounsworth&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.entrust.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,draft-bonnell-lamps-chameleon-certs-07
Kris Kwiatkowski,UK,Cryptography Researcher,PQShield,Private,Standards,Lead author of draft-ietf-tls-ecdhe-mlkem (Post-quantum hybrid key agreement); key contributor to TLS PQC integration.,https://ui-avatars.com/api/?name=Kris+Kwiatkowski&background=0b0d17&color=60a5fa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/krzysiekkwiatkowski/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,draft-ietf-tls-ecdhe-mlkem-04;draft-kwiatkowski-pquip-pqc-migration-00
Dr. Thom Wiggers,Netherlands,Senior Cryptography Researcher,PQShield,Private,Standards,Co-author of KEMTLS/AuthKEM drafts; Ph.D. on post-quantum protocols; contributor to stateful hash-based signature deployment guidance.,https://ui-avatars.com/api/?name=Thom+Wiggers&background=0b0d17&color=60a5fa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/thomwiggers/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,draft-ietf-tls-ecdhe-mlkem-04
Scott Fluhrer,USA,Security Researcher,Cisco Systems,Private,Standards,Lead author of RFC 8784 (Mixing Preshared Keys in IKEv2 for PQ Security); pioneer in IKEv2 PQC since 2016.,https://ui-avatars.com/api/?name=Scott+Fluhrer&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cisco.com/,https://www.linkedin.com/in/scott-fluhrer-a824a0265/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9909;draft-sfluhrer-ipsecme-ikev2-mldsa-00;draft-sfluhrer-ssh-mldsa
Dr. James Howe,UK,Vice-Chair ETSI QSC; Staff Research Scientist,SandboxAQ,Private,Standards,Vice-Chair of QSC WG; co-author of SDitH signature scheme (NIST on-ramp); research on PQC hardware/software implementation.,https://ui-avatars.com/api/?name=James+Howe&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.sandboxaq.com/,https://www.linkedin.com/in/jameshowe1729/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Mark Pecen,Canada,Vice-Chair ETSI QSC,Beyond Affinity,Private,Standards,Founding Chair of ETSI ISG QSC (2015); holds 100+ patents in communications/computing; shaped early QSC direction.,https://ui-avatars.com/api/?name=Mark+Pecen&background=0b0d17&color=60a5fa&size=128&bold=true,https://cyberprotection-magazine.com/interview-with-marc-pecen-on-quantum-safe-cryptography,https://www.linkedin.com/in/markpecen/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Jean-Philippe Aumasson,Switzerland,Chief Security Officer,Taurus SA,Private,Algorithm Inventor,Co-designer of SPHINCS+; creator of BLAKE hash function series; author of 'Serious Cryptography' and numerous security tools.,https://ui-avatars.com/api/?name=Jean-Philippe+Aumasson&background=0b0d17&color=f59e0b&size=128&bold=true,https://aumasson.jp/,https://www.linkedin.com/in/aumasson/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS 205
Dr. Ward Beullens,Belgium,Research Scientist,IBM Research Europe Zurich,Private,Algorithm Inventor,Principal designer of SDitH (NIST on-ramp algorithm); cryptanalyst who broke RAINBOW; expert in multivariate and code-based cryptography.,https://ui-avatars.com/api/?name=Ward+Beullens&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.esat.kuleuven.be/cosic/people/ward-beullens/,https://www.linkedin.com/in/wardbeullens/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Rob Joyce,USA,Venture Partner; Former NSA Cybersecurity Director,DataTribe / Joyce Cyber LLC,Private,Government,NSA Cybersecurity Director (2021-2024); led NSA's quantum computing and PQC strategy; advocate for early CNSA 2.0 adoption; retired Mar 2024; now venture partner at DataTribe and advisor to OpenAI and Microsoft.,https://ui-avatars.com/api/?name=Rob+Joyce&background=0b0d17&color=22d3ee&size=128&bold=true,https://datatribe.com/,https://www.linkedin.com/in/rob-joyce-b43445116/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Anne Neuberger,USA,Distinguished Lecturer; Senior Advisor,Stanford University / Andreessen Horowitz,Private,Government,Former Deputy National Security Advisor for Cyber (2021-2025); led National Security Memorandum on quantum security (May 2022); coordinated whole-of-government PQC transition; now at Stanford and Hoover Institution.,https://ui-avatars.com/api/?name=Anne+Neuberger&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.hoover.org/profiles/anne-neuberger,https://www.linkedin.com/in/anne-neuberger-13b4491b/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Brian LaMacchia,USA,President; Founder,Farcaster Consulting Group,Private,Industry Vendor,Former Distinguished Engineer and Head of Security & Cryptography at Microsoft Research (retired Dec 2022); 25+ years cryptographic research leadership at Microsoft; inaugural Executive Director of the MPC Alliance; PQC standards contributor and industry advisor.,https://ui-avatars.com/api/?name=Brian+LaMacchia&background=0b0d17&color=a78bfa&size=128&bold=true,,https://www.linkedin.com/in/brianlamacchia/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Royal Hansen,USA,Vice President; Privacy Safety and Security Engineering,Google,Private,Industry Adopter,Leads Google's privacy safety and security engineering including PQC deployments; oversees Chrome browser PQC integration; coordinates quantum-safe strategy across Google products.,https://ui-avatars.com/api/?name=Royal+Hansen&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/royal-hansen-989858/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Nick Sullivan,USA,Principal Consultant; Co-Chair CFRG and IRTF,Cryptography Consulting LLC,Private,Standards,Former Cloudflare Head of Research; pioneered PQC in TLS 1.3 at scale; Co-Chair of Crypto Forum Research Group and IRTF; joining Internet Architecture Board (IAB) Mar 2026.,https://ui-avatars.com/api/?name=Nick+Sullivan&background=0b0d17&color=60a5fa&size=128&bold=true,https://nicksullivan.org/,https://www.linkedin.com/in/ntsullivan/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Stanislav Smyshlyaev,Russia,Head of Cryptographic Solutions,CryptoPro,Private,Standards,Russian representative to ISO/IEC JTC 1/SC 27/WG 2; contributor to ITU-T quantum security work; advocate for algorithm diversity in PQC.,https://ui-avatars.com/api/?name=Stanislav+Smyshlyaev&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptopro.ru/,https://www.linkedin.com/in/stanislav-smyshlyaev-62169333/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Yehuda Lindell,Israel,Head of Cryptography; Engineering Fellow,Coinbase,Private,Industry Adopter,Head of Cryptography and Engineering Fellow at Coinbase (after Coinbase acquired Unbound Security in Jan 2022); expert in secure multiparty computation and threshold cryptography; leads research on PQC-compatible MPC protocols.,https://ui-avatars.com/api/?name=Yehuda+Lindell&background=0b0d17&color=10b981&size=128&bold=true,https://yehudalindell.com/,https://www.linkedin.com/in/yehudalindell/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Prof. Dr. Thomas Pöppelmann,Germany,Senior Principal Engineer; Security Architect,Infineon Technologies,Private,Industry Adopter,Implemented first PQC on smart cards; co-designer of NewHope; Infineon achieved world-first CC EAL6 PQC certification (Jan 2025); partnered with BSI on quantum-secure ID card.,https://ui-avatars.com/api/?name=Thomas+Poppelmann&background=0b0d17&color=10b981&size=128&bold=true,https://www.infineon.com/,https://www.linkedin.com/in/thomas-pöppelmann-1875bb8a/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
David Adrian,USA,Product Manager; Security Researcher,Google (Chrome Security),Private,Industry Adopter,Product Manager on Chrome Security at Google; co-discovered LogJam and DROWN attacks on legacy TLS; co-founded Censys internet scanning platform; extensive work on cryptographic migration strategies including PQC readiness.,https://ui-avatars.com/api/?name=David+Adrian&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/dadrian/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Tim Callan,USA,Chief Experience Officer,Sectigo,Private,Industry Adopter,PKI industry veteran; advocate for PQC adoption in TLS certificates; active in CA/Browser Forum discussions on quantum-safe PKI.,https://ui-avatars.com/api/?name=Tim+Callan&background=0b0d17&color=10b981&size=128&bold=true,https://sectigo.com/,https://www.linkedin.com/in/tim-callan/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Scott Totzke,Canada,Co-Founder,ISARA Corporation,Private,Industry Adopter,Co-founded ISARA in 2015 to commercialize post-quantum cryptography; pioneered enterprise crypto-agility solutions and hybrid certificate deployments; led early enterprise PQC adoption strategies and quantum-safe PKI commercialization.,https://ui-avatars.com/api/?name=Scott+Totzke&background=0b0d17&color=10b981&size=128&bold=true,https://www.isara.com/,https://www.linkedin.com/in/scotttotzke/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Kevin Bocek,USA,Chief Innovation Officer,Venafi,Private,Industry Adopter,Leads machine identity security research; advocates for crypto-agility and inventory management for PQC migration; extensive PKI transformation expertise.,https://ui-avatars.com/api/?name=Kevin+Bocek&background=0b0d17&color=10b981&size=128&bold=true,https://www.venafi.com/,https://www.linkedin.com/in/kevinbocek/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Thomas Coratger,France,Cryptographic Engineer; PQC Team Lead,Ethereum Foundation,Private,Industry Adopter,Leads Ethereum Foundation's post-quantum security team (Jan 2026); driving PQ-safe Ethereum with biweekly dev sessions and multi-client test networks; $2M in research prizes ($1M Poseidon Prize for hash-based cryptography + $1M Proximity Prize).,https://ui-avatars.com/api/?name=Thomas+Coratger&background=0b0d17&color=10b981&size=128&bold=true,https://ethereum.org/,https://www.linkedin.com/in/thomas-coratger-4099aa160/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Mike Osborne,Switzerland,Distinguished Engineer & CTO Cryptography,IBM Research,Private,Industry Vendor,Co-architect of IBM Quantum Safe framework; led IBM's contributions to NIST PQC standardization; co-developed the Cryptography Bill of Materials (CBOM) concept for cryptographic inventory and agility management.,https://ui-avatars.com/api/?name=Mike+Osborne&background=0b0d17&color=a78bfa&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/in/michael-osborne-qsafe/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Bob Sutor,USA,CEO and Founder,Sutor Group Intelligence and Advisory,Private,Industry Vendor,Former VP IBM Quantum with 40+ years at IBM; author of 'Dancing with Qubits'; board member Nu Quantum; Adjunct Professor University at Buffalo; daily quantum and PQC industry analyst; enterprise quantum readiness advocate.,https://ui-avatars.com/api/?name=Bob+Sutor&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.robertsutor.com/,https://www.linkedin.com/in/bobsutor/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Bruno Couillard,Canada,CEO and Co-Founder,Crypto4A Technologies,Private,Industry Vendor,30+ years in security including Canadian Forces and CSE; co-founder of Crypto4A; pioneer of crypto-agile HSMs (QxHSM and QxEDGE) rebuilt from ground up for PQC; PKI Consortium member; inaugural Quantum Security 25 honoree.,https://ui-avatars.com/api/?name=Bruno+Couillard&background=0b0d17&color=a78bfa&size=128&bold=true,https://crypto4a.com/,https://www.linkedin.com/in/brunocouillard/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
