xwalk_id,from_concept,to_concept,relationship_type,rationale_type,evidence,verified_date,verified_by,confidence
xw-511,IETF RFC 7662,RFC 2119,intersects_with,technical_dependency,"""The key words 'MUST', 'MUST NOT' ... in this document are to be interpreted as described in [RFC2119].""",2026-05-09,qwen3.6:27b,high
xw-512,draft-ietf-cose-dilithium,FIPS 204,intersects_with,technical_dependency,"""This document specifies JSON Object Signing and Encryption (JOSE) and CBOR Object Signing and Encryption (COSE) serializations for Module-Lattice-Based Digital Signature Standard (ML-DSA), a Post-Quantum Cryptography (PQC) digital signature scheme defined in US NIST FIPS 204.""",2026-05-09,qwen3.6:27b,high
xw-513,draft-ietf-cose-dilithium,RFC 7517,intersects_with,technical_dependency,"""The concept of public and private information classes for key pairs originates from Section 8.1 of [RFC7517].""",2026-05-09,qwen3.6:27b,high
xw-514,draft-ietf-cose-dilithium,RFC 7515,intersects_with,technical_dependency,"""The security considerations of [RFC7515], [RFC7517], and [RFC9053] apply to this specification as well.""",2026-05-09,qwen3.6:27b,high
xw-515,draft-ietf-cose-dilithium,RFC 9053,intersects_with,technical_dependency,"""The security considerations of [RFC7515], [RFC7517], and [RFC9053] apply to this specification as well.""",2026-05-09,qwen3.6:27b,high
xw-516,draft-ietf-cose-dilithium,RFC 9052,intersects_with,technical_dependency,"""When producing COSE signatures, no encoding is needed; see Section 4 of [RFC9052] for more details on how COSE signatures are created.""",2026-05-09,qwen3.6:27b,high
xw-517,NIST SP 800-90B,NIST-SP-800-90A-R1,intersects_with,technical_dependency,"""These entropy sources are intended to be combined with Deterministic Random Bit Generator mechanisms that are specified in SP 800-90A""",2026-05-09,qwen3.6:27b,high
xw-518,NIST SP 800-90B,NIST-SP-800-90C,intersects_with,technical_dependency,"""These entropy sources are intended to be combined with Deterministic Random Bit Generator mechanisms that are specified in SP 800-90A to construct Random Bit Generators, as specified in SP 800-90C.""",2026-05-09,qwen3.6:27b,high
xw-519,IETF RFC 9909,FIPS 205,intersects_with,technical_dependency,"""The Stateless Hash-Based Digital Signature Algorithm (SLH-DSA) is a quantum-resistant digital signature scheme standardized in [FIPS205]... This document defines the ASN.1 Object Identifiers (OIDs) and conventions for the encoding of SLH-DSA digital signatures... in the X.509 Public Key Infrastructure.""",2026-05-09,qwen3.6:27b,high
xw-520,IETF RFC 9909,RFC 9814,intersects_with,technical_dependency,"""The Pure SLH-DSA OIDs are defined in the ASN.1 module in [RFC9814] and reproduced here for convenience""",2026-05-09,qwen3.6:27b,high
xw-521,IETF RFC 9909,RFC 5280,intersects_with,technical_dependency,"""See [RFC5280] for the 1988 ASN.1 syntax."" and ""This document specifies the conventions for using the Stateless Hash-Based Digital Signature Algorithm (SLH-DSA) in the X.509 Public Key Infrastructure.""",2026-05-09,qwen3.6:27b,high
xw-522,IETF RFC 9909,RFC 5912,intersects_with,technical_dependency,"""The AlgorithmIdentifier type is defined in [RFC5912] as follows... NOTE: The above syntax is from [RFC5912]""",2026-05-09,qwen3.6:27b,high
xw-523,IETF RFC 9909,FIPS 180,intersects_with,technical_dependency,"""there is also the option to use the SHA-2 algorithm family [FIPS180] or SHAKE256 [FIPS202] as internal functions.""",2026-05-09,qwen3.6:27b,high
xw-524,IETF RFC 9909,FIPS 202,intersects_with,technical_dependency,"""there is also the option to use the SHA-2 algorithm family [FIPS180] or SHAKE256 [FIPS202] as internal functions.""",2026-05-09,qwen3.6:27b,high
xw-525,draft-ietf-lamps-cert-binding-for-multi-auth,RFC 5652,intersects_with,technical_dependency,"""The certID field uses the IssuerAndSerialNumber type [RFC5652] to identify a previously issued end-entity certificate""",2026-05-09,qwen3.6:27b,high
xw-526,draft-ietf-lamps-cert-binding-for-multi-auth,RFC 5280,intersects_with,technical_dependency,"""minimizing changes to the certificate format [RFC5280]"" and ""file containing a certificate or certificate chain... as detailed in [RFC5280]""",2026-05-09,qwen3.6:27b,high
xw-527,draft-ietf-lamps-cert-binding-for-multi-auth,RFC 8551,intersects_with,technical_dependency,"""containing inline degenerate PKCS#7 (see Sections 3.2.1 and 3.8 of [RFC8551])""",2026-05-09,qwen3.6:27b,high
xw-528,draft-ietf-lamps-cert-binding-for-multi-auth,NIST-SP-800-57-Pt1-R6,intersects_with,technical_dependency,"""proof of possession (POP) (as detailed in Section 8.1.5.1.1.2 of [NIST-SP-800-57])""",2026-05-09,qwen3.6:27b,high
xw-529,draft-ietf-lamps-cert-binding-for-multi-auth,RFC 2119,intersects_with,technical_dependency,"""The key words... are to be interpreted as described in BCP 14 [RFC2119]""",2026-05-09,qwen3.6:27b,high
xw-530,draft-ietf-lamps-cert-binding-for-multi-auth,RFC 8174,intersects_with,technical_dependency,"""The key words... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-531,draft-ietf-tls-merkle-tree-certs,FIPS 204,intersects_with,technical_dependency,"""For example, ML-DSA-44 [FIPS204] uses 1,312 bytes per public key and 2,420 bytes per signature. ML-DSA-65 uses 1,952 bytes per public key and 3,309 bytes per signature.""",2026-05-09,qwen3.6:27b,high
xw-532,draft-ietf-tls-merkle-tree-certs,RFC-8032,intersects_with,technical_dependency,"""Current signature schemes can use as few as 32 bytes per key and 64 bytes per signature [RFC8032], but post-quantum replacements are much larger.""",2026-05-09,qwen3.6:27b,high
xw-533,draft-ietf-tls-merkle-tree-certs,RFC-9162,intersects_with,technical_dependency,"""This document additionally uses the TLS presentation language defined in Section 3 of [RFC8446], as well as the notation defined in Section 2.1.1 of [RFC9162].""",2026-05-09,qwen3.6:27b,high
xw-534,draft-ietf-tls-merkle-tree-certs,RFC 8446,intersects_with,technical_dependency,"""This document additionally uses the TLS presentation language defined in Section 3 of [RFC8446]""",2026-05-09,qwen3.6:27b,high
xw-535,draft-ietf-tls-merkle-tree-certs,RFC 6962,intersects_with,technical_dependency,"""In Public Key Infrastructures (PKIs) that use Certificate Transparency (CT) [RFC6962] for a public logging requirement...""",2026-05-09,qwen3.6:27b,high
xw-536,draft-ietf-tls-merkle-tree-certs,IETF-MTC-Draft-09,equivalent,equivalence,"""Internet-Draft: draft-ietf-plants-merkle-tree-certs-02""",2026-05-09,qwen3.6:27b,medium
xw-537,draft-ietf-tls-merkle-tree-certs,RFC 8174,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT"", ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""SHOULD"", ""SHOULD NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""MAY"", and ""OPTIONAL"" in this document are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-538,draft-ietf-tls-merkle-tree-certs,RFC 2119,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT"", ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""SHOULD"", ""SHOULD NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""MAY"", and ""OPTIONAL"" in this document are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-539,IETF RFC 8709,RFC-8032,intersects_with,technical_dependency,"""Ed25519 [RFC8032] is a digital signature system... This document describes the use of the Ed25519 and Ed448 digital signature algorithms in the Secure Shell (SSH) protocol.""",2026-05-09,qwen3.6:27b,high
xw-540,IETF RFC 8709,RFC 4253,intersects_with,technical_dependency,"""Updates: 4253... This document describes a public key algorithm for use with SSH, as per [RFC4253], Section 6.6.""",2026-05-09,qwen3.6:27b,high
xw-541,IETF RFC 8709,RFC 4251,intersects_with,technical_dependency,"""The descriptions of key and signature formats use the notation introduced in [RFC4251], Section 3... The security considerations in [RFC4251], Section 9 apply to all SSH implementations""",2026-05-09,qwen3.6:27b,high
xw-542,IETF RFC 8709,RFC 4250,intersects_with,technical_dependency,"""This document augments the Public Key Algorithm Names in [RFC4250], Section 4.11.3.""",2026-05-09,qwen3.6:27b,high
xw-543,IETF RFC 9258,RFC 9147,intersects_with,technical_dependency,"""This document describes an interface for importing external Pre-Shared Keys (PSKs) into TLS 1.3... for use in TLS 1.3 [RFC8446] and DTLS 1.3 [RFC9147].""",2026-05-09,qwen3.6:27b,high
xw-544,IETF RFC 9258,RFC 8446,intersects_with,technical_dependency,"""This document describes an interface for importing external Pre-Shared Keys (PSKs) into TLS 1.3... for use in TLS 1.3 [RFC8446]... The protocol mandates that each PSK only be used with a single hash function.""",2026-05-09,qwen3.6:27b,high
xw-545,IETF RFC 9258,RFC 5869,intersects_with,technical_dependency,"""The hash function used for HMAC-based Key Derivation Function (HKDF) [RFC5869] is that which is associated with the EPSK.""",2026-05-09,qwen3.6:27b,high
xw-546,IETF RFC 9258,RFC 5246,intersects_with,technical_dependency,"""TLS 1.2 [RFC5246], in contrast, has no such requirement... Applications SHOULD provision separate PSKs for (D)TLS 1.3 and prior versions.""",2026-05-09,qwen3.6:27b,high
xw-547,IETF RFC 9258,RFC 5056,intersects_with,technical_dependency,"""ImportedIdentity.context MUST include a channel binding for the deriving protocols [RFC5056].""",2026-05-09,qwen3.6:27b,high
xw-548,IETF RFC 9258,RFC 2119,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT""... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-549,IETF RFC 9258,RFC 8174,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT""... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-550,draft-sfluhrer-ipsecme-ikev2-mldsa,FIPS 204,intersects_with,technical_dependency,"""NIST has recently published the postquantum digital signature algorithm ML-DSA [FIPS204]. This document describes how to use this algorithm for authentication within IKEv2""",2026-05-09,qwen3.6:27b,high
xw-551,draft-sfluhrer-ipsecme-ikev2-mldsa,IETF RFC 7296,intersects_with,technical_dependency,"""This document describes how to use this algorithm for authentication within IKEv2 [RFC7296], as a replacement for the traditional signature algorithms""",2026-05-09,qwen3.6:27b,high
xw-552,draft-sfluhrer-ipsecme-ikev2-mldsa,RFC 9593,intersects_with,technical_dependency,"""Each IPsec peer announce the support for ML-DSA authentication via SUPPORTED_AUTH_METHODS notification as defined in [RFC9593]""",2026-05-09,qwen3.6:27b,high
xw-553,draft-sfluhrer-ipsecme-ikev2-mldsa,RFC 2119,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT""... in this document are to be interpreted as described in BCP 14 [RFC2119]""",2026-05-09,qwen3.6:27b,high
xw-554,draft-sfluhrer-ipsecme-ikev2-mldsa,RFC 8174,intersects_with,technical_dependency,"""The key words... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-555,WEF-2026-QuantumSafe-Migration-CryptoDepth,NIST IR 8545,intersects_with,policy_reference,"""In 2024, the US National Institute of Standards and Technology (NIST) released the first PQC standards... Multinational organizations operating in these areas should prioritize NIST-approved PQC as the primary quantum-safe technology in their migration.""",2026-05-09,qwen3.6:27b,high
xw-556,WEF-2026-QuantumSafe-Migration-CryptoDepth,G7-CEG-Financial-PQC-2026,intersects_with,policy_reference,"""However, agility alone cannot fully mitigate certain threats, such as “store-now, decrypt-later” attacks identified by the G7 Cyber Expert Group...""",2026-05-09,qwen3.6:27b,high
xw-557,WEF-2026-QuantumSafe-Migration-CryptoDepth,ETSI-GS-QKD-002,intersects_with,implementation_guidance,"""Recent research and industry advances have produced new forms of “symmetric key infrastructure” such as quantum key distribution that address some of these concerns... QKD’s security is rooted in quantum physics...""",2026-05-09,qwen3.6:27b,medium
xw-558,WEF-2026-QuantumSafe-Migration-CryptoDepth,UK NCSC PQC Guidance,intersects_with,policy_reference,"""government agencies, including those in the United Kingdom... are setting 2035 as the target year for a full migration to quantum safety...""",2026-05-09,qwen3.6:27b,medium
xw-559,WEF-2026-QuantumSafe-Migration-CryptoDepth,Canada CSE PQC Guidance,intersects_with,policy_reference,"""government agencies, including those in... Canada... are setting 2035 as the target year for a full migration to quantum safety...""",2026-05-09,qwen3.6:27b,medium
xw-560,WEF-2026-QuantumSafe-Migration-CryptoDepth,EU PQC Recommendation,intersects_with,policy_reference,"""government agencies, including those in... the European Union, are setting 2035 as the target year for a full migration to quantum safety...""",2026-05-09,qwen3.6:27b,medium
xw-561,Falcon-Spec-v12,FIPS 206,equivalent,equivalence,"""Official specification for Falcon (standardized as FN-DSA in FIPS 206).""",2026-05-09,qwen3.6:27b,high
xw-562,Falcon-Spec-v12,NIST SP 800-208,intersects_with,policy_reference,"""This document adresses the requirements in [NIS16, Section 2.B].""",2026-05-09,qwen3.6:27b,high
xw-563,CIRCL-Cloudflare,FIPS 203,intersects_with,implementation_guidance,"""ML-KEM: modes 512, 768, 1024 (FIPS-203).""",2026-05-09,qwen3.6:27b,high
xw-564,CIRCL-Cloudflare,FIPS 204,intersects_with,implementation_guidance,"""ML-DSA: modes 44, 65, 87 (FIPS 204).""",2026-05-09,qwen3.6:27b,high
xw-565,CIRCL-Cloudflare,FIPS 205,intersects_with,implementation_guidance,"""SLH-DSA: twelve parameter sets, pure and pre-hash signing (FIPS 205).""",2026-05-09,qwen3.6:27b,high
xw-566,CIRCL-Cloudflare,FIPS 186-5,intersects_with,implementation_guidance,"""P-256, P-384, P-521. (FIPS 186-5)""",2026-05-09,qwen3.6:27b,high
xw-567,CIRCL-Cloudflare,FIPS 202,intersects_with,implementation_guidance,"""SHAKE128 and SHAKE256 (FIPS 202).""",2026-05-09,qwen3.6:27b,high
xw-568,CIRCL-Cloudflare,RFC-8032,intersects_with,implementation_guidance,"""Ed25519 and Ed448 signatures. (RFC-8032)""",2026-05-09,qwen3.6:27b,high
xw-569,CIRCL-Cloudflare,IETF RFC 9180,intersects_with,implementation_guidance,"""HPKE: Hybrid Public-Key Encryption (RFC-9180)""",2026-05-09,qwen3.6:27b,high
xw-570,CIRCL-Cloudflare,RFC 7748,intersects_with,implementation_guidance,"""X25519 and X448 functions. (RFC-7748)""",2026-05-09,qwen3.6:27b,high
xw-571,Liboqs-go,liboqs-v0.15.0,subset_of,technical_dependency,"""liboqs-go offers a Go wrapper for the Open Quantum Safe liboqs C library... No known issues as of liboqs-0.15.0""",2026-05-09,qwen3.6:27b,high
xw-572,Liboqs-go,FIPS 204,intersects_with,implementation_guidance,"""As of liboqs 0.15.0, Dilithium has been removed. Users should migrate to ML-DSA (FIPS 204) instead.""",2026-05-09,qwen3.6:27b,high
xw-573,Liboqs-go,NIST IR 8545,intersects_with,policy_reference,"""We believe that the NIST Post-Quantum Cryptography standardization project is currently the best avenue to identifying potentially quantum-resistant algorithms.""",2026-05-09,qwen3.6:27b,medium
xw-574,Liboqs-go,OpenSSL-3x-Docs,intersects_with,technical_dependency,"""Note that .config-static/liboqs-go.pc links statically against OpenSSL as well... remove the -lcrypto... otherwise you will get linker errors.""",2026-05-09,qwen3.6:27b,high
xw-575,Liboqs-cpp,liboqs-v0.15.0,subset_of,technical_dependency,"""liboqs-cpp offers a C++ wrapper for the Open Quantum Safe liboqs C library... Pre-requisites: liboqs""",2026-05-09,qwen3.6:27b,high
xw-576,Liboqs-cpp,NIST IR 8545,intersects_with,policy_reference,"""We believe that the NIST Post-Quantum Cryptography standardization project is currently the best avenue to identifying potentially quantum-resistant algorithms.""",2026-05-09,qwen3.6:27b,medium
xw-577,Liboqs-cpp,FIPS 203,intersects_with,implementation_guidance,"""liboqs-cpp defines four main classes: oqs::KeyEncapsulation and oqs::Signature... instantiated with a string identifying one of mechanisms supported by liboqs""",2026-05-09,qwen3.6:27b,medium
xw-578,Liboqs-cpp,FIPS 204,intersects_with,implementation_guidance,"""liboqs-cpp defines four main classes: oqs::KeyEncapsulation and oqs::Signature... instantiated with a string identifying one of mechanisms supported by liboqs""",2026-05-09,qwen3.6:27b,medium
xw-579,Liboqs-cpp,FIPS 205,intersects_with,implementation_guidance,"""liboqs-cpp defines four main classes: oqs::KeyEncapsulation and oqs::Signature... instantiated with a string identifying one of mechanisms supported by liboqs""",2026-05-09,qwen3.6:27b,medium
xw-580,Liboqs-cpp,FIPS 206,intersects_with,implementation_guidance,"""liboqs-cpp defines four main classes: oqs::KeyEncapsulation and oqs::Signature... instantiated with a string identifying one of mechanisms supported by liboqs""",2026-05-09,qwen3.6:27b,medium
xw-581,RFC-9242,IETF RFC 7296,intersects_with,technical_dependency,"""The Internet Key Exchange Protocol Version 2 (IKEv2) defined in [RFC7296] uses UDP as a transport for its messages... This document defines a new exchange for IKEv2 called 'Intermediate Exchange'...""",2026-05-09,qwen3.6:27b,high
xw-582,RFC-9242,RFC 2119,intersects_with,technical_dependency,"""The key words 'MUST', 'MUST NOT'... in this document are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]...""",2026-05-09,qwen3.6:27b,high
xw-583,RFC-9242,RFC 8174,intersects_with,technical_dependency,"""The key words 'MUST', 'MUST NOT'... in this document are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]...""",2026-05-09,qwen3.6:27b,high
xw-584,Microsoft-PQC-Research,NIST NCCoE SP 1800-38C,intersects_with,implementation_guidance,"""We are currently participating in the NIST Cybersecurity Center of Excellence (NCCoE) PQC Migration project... More details can be found in the reports available on the NCCoE project page""",2026-05-09,qwen3.6:27b,high
xw-585,Microsoft-PQC-Research,liboqs-v0.15.0,intersects_with,technical_dependency,"""We are proud to participate in the Open Quantum Safe (opens in new tab) project where we help develop the liboqs (opens in new tab) library""",2026-05-09,qwen3.6:27b,high
xw-586,Microsoft-PQC-Research,FIPS 203,intersects_with,technical_dependency,"""At the end of round 3, NIST picked for standardization CRYSTALS-Kyber for public-key encryption and key establishment... Our team worked with academic and industry partners on four candidates""",2026-05-09,qwen3.6:27b,medium
xw-587,Microsoft-PQC-Research,FIPS 204,intersects_with,technical_dependency,"""At the end of round 3, NIST picked for standardization... CRYSTALS-Dilithium, Falcon, and SPHINCS+ for digital signatures... Our team worked with academic and industry partners on four candidates""",2026-05-09,qwen3.6:27b,medium
xw-588,Microsoft-PQC-Research,FIPS 205,intersects_with,technical_dependency,"""At the end of round 3, NIST picked for standardization... CRYSTALS-Dilithium, Falcon, and SPHINCS+ for digital signatures... Our team worked with academic and industry partners on four candidates""",2026-05-09,qwen3.6:27b,medium
xw-589,Microsoft-PQC-Research,FIPS 206,intersects_with,technical_dependency,"""At the end of round 3, NIST picked for standardization... Falcon... for digital signatures... Our team worked with academic and industry partners on four candidates""",2026-05-09,qwen3.6:27b,medium
xw-590,Microsoft-PQC-Research,OpenSSL-3x-Docs,intersects_with,implementation_guidance,"""We are proud to participate in the Open Quantum Safe... project where we help develop... many protocol integration projects (e.g., OpenSSL for TLS...)""",2026-05-09,qwen3.6:27b,high
xw-591,Microsoft-PQC-Research,IETF RFC 7296,intersects_with,implementation_guidance,"""We’ve also created a fork of OpenVPN... to demonstrate how PQC can be used on VPN tunnels.""",2026-05-09,qwen3.6:27b,low
xw-592,Microsoft-PQC-Research,NIST SP 800-208,intersects_with,policy_reference,"""We are currently participating in the NIST Cybersecurity Center of Excellence (NCCoE) PQC Migration project... build vulnerable algorithm detection tools""",2026-05-09,qwen3.6:27b,medium
xw-593,Microsoft-PQC-Research,ISO/IEC 14888-4:2024,intersects_with,technical_dependency,"""At the same time, ISO has approved FrodoKEM and two other algorithms for standardization.""",2026-05-09,qwen3.6:27b,medium
xw-594,NTNU-PQC-Challenges-Silde,NIST IR 8547,intersects_with,policy_reference,"""Transition to PQC https://doi.org/10.6028/NIST.IR.8547.ipd""",2026-05-09,qwen3.6:27b,high
xw-595,RFC-9935,FIPS 203,intersects_with,technical_dependency,"""The Module-Lattice-Based Key-Encapsulation Mechanism (ML-KEM) standardized in [FIPS203] is a quantum-resistant Key Encapsulation Mechanism... This document specifies the use of ML-KEM in Public Key Infrastructure using X.509""",2026-05-09,qwen3.6:27b,high
xw-596,RFC-9935,RFC 9881,intersects_with,technical_dependency,"""Direct complement to RFC 9881 (ML-DSA identifiers)."" (From description) / ""The conventions for the subject public keys and private keys are also specified."" (From abstract, implying parallel structure to ML-DSA RFCs)",2026-05-09,qwen3.6:27b,high
xw-597,RFC-9935,RFC 5280,intersects_with,technical_dependency,"""This document specifies the use of ML-KEM in Public Key Infrastructure using X.509 (PKIX) certificates [RFC5280]""",2026-05-09,qwen3.6:27b,high
xw-598,RFC-9935,RFC 5912,intersects_with,technical_dependency,"""The AlgorithmIdentifier type is defined in [RFC5912] as follows... NOTE: The above syntax is from [RFC5912]""",2026-05-09,qwen3.6:27b,high
xw-599,RFC-9935,RFC 5958,intersects_with,technical_dependency,"""[RFC5958] describes the Asymmetric Key Package's OneAsymmetricKey type for encoding asymmetric key pairs. When an ML-KEM private key or key pair is encoded as a OneAsymmetricKey, it follows the description in Section 6.""",2026-05-09,qwen3.6:27b,high
xw-600,RFC-9935,RFC 7468,intersects_with,implementation_guidance,"""Appendix C.2 contains examples for ML-KEM public keys encoded using the textual encoding defined in [RFC7468].""",2026-05-09,qwen3.6:27b,high
xw-601,RFC-9935,RFC 2119,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT""... in this document are to be interpreted as described in BCP 14 [RFC2119]""",2026-05-09,qwen3.6:27b,high
xw-602,RFC-9935,RFC 8174,intersects_with,technical_dependency,"""The key words... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]""",2026-05-09,qwen3.6:27b,high
xw-603,draft-ietf-ipsecme-ikev2-downgrade-prevention,draft-ietf-ipsecme-ikev2-mlkem,intersects_with,technical_dependency,"""Companion to draft-ietf-ipsecme-ikev2-mlkem.""",2026-05-09,qwen3.6:27b,high
xw-604,draft-ietf-ipsecme-ikev2-downgrade-prevention,IETF RFC 7296,intersects_with,technical_dependency,"""This document describes an extension to the Internet Key Exchange protocol version 2 (IKEv2)... The Internet Key Exchange version 2 protocol (IKEv2) defined in [RFC7296]""",2026-05-09,qwen3.6:27b,high
xw-605,KpqC-NTRU-Plus,KpqC-Competition-Results,subset_of,policy_reference,"""This work is submitted to ‘Korean Post-Quantum Cryptography Competition’ (www.kpqc.or.kr).""",2026-05-09,qwen3.6:27b,high
xw-606,KpqC-NTRU-Plus,FIPS 203,intersects_with,technical_dependency,"""The hardness of the NTRU is crucially based on the NTRU problem... Such a longer history than other lattice-based problems (such as Ring/Module-LWE) has been considered as being an important factor in selecting the NTRU as a finalist in the NIST PQC standardization process.""",2026-05-09,qwen3.6:27b,medium
xw-607,KpqC-NTRU-Plus,NIST IR 8545,intersects_with,technical_dependency,"""Targets NIST-equivalent security levels L1, L3, and L5.""",2026-05-09,qwen3.6:27b,medium
xw-608,KpqC-SMAUG-T,KpqC-Competition-Results,subset_of,policy_reference,"""SMAUG-T is a post-quantum KEM selected as a South Korean national PQC standard by KpqC in January 2025.""",2026-05-09,qwen3.6:27b,high
xw-609,KpqC-SMAUG-T,FIPS 203,intersects_with,technical_dependency,"""SMAUG-T is an efficient post-quantum key encapsulation mechanism (KEM) whose security is based on the hardness of the lattice problems, Module-Learning-with-Errors (MLWE)...""",2026-05-09,qwen3.6:27b,medium
xw-610,KpqC-SMAUG-T,FIPS 204,intersects_with,technical_dependency,"""SMAUG-T is an efficient post-quantum key encapsulation mechanism (KEM) whose security is based on the hardness of the lattice problems, Module-Learning-with-Errors (MLWE)...""",2026-05-09,qwen3.6:27b,medium
xw-611,KpqC-SMAUG-T,FIPS 205,intersects_with,technical_dependency,"""SMAUG-T is an efficient post-quantum key encapsulation mechanism (KEM) whose security is based on the hardness of the lattice problems, Module-Learning-with-Errors (MLWE)...""",2026-05-09,qwen3.6:27b,medium
xw-612,KpqC-AIMer,KpqC-Competition-Results,subset_of,policy_reference,"""This work has been submitted to Korean Post-Quantum Cryptography Competition (https://kpqc.or.kr).""",2026-05-09,qwen3.6:27b,high
xw-613,KpqC-AIMer,NIST IR 8545,intersects_with,technical_dependency,"""NIST initiated a competition for post-quantum cryptography (PQC) standardization, and recently announced its selected algorithms... The recent call of NIST for additional digital signature schemes also expressed primary interest in signature schemes that are not based on structured lattices.""",2026-05-09,qwen3.6:27b,medium
xw-614,KpqC-AIMer,FIPS 205,intersects_with,technical_dependency,"""NIST initiated a competition for post-quantum cryptography (PQC) standardization, and recently announced its selected algorithms: CRYSTALS-Kyber [65] as a public key encryption scheme, and CRYSTALS-Dilithium [60], Falcon [62], and SPHINCS+ [45] as digital signature schemes.""",2026-05-09,qwen3.6:27b,medium
xw-615,KpqC-AIMer,FIPS 204,intersects_with,technical_dependency,"""NIST initiated a competition for post-quantum cryptography (PQC) standardization, and recently announced its selected algorithms: CRYSTALS-Kyber [65] as a public key encryption scheme, and CRYSTALS-Dilithium [60], Falcon [62], and SPHINCS+ [45] as digital signature schemes.""",2026-05-09,qwen3.6:27b,medium
xw-616,KpqC-AIMer,FIPS 206,intersects_with,technical_dependency,"""NIST initiated a competition for post-quantum cryptography (PQC) standardization, and recently announced its selected algorithms: CRYSTALS-Kyber [65] as a public key encryption scheme, and CRYSTALS-Dilithium [60], Falcon [62], and SPHINCS+ [45] as digital signature schemes.""",2026-05-09,qwen3.6:27b,medium
xw-617,Regev-LWE-Survey,FIPS 203,intersects_with,technical_dependency,"""LWE is the core hardness assumption underlying ML-KEM (FIPS 203) and ML-DSA (FIPS 204).""",2026-05-09,qwen3.6:27b,high
xw-618,Regev-LWE-Survey,FIPS 204,intersects_with,technical_dependency,"""LWE is the core hardness assumption underlying ML-KEM (FIPS 203) and ML-DSA (FIPS 204).""",2026-05-09,qwen3.6:27b,high
xw-619,Algorand-PQC-Technical-Brief,FIPS 205,intersects_with,technical_dependency,"""Falcon is a lattice-based digital signature scheme selected by NIST in 2022 for standardization under the names Falcon-512 and Falcon-1024.""",2026-05-09,qwen3.6:27b,high
xw-620,Algorand-PQC-Technical-Brief,liboqs-v0.15.0,intersects_with,implementation_guidance,"""The NIST reference implementation and optimized libraries, such as PQClean and liboqs, use double-precision floating-point operations with deterministic rounding to ensure reproducibility across platforms.""",2026-05-09,qwen3.6:27b,medium
xw-621,Algorand-PQC-Technical-Brief,FIPS 203,intersects_with,technical_dependency,"""NIST’s decision to include Falcon alongside Dilithium reflects a deliberate balance between performance and implementability. Dilithium favors more straightforward integer arithmetic...""",2026-05-09,qwen3.6:27b,medium
xw-622,Algorand-PQC-Technical-Brief,RFC-8032,intersects_with,technical_dependency,"""Falcon signatures are significantly larger than Ed25519 signatures–approximately 10x larger than Ed25519’s 64-byte signatures.""",2026-05-09,qwen3.6:27b,medium
xw-623,Algorand-PQC-Technical-Brief,NIST SP 800-208,intersects_with,policy_reference,"""NIST selected Falcon as part of its Post-Quantum Cryptography Round 3 process. It provides a security level roughly equivalent to AES-128 for Falcon-512 and AES-192 for Falcon-1024 (NIST Level 5).""",2026-05-09,qwen3.6:27b,medium
xw-624,Aptos-AIP137-SLH-DSA,FIPS 205,subset_of,technical_dependency,"""This scheme was recently standardized as post-quantum by NIST in FIPS-2052.""",2026-05-09,qwen3.6:27b,high
xw-625,Aptos-AIP137-SLH-DSA,FIPS 186-5,intersects_with,technical_dependency,"""Both its classical and quantum security rely solely on the security of the SHA2-256 hash function.""",2026-05-09,qwen3.6:27b,high
xw-626,Aptos-AIP137-SLH-DSA,BIP-32,intersects_with,implementation_guidance,"""Support for BIP-32 HD wallets... We work directly with the 32 byte sequences outputted by HMAC-SHA512 in BIP-32's CKDPriv""",2026-05-09,qwen3.6:27b,high
xw-627,Aptos-AIP137-SLH-DSA,SLIP-0010,intersects_with,implementation_guidance,"""We set the SLIP-0010 'Curve' parameter to 'SLH-DSA-SHA2-128s seed'""",2026-05-09,qwen3.6:27b,high
xw-628,Aptos-AIP137-SLH-DSA,FIPS 204,intersects_with,policy_reference,"""In the future, we may choose to additionally-support a member of the ML-DSA family from FIPS-2045""",2026-05-09,qwen3.6:27b,medium
